Taxon,UTM10x10,UTM1x1,References
Atriplex suberecta,30SXH87,30SXH8671,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Bellis annua,30SYJ16,30SYJ1560,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Echium plantagineum,30XYJ28,30XYJ2381,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Euphorbia nicaeensis,30SXG89,30SXG8699,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Guizotia abyssinica,30SYJ05,30SYJ0954,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Heteropogon contortus,30SYH04,30SYH0947,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Heteropogon contortus,30SYH14,30SYH1047,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Iris pseudacorus,30SYH29,30SYH2297,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Orchis x bivonae,30SYH39,30SYH3898,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Pyracantha angustifolia,30SXJ97,30SXJ9575,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Salix x atroeleagnos,30TYK03,30TYK0238,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Salvia hispanica,30SYJ08,30SYJ0780,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Stoibrax dichotomum,30STH14,30STH1047,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Verbascum x uechtritzii,30SYJ04,30SYJ0846,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13."
Hieracium protoconquense,31TDG06,31TDG0362,"Ferrer-Gallego, P. P, Mateo-Sanz, G., & Sáez-Goñalons, L. (2023). Sore el tipo de Hieracium protoconquense (Asteraceae) y el nombre ilegítimo H. catalanolanatum. Flora Montibérica, 85. 14-15"
Hieracium aragonense hedypnoides,31TBH68,31TBH6582,"Mateo-Sanz, G., Egido-Mazuelas, F., & Gómiz-García, F. (2023). Aportaciones al conocimiento del género Hieracium L. en España, XXXVI. Flora Montibérica, 85. 33-41."
Hieracium aragonense hedypnoides,31TBH62,31TBH6529,"Mateo-Sanz, G., Egido-Mazuelas, F., & Gómiz-García, F. (2023). Aportaciones al conocimiento del género Hieracium L. en España, XXXVI. Flora Montibérica, 85. 33-41."
Hieracium bifidum,30TBE59,30TBE5395,"Mateo-Sanz, G., Egido-Mazuelas, F., & Gómiz-García, F. (2023). Aportaciones al conocimiento del género Hieracium L. en España, XXXVI. Flora Montibérica, 85. 33-41."
Hieracium cezycola,30TYN33,30TYN3434,"Mateo-Sanz, G., Egido-Mazuelas, F., & Gómiz-García, F. (2023). Aportaciones al conocimiento del género Hieracium L. en España, XXXVI. Flora Montibérica, 85. 33-41."
