NUMERIC REFERENCE,REFERENCE,CITATION,NUMBER OF OCCURRENCES
452,"Rodrigo, A. L., Prieto, E. F., & Aguirre, J. C. (2010). Aportaciones a la flora vascular de Álava, Burgos, Navarra y Soria. Munibe Ciencias Naturales. Natur zientziak, (58), 39-45.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2010039045CN.pdf","Rodrigo, A. L., Prieto, E. F., & Aguirre, J. C. (2010). Aportaciones a la flora vascular de Álava, Burgos, Navarra y Soria. Munibe Ciencias Naturales. Natur zientziak, (58), 39-45.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2010039045CN.pdf",14
498,"Tamayo, M. E. (2020). Nuevas citas de plantas raras en Navarra. Munibe Ciencias Naturales. Natur zientziak, (68), 263-270.. https://doi.org/10.21630/mcn.2020.68.17","Tamayo, M. E. (2020). Nuevas citas de plantas raras en Navarra. Munibe Ciencias Naturales. Natur zientziak, (68), 263-270.. https://doi.org/10.21630/mcn.2020.68.17",14
197,"Bobo-Pinilla, J., López-González, N., Caballero, A. & Peñas, J. 2021. Looking for a successful translocation: the case of Astragalus edulis. Mediterr. Bot. 42,. https://dx.doi.org/10.5209/mbot.68048","Bobo-Pinilla, J., López-González, N., Caballero, A. & Peñas, J. 2021. Looking for a successful translocation: the case of Astragalus edulis. Mediterr. Bot. 42,. https://dx.doi.org/10.5209/mbot.68048",12
247,"Domínguez-Delgado, J.J., Balao, F. 2020. Novedades corológicas para cuatro especies de orquídeas en la comarca del Andévalo (Huelva, España). Acta Botanica Malacitana 45: 135-137. DOI: http://dx.doi.org/10.24310/abm.v45i0.6704. https://revistas.uma.es/index.php/abm/article/view/6704/11098","Domínguez-Delgado, J.J., Balao, F. 2020. Novedades corológicas para cuatro especies de orquídeas en la comarca del Andévalo (Huelva, España). Acta Botanica Malacitana 45: 135-137. DOI: http://dx.doi.org/10.24310/abm.v45i0.6704. https://revistas.uma.es/index.php/abm/article/view/6704/11098",12
298,"Gómez-Murillo, P., & Arellano-Martín, I.(2022). Flower pattern of ten species of the genus Narcissus L.(Asparagales, Amaryllidaceae). Flora Montiberica, (82), 22-23.. http://www.floramontiberica.org/FM/Flora_Montiberica82.pdf","Gómez-Murillo, P., & Arellano-Martín, I.(2022). Flower pattern of ten species of the genus Narcissus L.(Asparagales, Amaryllidaceae). Flora Montiberica, (82), 22-23.. http://www.floramontiberica.org/FM/Flora_Montiberica82.pdf",12
383,"Mateo Sanz, G., Peris Figuerola, J.I. 2020. De Flora Valentina, XXI. Flora Montiberica 78: 81-84.. http://www.floramontiberica.org/FM/078/Flora_Montib_078_081-084_2020.pdf","Mateo Sanz, G., Peris Figuerola, J.I. 2020. De Flora Valentina, XXI. Flora Montiberica 78: 81-84.. http://www.floramontiberica.org/FM/078/Flora_Montib_078_081-084_2020.pdf",12
186,"Bariego Hernández, P., J.A. Hernández Rodríguez & P. Gómez Turiel (2024). Nuevos datos sobre las orquídeas silvestres de la provincia de Zamora. Flora Montiberica 90: 113-115.","Bariego Hernández, P., J.A. Hernández Rodríguez & P. Gómez Turiel (2024). Nuevos datos sobre las orquídeas silvestres de la provincia de Zamora. Flora Montiberica 90: 113-115.",11
336,"Lizaur, X. , & Terés, J.L. (1995). Tres novedades para la flora guipuzcoana y otras citas de interés. Munibe Ciencias Naturales. Natur zientziak, (47), 69-70.. https://www.aranzadi.eus/fileadmin/docs/Munibe/1995069070CN.pdf","Lizaur, X. , & Terés, J.L. (1995). Tres novedades para la flora guipuzcoana y otras citas de interés. Munibe Ciencias Naturales. Natur zientziak, (47), 69-70.. https://www.aranzadi.eus/fileadmin/docs/Munibe/1995069070CN.pdf",11
270,"Fuente, J.M. (1988). Potentilla anserina L. en Asturias. Munibe {Ciencias Naturales), 40, 128.. https://www.aranzadi.eus/fileadmin/docs/Munibe/1988129130CN.pdf","Fuente, J.M. (1988). Potentilla anserina L. en Asturias. Munibe {Ciencias Naturales), 40, 128.. https://www.aranzadi.eus/fileadmin/docs/Munibe/1988129130CN.pdf",10
293,"Garcia, J. P., Muñoz, J. G., & Rodríguez, R. R. (2023). Primera cita de Nepeta hispanica para el Sistema Ibérico y la provincia de Guadalajara. Flora Montiberica, (85), 3-8.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf","Garcia, J. P., Muñoz, J. G., & Rodríguez, R. R. (2023). Primera cita de Nepeta hispanica para el Sistema Ibérico y la provincia de Guadalajara. Flora Montiberica, (85), 3-8.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf",10
322,"Herrero-Borgoñón Pérez, J. J. (2021). Adiciones a la flora alóctona valenciana de origen ornamental. Flora Montiberica, (80), 3-9.. http://www.floramontiberica.org/FM/Flora_Montiberica80.pdf","Herrero-Borgoñón Pérez, J. J. (2021). Adiciones a la flora alóctona valenciana de origen ornamental. Flora Montiberica, (80), 3-9.. http://www.floramontiberica.org/FM/Flora_Montiberica80.pdf",10
387,"Mateo, G., & Devesa, J.A., (2021). Scabiosa andryalifolia (Pau) Devesa, novedad para la flora valenciana. Flora Montiberica, (81), 15-15.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf","Mateo, G., & Devesa, J.A., (2021). Scabiosa andryalifolia (Pau) Devesa, novedad para la flora valenciana. Flora Montiberica, (81), 15-15.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf",10
406,"Monzó, J.C., Verdú, J.R. Effects of restoration and management of Mediterranean traditional water systems on Odonata alpha diversity: a long-term monitoring survey. Biodivers Conserv 31, 227–243 (2022). https://doi.org/10.1007/s10531-021-02331-3","Monzó, J.C., Verdú, J.R. Effects of restoration and management of Mediterranean traditional water systems on Odonata alpha diversity: a long-term monitoring survey. Biodivers Conserv 31, 227–243 (2022). https://doi.org/10.1007/s10531-021-02331-3",10
424,"Pérez Dacosta, J.M. (2023). Plantas nuevas o interesantes de la cordillera Ibérica oriental de Guadalajara y Teruel. Flora Montiberica 87: 128-131.","Pérez Dacosta, J.M. (2023). Plantas nuevas o interesantes de la cordillera Ibérica oriental de Guadalajara y Teruel. Flora Montiberica 87: 128-131.",10
198,"Bobo-Pinilla, J., López-González, N., Caballero, A., Peñas, J. 2021. Looking for a succesful translocation: the case of Astragalus edulis. Mediterranean Botany 42. DOI:https://dx.doi.org/10.5209/mbot.68048. https://revistas.ucm.es/index.php/MBOT/article/view/68048/4564456557627","Bobo-Pinilla, J., López-González, N., Caballero, A., Peñas, J. 2021. Looking for a succesful translocation: the case of Astragalus edulis. Mediterranean Botany 42. DOI:https://dx.doi.org/10.5209/mbot.68048. https://revistas.ucm.es/index.php/MBOT/article/view/68048/4564456557627",9
203,"Cáceres Escudero, Y. 2020. Sorbus domestica L. (Rosaceae) en Extremadura (España). Acta Botanica Malacitana 45: 173-178. DOI: http://dx.doi.org/10.24310/abm.v45i0.5450. https://revistas.uma.es/index.php/abm/article/view/5450/11106","Cáceres Escudero, Y. 2020. Sorbus domestica L. (Rosaceae) en Extremadura (España). Acta Botanica Malacitana 45: 173-178. DOI: http://dx.doi.org/10.24310/abm.v45i0.5450. https://revistas.uma.es/index.php/abm/article/view/5450/11106",9
220,"Casimiro-Soriguer Solanas, F., Pérez Latorre, A.V., Cabezudo, B. 2021. Aportaciones a la flora vascular del Espacio Natural Sierra de las Nieves (Málaga, España) II. Acta Botanica Malacitana 46. DOI:http://doi.org/10.24310/abm.v46i.12191. https://revistas.uma.es/index.php/abm/article/view/12191/12810","Casimiro-Soriguer Solanas, F., Pérez Latorre, A.V., Cabezudo, B. 2021. Aportaciones a la flora vascular del Espacio Natural Sierra de las Nieves (Málaga, España) II. Acta Botanica Malacitana 46. DOI:http://doi.org/10.24310/abm.v46i.12191. https://revistas.uma.es/index.php/abm/article/view/12191/12810",9
258,"Fernández García-Rojo, C. & J.L. Hervás Serrano (2024). Adiciones y correcciones al catálogo florístico de Sierra Morena oriental. Flora Montiberica 89: 154-156.","Fernández García-Rojo, C. & J.L. Hervás Serrano (2024). Adiciones y correcciones al catálogo florístico de Sierra Morena oriental. Flora Montiberica 89: 154-156.",9
261,"Fichas Catálogo de Flora Protegida en Castilla y León: Senecio doria subsp. legionensis. García-González M.E., de Paz Canuria E., Alfaro-Saiz E. ""El mapa de distribución de Castilla y León se ha confeccionado a partir de las 18 citas correctas señaladas de la BD, incluyendo, además, las nuevas citas halladas en el Herbario LEB, a saber: Redipollos, 30TUN16 (LEB 38861); Carrocera, 30TTN74 (LEB 40594); San Bartolomé de Rueda, 30TUN13 (LEB 40597); Santa Eulalia de las Manzanas, 30TTN55 (LEB 40604); Millaró, Sierra de Currillos, 30TTN86, (LEB 101766); Valle de Pardomino, 30TUN15, (LEB 55557); Villagatón, 29TQH32 (LEB 56276); El Rabizo, 30TTN83 (LEB 58243); Manzanal del Puerto, 29TQH21 (LEB 79624); Fontanos de Torío, 30TTN93 (LEB 91339). También se ha observado en Piedrasecha, Los Calderones, 30TTN74 y en Casares de Arbas, 30TTN75.""","Fichas Catálogo de Flora Protegida en Castilla y León: Senecio doria subsp. legionensis. García-González M.E., de Paz Canuria E., Alfaro-Saiz E. ""El mapa de distribución de Castilla y León se ha confeccionado a partir de las 18 citas correctas señaladas de la BD, incluyendo, además, las nuevas citas halladas en el Herbario LEB, a saber: Redipollos, 30TUN16 (LEB 38861); Carrocera, 30TTN74 (LEB 40594); San Bartolomé de Rueda, 30TUN13 (LEB 40597); Santa Eulalia de las Manzanas, 30TTN55 (LEB 40604); Millaró, Sierra de Currillos, 30TTN86, (LEB 101766); Valle de Pardomino, 30TUN15, (LEB 55557); Villagatón, 29TQH32 (LEB 56276); El Rabizo, 30TTN83 (LEB 58243); Manzanal del Puerto, 29TQH21 (LEB 79624); Fontanos de Torío, 30TTN93 (LEB 91339). También se ha observado en Piedrasecha, Los Calderones, 30TTN74 y en Casares de Arbas, 30TTN75.""",9
275,"Fuentes, J.M., Navarro-Reyes, F.B. 2021. Sedum alpestre Vill. y Sedum atratum L. subsp. atratum, dos nuevos relictos para la flora vascular de Sierra Nevada (Granada, España). Acta Botanica Malacitana 46. DOI:http://doi.org/10.24310/abm.v46i.10547. https://revistas.uma.es/index.php/abm/article/view/10547/12497","Fuentes, J.M., Navarro-Reyes, F.B. 2021. Sedum alpestre Vill. y Sedum atratum L. subsp. atratum, dos nuevos relictos para la flora vascular de Sierra Nevada (Granada, España). Acta Botanica Malacitana 46. DOI:http://doi.org/10.24310/abm.v46i.10547. https://revistas.uma.es/index.php/abm/article/view/10547/12497",9
321,"Herrera, J.M., Pulgar, Í. 2020. Notas sobre Thymelaea hirsuta (L.) Endl. Y Thymelaea lythroides Barratte & Murb. En la provincia de Sevilla (España). Acta Botanica Malacitana 45:207-209. DOI: http://dx.doi.org/10.24310/abm.v45i0.8820. https://revistas.uma.es/index.php/abm/article/view/8820/11914","Herrera, J.M., Pulgar, Í. 2020. Notas sobre Thymelaea hirsuta (L.) Endl. Y Thymelaea lythroides Barratte & Murb. En la provincia de Sevilla (España). Acta Botanica Malacitana 45:207-209. DOI: http://dx.doi.org/10.24310/abm.v45i0.8820. https://revistas.uma.es/index.php/abm/article/view/8820/11914",9
465,"Ruiz de Gopegui y Valero, J.A., García Cayón, L. 2020. Adicciones y apuntes al catálogo de orquídeas de la Provincia de Palencia. Flora Montiberica 77: 52-57.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_052-057_2020.pdf","Ruiz de Gopegui y Valero, J.A., García Cayón, L. 2020. Adicciones y apuntes al catálogo de orquídeas de la Provincia de Palencia. Flora Montiberica 77: 52-57.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_052-057_2020.pdf",9
483,"Senar Lluch, R., Cardero Aguilera, S., Gumbau Vizcarro, P., Martínez Entonado, R., Mesa Romeu, D. 2020. Aportaciones a la flora castellonense, XI. Flora Montiberica 77: 84-85.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_084-085_2020.pdf","Senar Lluch, R., Cardero Aguilera, S., Gumbau Vizcarro, P., Martínez Entonado, R., Mesa Romeu, D. 2020. Aportaciones a la flora castellonense, XI. Flora Montiberica 77: 84-85.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_084-085_2020.pdf",9
502,"Vázquez-Mora, J. R. (2023). Algunas plantas vasculares de interés corológico para la provincia de Castellón. Flora Montibérica, 86, 55-58.","Vázquez-Mora, J. R. (2023). Algunas plantas vasculares de interés corológico para la provincia de Castellón. Flora Montibérica, 86, 55-58.",9
206,"Cambria, S., Brullo, C., Tavilla, G., Sciandrello, S., Minissale, P., Del Galdo, G. G., & Brullo, S. (2021). Ferula sommieriana (Apiaceae), a new species from Pelagie Islands (Sicily). Phytotaxa, 525(2), 89-108.. https://doi.org/10.11646/phytotaxa.525.2.1","Cambria, S., Brullo, C., Tavilla, G., Sciandrello, S., Minissale, P., Del Galdo, G. G., & Brullo, S. (2021). Ferula sommieriana (Apiaceae), a new species from Pelagie Islands (Sicily). Phytotaxa, 525(2), 89-108.. https://doi.org/10.11646/phytotaxa.525.2.1",8
271,"Fuentes Carretero, J. M., & Navarro-Reyes, F. B. (2021). Sedum alpestre Vill. y Sedum atratum L. subsp. atratum, dos nuevos relictos para la flora vascular de Sierra Nevada (Granada, España). Acta Botanica Malacitana, 46, 81-83.. https://doi.org/10.24310/abm.v46i.10547","Fuentes Carretero, J. M., & Navarro-Reyes, F. B. (2021). Sedum alpestre Vill. y Sedum atratum L. subsp. atratum, dos nuevos relictos para la flora vascular de Sierra Nevada (Granada, España). Acta Botanica Malacitana, 46, 81-83.. https://doi.org/10.24310/abm.v46i.10547",8
294,"Gil, T. M. (2023). Lemna trisulca L.(Lemnaceae), novedad corológica para Castilla y León. Flora Montiberica, (85), 50-55.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf","Gil, T. M. (2023). Lemna trisulca L.(Lemnaceae), novedad corológica para Castilla y León. Flora Montiberica, (85), 50-55.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf",8
356,"Márquez García, F., Nogales Gómez, L., García Alonso, D. & Vázquez Pardo, M. (2022) Nutlets of Lavandula sect. Stoechas Ging (LAMIACEAE), from SW Iberian Peninsula: Morphology and surface ornamentation. Folia botanica Extremadurensis 16, 119-140. http://cicytex.juntaex.es/es/descargas/publicaciones-periodicas/83/folia-botanica-extremadurensis","Márquez García, F., Nogales Gómez, L., García Alonso, D. & Vázquez Pardo, M. (2022) Nutlets of Lavandula sect. Stoechas Ging (LAMIACEAE), from SW Iberian Peninsula: Morphology and surface ornamentation. Folia botanica Extremadurensis 16, 119-140. http://cicytex.juntaex.es/es/descargas/publicaciones-periodicas/83/folia-botanica-extremadurensis",8
431,"Pikabea, I., Albisu, G. & Aizpuru, I. (2014) Nuevas localidades para la flora amenazada en Jaizkibel. Munibe Monographs. Nature Series (2), 191-121. https://www.aranzadi.eus/fileadmin/docs/Munibe/2014119121.pdf","Pikabea, I., Albisu, G. & Aizpuru, I. (2014) Nuevas localidades para la flora amenazada en Jaizkibel. Munibe Monographs. Nature Series (2), 191-121. https://www.aranzadi.eus/fileadmin/docs/Munibe/2014119121.pdf",8
445,"Rita, J., Capó, M. & Cursach, J. Eradication of rabbits from islets is essential for conservation of microinsular vegetation and narrow endangered flora: the case of Medicago citrina (Fabaceae) in s’Espartar islet (Balearic Islands, Western Mediterranean Basin). Biodivers Conserv 31, 779–796 (2022). https://doi.org/10.1007/s10531-022-02362-4","Rita, J., Capó, M. & Cursach, J. Eradication of rabbits from islets is essential for conservation of microinsular vegetation and narrow endangered flora: the case of Medicago citrina (Fabaceae) in s’Espartar islet (Balearic Islands, Western Mediterranean Basin). Biodivers Conserv 31, 779–796 (2022). https://doi.org/10.1007/s10531-022-02362-4",8
455,"Rodríguez-Riaño, T., A. Ortega-Olivencia, J. López, F. J. Valtueña & E. López Nieto (2024). Nuevas citas florísticas para el territorio extremeño (España). Acta Bot. Malacitana 49: 134-141.. DOI: https://doi.org/10.24310/abm.49.2024.18374","Rodríguez-Riaño, T., A. Ortega-Olivencia, J. López, F. J. Valtueña & E. López Nieto (2024). Nuevas citas florísticas para el territorio extremeño (España). Acta Bot. Malacitana 49: 134-141.. DOI: https://doi.org/10.24310/abm.49.2024.18374",8
470,"Sahuquillo Balbuena, E. (2022). Dos interesantes aportaciones para la Flora de Galicia (N.O. Península Ibérica). Nova Acta Científica Compostelana, 29.. https://doi.org/10.15304/nacc.id7967","Sahuquillo Balbuena, E. (2022). Dos interesantes aportaciones para la Flora de Galicia (N.O. Península Ibérica). Nova Acta Científica Compostelana, 29.. https://doi.org/10.15304/nacc.id7967",8
497,"Tamajón Gómez, R., Rodríguez Linares, B., & Parras León, S. (2021). Nuevos registros de taxones de interés corológico para la flora vascular de la provincia de Córdoba (Andalucía occidental, España). Acta Botanica Malacitana, 46, 157-162.. https://doi.org/10.24310/abm.v46i.12719","Tamajón Gómez, R., Rodríguez Linares, B., & Parras León, S. (2021). Nuevos registros de taxones de interés corológico para la flora vascular de la provincia de Córdoba (Andalucía occidental, España). Acta Botanica Malacitana, 46, 157-162.. https://doi.org/10.24310/abm.v46i.12719",8
217,"Casimiro-Soriguer Solanas, F., Hidalgo-Triana, N., García-Sánchez, J., Pérez latorre, A. V., & Solakis Tena, A. (2022). Nuevas aportaciones a la Flora Vascular de la provincia de Málaga (Andalucía, España). Acta Botanica Malacitana, 47, 107-109.. https://doi.org/10.24310/abm.v47i.15706","Casimiro-Soriguer Solanas, F., Hidalgo-Triana, N., García-Sánchez, J., Pérez latorre, A. V., & Solakis Tena, A. (2022). Nuevas aportaciones a la Flora Vascular de la provincia de Málaga (Andalucía, España). Acta Botanica Malacitana, 47, 107-109.. https://doi.org/10.24310/abm.v47i.15706",7
363,"Martínez-Azorín, M., Crespo, M. B., & Juan, A. (2007). Taxonomic revision of Ornithogalum subgen. Cathissa (Salisb.) Baker (Hyacinthaceae).","Martínez-Azorín, M., Crespo, M. B., & Juan, A. (2007). Taxonomic revision of Ornithogalum subgen. Cathissa (Salisb.) Baker (Hyacinthaceae).",7
458,"Rodríguez García, A., Alfaro-Saiz, E., Alonso, R., García González, M.E. (2015). Aportaciones a la flora de las zonas húmedas de la provincia de Palencia, II. Flora Montiberica, (61), 124-130.","Rodríguez García, A., Alfaro-Saiz, E., Alonso, R., García González, M.E. (2015). Aportaciones a la flora de las zonas húmedas de la provincia de Palencia, II. Flora Montiberica, (61), 124-130.",7
219,"Casimiro-Soriguer Solanas, F., Pérez Laotorre, A. V., & Cabezudo, B. (2021). Aportaciones a la flora vascular del Espacio Natural Sierra de las Nieves (Málaga, España) II. Acta Botanica Malacitana, 46, 113–115. https://doi.org/10.24310/abm.v46i.12191","Casimiro-Soriguer Solanas, F., Pérez Laotorre, A. V., & Cabezudo, B. (2021). Aportaciones a la flora vascular del Espacio Natural Sierra de las Nieves (Málaga, España) II. Acta Botanica Malacitana, 46, 113–115. https://doi.org/10.24310/abm.v46i.12191",6
245,"Díaz, J. A., González, G. L., Izuzquiza, A., Mata, D. S., & Labarga, J. M. M. (2020). Aportaciones a la flora de la comunidad de Madrid (España). Acta Botanica Malacitana, (45), 181-186.","Díaz, J. A., González, G. L., Izuzquiza, A., Mata, D. S., & Labarga, J. M. M. (2020). Aportaciones a la flora de la comunidad de Madrid (España). Acta Botanica Malacitana, (45), 181-186.",6
283,"García-Ricardo, O., Martínez Labarga, J.M. 2020. Helianthemum marifolium subsp. Molle (Cistaceae) en la provincia de Cuenca (Castilla-La Mancha, España). Collectanea Botanica 39: e003. DOI: https://doi.org/10.3989/collectbot.2020.v39.003. https://collectaneabotanica.revistas.csic.es/index.php/collectaneabotanica/article/view/284/404","García-Ricardo, O., Martínez Labarga, J.M. 2020. Helianthemum marifolium subsp. Molle (Cistaceae) en la provincia de Cuenca (Castilla-La Mancha, España). Collectanea Botanica 39: e003. DOI: https://doi.org/10.3989/collectbot.2020.v39.003. https://collectaneabotanica.revistas.csic.es/index.php/collectaneabotanica/article/view/284/404",6
326,"Jáñez, A., & Agut, A. (2019). Nuevos datos sobre la flora amenazada de la Zona Especial de Conservación Río Zadorra/Zadorra Ibaia (Vitoria-Gasteiz). Munibe Ciencias Naturales. Natur zientziak, (67), 99-113.. https://doi.org/10.21630/mcn.2019.67.05","Jáñez, A., & Agut, A. (2019). Nuevos datos sobre la flora amenazada de la Zona Especial de Conservación Río Zadorra/Zadorra Ibaia (Vitoria-Gasteiz). Munibe Ciencias Naturales. Natur zientziak, (67), 99-113.. https://doi.org/10.21630/mcn.2019.67.05",6
331,"Laliga, L. S., & Hernández, J. C. (2022). Sonchus crassifolius Willd. en la Comunidad Valenciana. Flora Montiberica, (84), 63-66.. http://www.floramontiberica.org/FM/Flora_Montiberica84.pdf","Laliga, L. S., & Hernández, J. C. (2022). Sonchus crassifolius Willd. en la Comunidad Valenciana. Flora Montiberica, (84), 63-66.. http://www.floramontiberica.org/FM/Flora_Montiberica84.pdf",6
359,"Martín-Gil, T., & González-Gómez, C. (2014). Quercus suber L. novedad para la flora de la provincia de Segovia. Munibe (Ciencias Naturales-Natur Zientziak), (62), 119-128.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2014119128CN.pdf","Martín-Gil, T., & González-Gómez, C. (2014). Quercus suber L. novedad para la flora de la provincia de Segovia. Munibe (Ciencias Naturales-Natur Zientziak), (62), 119-128.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2014119128CN.pdf",6
366,"Martínez-Sagarra, G., Devesa, J.A. 2020. Confirmada la presencia de Crucianella patula L. (Rubiaceae) en Andalucía occidental (España). Acta Botanica Malacitana 45: 179. DOI: http://dx.doi.org/10.24310/abm.v45i0.9773 DOI:http://dx.doi.org/10.24310/abm.v45i0.9773. https://revistas.uma.es/index.php/abm/article/view/9773/11487","Martínez-Sagarra, G., Devesa, J.A. 2020. Confirmada la presencia de Crucianella patula L. (Rubiaceae) en Andalucía occidental (España). Acta Botanica Malacitana 45: 179. DOI: http://dx.doi.org/10.24310/abm.v45i0.9773 DOI:http://dx.doi.org/10.24310/abm.v45i0.9773. https://revistas.uma.es/index.php/abm/article/view/9773/11487",6
378,"Mateo Sanz, G., Fidalgo Prieto, E. 2020 Acerca de unas muestras del género Hieracium L. (Asteraceae) recolectadas en el Macizo del Gorbea (Vizcaya). Flora Montiberica 76: 25-26. http://www.floramontiberica.org/FM/076/Flora_Montib_076_025-026_2020.pdf","Mateo Sanz, G., Fidalgo Prieto, E. 2020 Acerca de unas muestras del género Hieracium L. (Asteraceae) recolectadas en el Macizo del Gorbea (Vizcaya). Flora Montiberica 76: 25-26. http://www.floramontiberica.org/FM/076/Flora_Montib_076_025-026_2020.pdf",6
384,"Mateo, G. (2021). Novedades sobre el género Pilosella Hill (Asteraceae, Lactuceae) en España, XXVIII. Flora Montiberica, (80), 132-135.. http://www.floramontiberica.org/FM/Flora_Montiberica80.pdf","Mateo, G. (2021). Novedades sobre el género Pilosella Hill (Asteraceae, Lactuceae) en España, XXVIII. Flora Montiberica, (80), 132-135.. http://www.floramontiberica.org/FM/Flora_Montiberica80.pdf",6
396,"Medina-Gavilán J. L. y González B. (2021). El endemismo bético-rifeño Antirrhinum australe, novedad corológica para la provincia de Sevilla. Botanica Complutensis, 45, e71731.. https://doi.org/10.5209/bocm.71731","Medina-Gavilán J. L. y González B. (2021). El endemismo bético-rifeño Antirrhinum australe, novedad corológica para la provincia de Sevilla. Botanica Complutensis, 45, e71731.. https://doi.org/10.5209/bocm.71731",6
405,"Mónica Míguez, Pedro Jiménez-Mejías, Carmen Benítez-Benítez, Hanno Schaefer, and Santiago Martín-Bravo ""Systematics of the Giant Sedges of Carex Sect. Rhynchocystis (Cyperaceae) in Macaronesia with Description of Two New Species,"" Systematic Botany 46(2), 304-320, (11 August 2021).. https://doi.org/10.1600/036364421X16231782047442","Mónica Míguez, Pedro Jiménez-Mejías, Carmen Benítez-Benítez, Hanno Schaefer, and Santiago Martín-Bravo ""Systematics of the Giant Sedges of Carex Sect. Rhynchocystis (Cyperaceae) in Macaronesia with Description of Two New Species,"" Systematic Botany 46(2), 304-320, (11 August 2021).. https://doi.org/10.1600/036364421X16231782047442",6
460,"Romero-Zarco, C., Sáez, L., Romero-García, A.T. 2021. Notas sobre algunas gramíneas (Poaceae: Poeae) de la flora ibérica. Acta Botanica Malacitana 46. DOI: http://dx.doi.org/10.24310/abm.v46i0.11925. https://revistas.uma.es/index.php/abm/article/view/11925/12551","Romero-Zarco, C., Sáez, L., Romero-García, A.T. 2021. Notas sobre algunas gramíneas (Poaceae: Poeae) de la flora ibérica. Acta Botanica Malacitana 46. DOI: http://dx.doi.org/10.24310/abm.v46i0.11925. https://revistas.uma.es/index.php/abm/article/view/11925/12551",6
205,"Camaño Portela, J. L., Pino Pérez, J. J., Silva-Pando, F. J., & Pino Pérez, R. (2021). Sobre la presencia de Orobanche hederae Vaucher ex Duby en el Parque Nacional Marítimo-Terrestre de las Islas Atlánticas (Galicia, España). Acta Botanica Malacitana, 46, 85–87. https://doi.org/10.24310/abm.v46i.10642","Camaño Portela, J. L., Pino Pérez, J. J., Silva-Pando, F. J., & Pino Pérez, R. (2021). Sobre la presencia de Orobanche hederae Vaucher ex Duby en el Parque Nacional Marítimo-Terrestre de las Islas Atlánticas (Galicia, España). Acta Botanica Malacitana, 46, 85–87. https://doi.org/10.24310/abm.v46i.10642",5
234,"de Ana, J. M. P. (2011). "" Orobanche teucrii"" Holandre, primeras citas para el País Vasco. Munibe Ciencias Naturales. Natur zientziak, (59), 55-57.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2011055057CN.pdf","de Ana, J. M. P. (2011). "" Orobanche teucrii"" Holandre, primeras citas para el País Vasco. Munibe Ciencias Naturales. Natur zientziak, (59), 55-57.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2011055057CN.pdf",5
351,"Luceño, M., Sánchez-Villegas, R., Molina-Martín, C., Salazar-Mendías, C., Casimiro-Soriguer Solanas, F., García-Sanchez, J., & Quirós de la Peña, B. (2023). Confirmation of Carex pseudobrizoides Clavaud (Cyperaceae) in the Iberian Peninsula and other contributions to the knowledge of the Iberian Carex. Flora Montibérica, 85. 109-113.","Luceño, M., Sánchez-Villegas, R., Molina-Martín, C., Salazar-Mendías, C., Casimiro-Soriguer Solanas, F., García-Sanchez, J., & Quirós de la Peña, B. (2023). Confirmation of Carex pseudobrizoides Clavaud (Cyperaceae) in the Iberian Peninsula and other contributions to the knowledge of the Iberian Carex. Flora Montibérica, 85. 109-113.",5
358,"Martín-Gil, T. (2023). Lemna trisulca L. (Lemnaceae), novedad corológica para Castilla y León. Flora Montibérica, 85. 50-55.","Martín-Gil, T. (2023). Lemna trisulca L. (Lemnaceae), novedad corológica para Castilla y León. Flora Montibérica, 85. 50-55.",5
410,"Oltra-Benavent, J. E., Navarro-Peris, A., & Laguna-Lumbreras, E. (2023). Presencia y estado de conservación de la especie Hedypnois arenaria (Schousb.) Fisch. en la Comunidad Valenciana. Flora Montibérica, 86, 50-54.","Oltra-Benavent, J. E., Navarro-Peris, A., & Laguna-Lumbreras, E. (2023). Presencia y estado de conservación de la especie Hedypnois arenaria (Schousb.) Fisch. en la Comunidad Valenciana. Flora Montibérica, 86, 50-54.",5
416,"Pavón-García, J., García-Muñoz, J., & Ramírez-Rodríguez, R. (2023). Primera cita de Nepeta hispanica para el sistema ibérico y la provincia de Guadalajara. Flora Montibérica 85 (3-8)","Pavón-García, J., García-Muñoz, J., & Ramírez-Rodríguez, R. (2023). Primera cita de Nepeta hispanica para el sistema ibérico y la provincia de Guadalajara. Flora Montibérica 85 (3-8)",5
