NUMERIC REFERENCE,REFERENCE,CITATION,NUMBER OF OCCURRENCES
377,"Mateo Sanz, G. 2020. De Flora Valentina, XX. Flora Montiberica 77: 98-103.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_098-103_2020.pdf","Mateo Sanz, G. 2020. De Flora Valentina, XX. Flora Montiberica 77: 98-103.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_098-103_2020.pdf",35
395,"Mateo, G., Lozano Terrazas, J. L. , Fabado Alós, J. , & Riera Vicent, J. (2021). Adiciones a la flora de la provincia de Teruel, XVIII. Flora Montiberica, (81), 16-19.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf","Mateo, G., Lozano Terrazas, J. L. , Fabado Alós, J. , & Riera Vicent, J. (2021). Adiciones a la flora de la provincia de Teruel, XVIII. Flora Montiberica, (81), 16-19.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf",34
289,"García Cardo, Ó., J. Atienza Romera & J.M. Martínez Labarga (2024). Aportaciones a la flora anfibia temporal de La Alcarria de Guadalajara. Flora Montiberica 89: 122-125.","García Cardo, Ó., J. Atienza Romera & J.M. Martínez Labarga (2024). Aportaciones a la flora anfibia temporal de La Alcarria de Guadalajara. Flora Montiberica 89: 122-125.",33
299,"Gómez-Murillo, P., Arellano-Martín, I. 2021. Transversal pattern of the leaves of eighteen species in the genus Narcissus L. (Asparagales: Amaryllidaceae) in Spain. Flora Montiberica 79: 28-31. http://www.floramontiberica.org/FM/n79.htm","Gómez-Murillo, P., Arellano-Martín, I. 2021. Transversal pattern of the leaves of eighteen species in the genus Narcissus L. (Asparagales: Amaryllidaceae) in Spain. Flora Montiberica 79: 28-31. http://www.floramontiberica.org/FM/n79.htm",33
376,"Mateo Sanz, G. 2020. Adiciones a la flora de la provincia de Guadalajara, IV. Flora Montiberica 76: 126-129.. http://www.floramontiberica.org/FM/076/Flora_Montib_076_126-129_2020.pdf","Mateo Sanz, G. 2020. Adiciones a la flora de la provincia de Guadalajara, IV. Flora Montiberica 76: 126-129.. http://www.floramontiberica.org/FM/076/Flora_Montib_076_126-129_2020.pdf",33
417,"Pavón Núñez, M., Hidalgo Triana, N., Pérez Latorre, A.V. 2020. Novedades florísticas en la vertiente norte de Sierra Nevada (Granada, España). Acta Botanica Malacitana 45: 165-172. DOI: http://dx.doi.org/10.24310/abm.v45i0.7393. https://revistas.uma.es/index.php/abm/article/view/7393/11490","Pavón Núñez, M., Hidalgo Triana, N., Pérez Latorre, A.V. 2020. Novedades florísticas en la vertiente norte de Sierra Nevada (Granada, España). Acta Botanica Malacitana 45: 165-172. DOI: http://dx.doi.org/10.24310/abm.v45i0.7393. https://revistas.uma.es/index.php/abm/article/view/7393/11490",33
164,"Aizpuru, I., Aperribai, J. A. & Garin, F. (1989). Araba, Bizkaia eta Gipuzkoako landare katalogoari eraskin eta zuzenketak. Munibe Ciencias Naturales. Natur zientziak, (41), 123-126.. https://www.aranzadi.eus/fileadmin/docs/Munibe/1989-1990123126CN.pdf","Aizpuru, I., Aperribai, J. A. & Garin, F. (1989). Araba, Bizkaia eta Gipuzkoako landare katalogoari eraskin eta zuzenketak. Munibe Ciencias Naturales. Natur zientziak, (41), 123-126.. https://www.aranzadi.eus/fileadmin/docs/Munibe/1989-1990123126CN.pdf",32
388,"Mateo, G., & Figuerola, J. I. P. (2021). De flora valentina, XXIII. Flora Montiberica, (81), 115-117.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf","Mateo, G., & Figuerola, J. I. P. (2021). De flora valentina, XXIII. Flora Montiberica, (81), 115-117.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf",32
428,"Pérez, J. B. (2006). Hallazgo de plantas nuevas o raras en Vizcaya. Planta, 1510, 26-03.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2005049054CN.pdf","Pérez, J. B. (2006). Hallazgo de plantas nuevas o raras en Vizcaya. Planta, 1510, 26-03.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2005049054CN.pdf",32
291,"García Cardo, O., Medina Domingo, L., Ferrero Lomas, L.M. 2020. Sobre la presencia de Filago hispanica (Degen& Hervier ex Pau) Chrtek & Holub en el Sistema Ibérico Meridional. Flora Montiberica 77: 37-42.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_037-042_2020.pdf","García Cardo, O., Medina Domingo, L., Ferrero Lomas, L.M. 2020. Sobre la presencia de Filago hispanica (Degen& Hervier ex Pau) Chrtek & Holub en el Sistema Ibérico Meridional. Flora Montiberica 77: 37-42.. http://www.floramontiberica.org/FM/077/Flora_Montib_077_037-042_2020.pdf",30
174,"Alós, J. F., Vicent, J. R., Gallego, P. P. F., & Lumbreras, E. L. (2022). Nuevos datos para la flora valenciana, II. Flora Montiberica, (83), 52-57.. http://www.floramontiberica.org/FM/Flora_Montiberica83.pdf","Alós, J. F., Vicent, J. R., Gallego, P. P. F., & Lumbreras, E. L. (2022). Nuevos datos para la flora valenciana, II. Flora Montiberica, (83), 52-57.. http://www.floramontiberica.org/FM/Flora_Montiberica83.pdf",28
273,"Fuentes, J., Romero, M., Navarro-Reyes, F.B., Muñoz, A., Cueto, M. & López, A. (2022) Novedades corológicas destacables para la flora vascular de Andalucía (Sur de España), VI. Anales de Biología 44, 13-19 Servicio de publicaciones de la Universidad de Murcia. http://dx.doi.org/10.6018/analesbio.44.02","Fuentes, J., Romero, M., Navarro-Reyes, F.B., Muñoz, A., Cueto, M. & López, A. (2022) Novedades corológicas destacables para la flora vascular de Andalucía (Sur de España), VI. Anales de Biología 44, 13-19 Servicio de publicaciones de la Universidad de Murcia. http://dx.doi.org/10.6018/analesbio.44.02",28
280,"Garcés, M. L., Villegas, R. S., Martín, C. M., Mendías, C. S., Solanas, F. C. S., Sánchez, J. G., & de la Peña, B. Q. (2023). Confirmation of Carex pseudobrizoides Clavaud (Cyperaceae) in the Iberian Peninsula and other contributions to the knowledge of the iberian Carex. Flora Montiberica, (85), 109-113.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf","Garcés, M. L., Villegas, R. S., Martín, C. M., Mendías, C. S., Solanas, F. C. S., Sánchez, J. G., & de la Peña, B. Q. (2023). Confirmation of Carex pseudobrizoides Clavaud (Cyperaceae) in the Iberian Peninsula and other contributions to the knowledge of the iberian Carex. Flora Montiberica, (85), 109-113.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf",28
35,Flora Amenazada y de Interés de Andalucía,Flora Amenazada y de Interés de Andalucía,27
312,Guardiola Bufi M. 2022. Dracocephalum ruyschiana (Lamiaceae): first record for Spain. Anales del Jardín Botánico de Madrid 79: e125.. https://doi.org/10.3989/ajbm.2612,Guardiola Bufi M. 2022. Dracocephalum ruyschiana (Lamiaceae): first record for Spain. Anales del Jardín Botánico de Madrid 79: e125.. https://doi.org/10.3989/ajbm.2612,27
255,"Etxezarreta, J., Sánchez, J. M., & Aldalur, A. (2011). Primera cita de Hibiscus palustris L. en el País Vasco Ibérico. Munibe (Ciencias Naturales-Natur Zientziak), (59), 73-76.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2011073076CN.pdf","Etxezarreta, J., Sánchez, J. M., & Aldalur, A. (2011). Primera cita de Hibiscus palustris L. en el País Vasco Ibérico. Munibe (Ciencias Naturales-Natur Zientziak), (59), 73-76.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2011073076CN.pdf",26
357,"Martín-Gil, T. (2017). Aproximación a la distribución de Menyanthes trifoliata L. en la provincia de Segovia. Munibe Cienc. nat, 65, 41-52.. doi: 10.21630/mcn.2017.65.06","Martín-Gil, T. (2017). Aproximación a la distribución de Menyanthes trifoliata L. en la provincia de Segovia. Munibe Cienc. nat, 65, 41-52.. doi: 10.21630/mcn.2017.65.06",26
450,"Rodrigo, A. L., Aguirre, J. C., & Prieto, E. F. (2009). Aportaciones a la flora vascular de Burgos. Munibe Ciencias Naturales. Natur zientziak, (57), 67-74.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2009067074CN.pdf","Rodrigo, A. L., Aguirre, J. C., & Prieto, E. F. (2009). Aportaciones a la flora vascular de Burgos. Munibe Ciencias Naturales. Natur zientziak, (57), 67-74.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2009067074CN.pdf",26
481,"Senar-Lluch, R., Cardero-Aguilera, S., Martínez-Entonado, R., Mesa-Romeu, D., & Gumbau-Vizcarro, P. (2023). Aportaciones a la flora turolense, IV. Flora Montibérica 86, 18-21.","Senar-Lluch, R., Cardero-Aguilera, S., Martínez-Entonado, R., Mesa-Romeu, D., & Gumbau-Vizcarro, P. (2023). Aportaciones a la flora turolense, IV. Flora Montibérica 86, 18-21.",26
160,"Aguirre, J. C., Llorente, A., & Fidalgo, E. (2005). Aportaciones a la flora vascular de Vizcaya y Cantabria. Munibe Ciencias Naturales. Natur zientziak, (56), 41-48.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2005041048CN.pdf","Aguirre, J. C., Llorente, A., & Fidalgo, E. (2005). Aportaciones a la flora vascular de Vizcaya y Cantabria. Munibe Ciencias Naturales. Natur zientziak, (56), 41-48.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2005041048CN.pdf",24
240,"de Castro, O., Innangi, M., Menale, B. 2020. Message in a bottle: the Mediterranean Sea currents acted as protagonists in shaping the distribution of the sea daffodil (Pancratium maritimum, Amaryllidaceae). Botanical Journal of the Linnean Society 20(2): 1-14. DOI: https://doi.org/10.1093/botlinnean/boaa037. https://academic.oup.com/botlinnean/article-abstract/194/2/207/5874290?redirectedFrom=fulltext","de Castro, O., Innangi, M., Menale, B. 2020. Message in a bottle: the Mediterranean Sea currents acted as protagonists in shaping the distribution of the sea daffodil (Pancratium maritimum, Amaryllidaceae). Botanical Journal of the Linnean Society 20(2): 1-14. DOI: https://doi.org/10.1093/botlinnean/boaa037. https://academic.oup.com/botlinnean/article-abstract/194/2/207/5874290?redirectedFrom=fulltext",24
254,"Esteve-Raventos, F., Pancorbo, F., Larsson, E., Turegano, Y., Moreno, G., & Altes, A. (2022). Inocybe vaurasii (Agaricales, Inocybaceae), a new species of the I. xanthomelas group and similar European species with asteriform spores. Phytotaxa, 566(2), 171-188.. https://doi.org/10.11646/phytotaxa.566.2.2","Esteve-Raventos, F., Pancorbo, F., Larsson, E., Turegano, Y., Moreno, G., & Altes, A. (2022). Inocybe vaurasii (Agaricales, Inocybaceae), a new species of the I. xanthomelas group and similar European species with asteriform spores. Phytotaxa, 566(2), 171-188.. https://doi.org/10.11646/phytotaxa.566.2.2",24
301,"Gómez-Murillo, P., Sánchez García, Á., Castro Prigent, P., Álvarez González, J.F., Arellano-Martín, I. 2020. Observaciones esporádicas de insectos polinizadores del género Narcissus L. (Asparagales, Amaryllidaceae) en España. Flora Montiberica 78: 74-76.. http://www.floramontiberica.org/FM/078/Flora_Montib_078_074-076_2020.pdf","Gómez-Murillo, P., Sánchez García, Á., Castro Prigent, P., Álvarez González, J.F., Arellano-Martín, I. 2020. Observaciones esporádicas de insectos polinizadores del género Narcissus L. (Asparagales, Amaryllidaceae) en España. Flora Montiberica 78: 74-76.. http://www.floramontiberica.org/FM/078/Flora_Montib_078_074-076_2020.pdf",24
382,"Mateo Sanz, G., Peris Figuerola, J.I. 2020. De Flora Valentina, XIX. Flora Montiberica 76: 147-151.. http://www.floramontiberica.org/FM/076/Flora_Montib_076_147-151_2020.pdf","Mateo Sanz, G., Peris Figuerola, J.I. 2020. De Flora Valentina, XIX. Flora Montiberica 76: 147-151.. http://www.floramontiberica.org/FM/076/Flora_Montib_076_147-151_2020.pdf",24
435,"Pladevall Izard, C., & Pérez-Haase, A.  (2021). Actualización de la checklist de la flora vascular de Andorra. Flora Montiberica, (80), 124-126.. http://www.floramontiberica.org/FM/Flora_Montiberica80.pdf","Pladevall Izard, C., & Pérez-Haase, A.  (2021). Actualización de la checklist de la flora vascular de Andorra. Flora Montiberica, (80), 124-126.. http://www.floramontiberica.org/FM/Flora_Montiberica80.pdf",24
162,"Agut Escrig, A., Patino Sánchez, S., Urrutia Uriarte, P., & Valencia Janices, J. (2023). Algunos aspectos comparativos entre Narcissus provincialis Pugsley y Narcissus minor L. subsp. exiguus (Salisb.) Agut & al. Flora Montibérica, 85. 138-143.","Agut Escrig, A., Patino Sánchez, S., Urrutia Uriarte, P., & Valencia Janices, J. (2023). Algunos aspectos comparativos entre Narcissus provincialis Pugsley y Narcissus minor L. subsp. exiguus (Salisb.) Agut & al. Flora Montibérica, 85. 138-143.",23
161,"Aguirre, J. C., Prieto, E. F., & Rodrigo, A. L. (2010). Aportaciones a la flora vascular de vizcaya, guipúzkoa y cantabria (III). Munibe Ciencias Naturales. Natur Zientziak, 58.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2010031038CN.pdf","Aguirre, J. C., Prieto, E. F., & Rodrigo, A. L. (2010). Aportaciones a la flora vascular de vizcaya, guipúzkoa y cantabria (III). Munibe Ciencias Naturales. Natur Zientziak, 58.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2010031038CN.pdf",22
243,"Denchev T.T., Martín M.P., Kemler M., Denchev C.M. 2021. Additions to the smut fungi of the Iberian Peninsula. Anales del Jardín Botánico de Madrid 78: e109. https://doi.org/10.3989/ajbm.2589","Denchev T.T., Martín M.P., Kemler M., Denchev C.M. 2021. Additions to the smut fungi of the Iberian Peninsula. Anales del Jardín Botánico de Madrid 78: e109. https://doi.org/10.3989/ajbm.2589",22
346,"López, M. L., & Ruiz, M. G. (2010). Sternbergia colchiciflora Waldst. & Kit (Amaryllidaceae), novedad florística para Navarra. Sternbergia colchiciflora, 73-78.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2010073078CN.pdf","López, M. L., & Ruiz, M. G. (2010). Sternbergia colchiciflora Waldst. & Kit (Amaryllidaceae), novedad florística para Navarra. Sternbergia colchiciflora, 73-78.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2010073078CN.pdf",22
371,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-19. http://www.floramontiberica.org/fm/Flora_Montiberica86.pdf.","Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-19. http://www.floramontiberica.org/fm/Flora_Montiberica86.pdf.",22
372,"Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13.","Mateo-Sanz, G., & Peris-Figuerola, J.I. (2023) De flora valentina, XXIV. Flora montibérica 85, 9-13.",22
328,"Jaramillo-Correa, J.P., Bagnoli, F., Grivet, D., Fady, B., Aravanopoulos, F.A., Vendramin, G.G., González-Martínez, S.C. 2020. Evolutionary rate and genetic load in an emblematic Mediterranean tree following an ancient and prolonged population collapse. Molecular ecology 29(24): 4797-4811.. https://onlinelibrary.wiley.com/doi/10.1111/mec.15684#support-information-section","Jaramillo-Correa, J.P., Bagnoli, F., Grivet, D., Fady, B., Aravanopoulos, F.A., Vendramin, G.G., González-Martínez, S.C. 2020. Evolutionary rate and genetic load in an emblematic Mediterranean tree following an ancient and prolonged population collapse. Molecular ecology 29(24): 4797-4811.. https://onlinelibrary.wiley.com/doi/10.1111/mec.15684#support-information-section",21
344,"López, M. L. (2009). Allium pyrenaicum Costa & Vayr.(Liliaceae) en el Valle del Roncal (Pirineo Occidental, Navarra). Propuesta para su protección legal. Munibe Ciencias Naturales. Natur zientziak, (57), 34-45.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2009035045CN.pdf","López, M. L. (2009). Allium pyrenaicum Costa & Vayr.(Liliaceae) en el Valle del Roncal (Pirineo Occidental, Navarra). Propuesta para su protección legal. Munibe Ciencias Naturales. Natur zientziak, (57), 34-45.. https://www.aranzadi.eus/fileadmin/docs/Munibe/2009035045CN.pdf",21
200,"Boratyńska, K., Jasińska, A. K., Sobierajska, K. I., Salvà Catarineu, M., Romo, A., & Boratyński, A. (2022). Morphology supports the geographic pattern of genetic differentiation of Pinus sylvestris (Pinaceae) in the Iberian Peninsula. Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 156(3), 826-834.. https://doi.org/10.1080/11263504.2021.1922532","Boratyńska, K., Jasińska, A. K., Sobierajska, K. I., Salvà Catarineu, M., Romo, A., & Boratyński, A. (2022). Morphology supports the geographic pattern of genetic differentiation of Pinus sylvestris (Pinaceae) in the Iberian Peninsula. Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 156(3), 826-834.. https://doi.org/10.1080/11263504.2021.1922532",20
202,"Cabeza, J. P. (2021). Algunas plantas interesantes para la flora de Aragón, VI. Flora Montiberica, (81), 111-114.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf","Cabeza, J. P. (2021). Algunas plantas interesantes para la flora de Aragón, VI. Flora Montiberica, (81), 111-114.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf",20
252,"Erben, M & Del Giacchio, E. (2021). Limonium divaricatum (Plumbaginaceae), the Arabian Phoenix of sea-lavenders. Phytotaxa, 516(2), 178-186.. https://doi.org/10.11646/phytotaxa.516.2.5","Erben, M & Del Giacchio, E. (2021). Limonium divaricatum (Plumbaginaceae), the Arabian Phoenix of sea-lavenders. Phytotaxa, 516(2), 178-186.. https://doi.org/10.11646/phytotaxa.516.2.5",20
282,"García-Cardo, O., Fabado-Alós, J. & Mateo-Sanz, G. (2023). Armeria montiberica sp. nov. (Pumbaginaceae), nuevo endemismo para el sistema ibérico meridional y aclaraciones acerca de Armeria trachyphylla Lange. Flora Montibérica, 86, 87-100","García-Cardo, O., Fabado-Alós, J. & Mateo-Sanz, G. (2023). Armeria montiberica sp. nov. (Pumbaginaceae), nuevo endemismo para el sistema ibérico meridional y aclaraciones acerca de Armeria trachyphylla Lange. Flora Montibérica, 86, 87-100",19
325,"Isabel-Rufo, J. M, Pavón-García, J., Capistrós-Bitrián, C., Rebolé, R., García, R., & Sardinero, S. (2023). Nuevos datos para la flora de Castilla-La Mancha. Flora Montibérica, 85. 83-86.","Isabel-Rufo, J. M, Pavón-García, J., Capistrós-Bitrián, C., Rebolé, R., García, R., & Sardinero, S. (2023). Nuevos datos para la flora de Castilla-La Mancha. Flora Montibérica, 85. 83-86.",19
462,"Romero Mohedano, R., Márquez García, F., García Alonso, D.& Vázquez Pardo, F.M.(2021). Quercus lusitanica. Folia Botanica Extremadurensis, 15, 137 - 140. http://cicytex.juntaex.es/es/descargas/publicaciones-periodicas/83/folia-botanica-extremadurensis","Romero Mohedano, R., Márquez García, F., García Alonso, D.& Vázquez Pardo, F.M.(2021). Quercus lusitanica. Folia Botanica Extremadurensis, 15, 137 - 140. http://cicytex.juntaex.es/es/descargas/publicaciones-periodicas/83/folia-botanica-extremadurensis",19
485,"Serra-Laliga, L., Fidel, L., García-Belleville, G., Hernández, J. C., Mir-Pegueroles, C., Marín, J., Navarro, A., Oltra, J. E., Ormad, J., & Torregrosa, R. (2023). Adiciones y correcciones a la orquidoflora valenciana, XI. Flora Montibérica, 27-34.","Serra-Laliga, L., Fidel, L., García-Belleville, G., Hernández, J. C., Mir-Pegueroles, C., Marín, J., Navarro, A., Oltra, J. E., Ormad, J., & Torregrosa, R. (2023). Adiciones y correcciones a la orquidoflora valenciana, XI. Flora Montibérica, 27-34.",19
191,"Benítez-Benítez C, Sanz-Arnal M, Urbani M, Jiménez-Mejías P, Martín-Bravo S. 2022. Dramatic impact of future climate change on the genetic diversity and distribution of ecologically relevant Western Mediterranean Carex (Cyperaceae) PeerJ 10:e13464. https://doi.org/10.7717/peerj.13464","Benítez-Benítez C, Sanz-Arnal M, Urbani M, Jiménez-Mejías P, Martín-Bravo S. 2022. Dramatic impact of future climate change on the genetic diversity and distribution of ecologically relevant Western Mediterranean Carex (Cyperaceae) PeerJ 10:e13464. https://doi.org/10.7717/peerj.13464",18
241,"De Juan-Pérez, A., Martínez-Azorín, M., Crespo, M. B., & Alonso-Vargas, M. Á. (2023). First report of natural hybridisation between members of Teucrium subsect. Simplicipilosa and subsect. Polium: Teucrium × murcigerum (Lamiaceae), a new hybrid from southeastern Iberian Peninsula. Phytotaxa, 584(1), 33-40.. https://doi.org/10.11646/phytotaxa.584.1.3","De Juan-Pérez, A., Martínez-Azorín, M., Crespo, M. B., & Alonso-Vargas, M. Á. (2023). First report of natural hybridisation between members of Teucrium subsect. Simplicipilosa and subsect. Polium: Teucrium × murcigerum (Lamiaceae), a new hybrid from southeastern Iberian Peninsula. Phytotaxa, 584(1), 33-40.. https://doi.org/10.11646/phytotaxa.584.1.3",18
279,"Gallego, P. P. F., Gimeno, R. R., Gómez, J., Moya, I., Lumbreras, E. L., & Gisbert, J. B. P. (2022). Notas sobre Narcissus dubius Gouan y N.× pujolii Font Quer (Amaryllidaceae). Flora Montiberica, (84), 26-37.. http://www.floramontiberica.org/FM/Flora_Montiberica84.pdf","Gallego, P. P. F., Gimeno, R. R., Gómez, J., Moya, I., Lumbreras, E. L., & Gisbert, J. B. P. (2022). Notas sobre Narcissus dubius Gouan y N.× pujolii Font Quer (Amaryllidaceae). Flora Montiberica, (84), 26-37.. http://www.floramontiberica.org/FM/Flora_Montiberica84.pdf",18
329,"Jiménez-Mejías, P., Calleja, J.A., Martín-Torrijos, L., Otero, A., Martín-Bravo, S. 2020. Citas y apuntes corológicos de interés en ciperáceas ibéricas. Acta Botanica Malacitana 45: 231-233. DOI:http://dx.doi.org/10.24310/abm.v45i0.10245. https://revistas.uma.es/index.php/abm/article/view/10245/11488","Jiménez-Mejías, P., Calleja, J.A., Martín-Torrijos, L., Otero, A., Martín-Bravo, S. 2020. Citas y apuntes corológicos de interés en ciperáceas ibéricas. Acta Botanica Malacitana 45: 231-233. DOI:http://dx.doi.org/10.24310/abm.v45i0.10245. https://revistas.uma.es/index.php/abm/article/view/10245/11488",18
457,"Rodríguez García, A., Alfaro-Saiz, E., Alonso, R., García González, M.E. (2014). Aportaciones a la flora de las zonas húmedas de la provincia de Palencia. Flora Montiberica, 56: 29-46.","Rodríguez García, A., Alfaro-Saiz, E., Alonso, R., García González, M.E. (2014). Aportaciones a la flora de las zonas húmedas de la provincia de Palencia. Flora Montiberica, 56: 29-46.",18
227,"Cera A, Montserrat-Martí G, Luzuriaga AL, Pueyo Y, Palacio S. 2022. When disturbances favour species adapted to stressful soils: grazing may benefit soil specialists in gypsum plant communities. PeerJ 10:e14222. https://doi.org/10.7717/peerj.14222","Cera A, Montserrat-Martí G, Luzuriaga AL, Pueyo Y, Palacio S. 2022. When disturbances favour species adapted to stressful soils: grazing may benefit soil specialists in gypsum plant communities. PeerJ 10:e14222. https://doi.org/10.7717/peerj.14222",16
228,"Cerrato, M. D., Cardona-Ametller, C., Mir-Rosselló, P. M., Ribas-Serra, A., Albertí-Roig, I., Cortés-Fernández, I., Lassnig, N., López-Vich, L. & Gil-Vives, L. (2023). Notas corológicas para la flora de Mallorca, III. Flora Montibérica, 86, 67-73.","Cerrato, M. D., Cardona-Ametller, C., Mir-Rosselló, P. M., Ribas-Serra, A., Albertí-Roig, I., Cortés-Fernández, I., Lassnig, N., López-Vich, L. & Gil-Vives, L. (2023). Notas corológicas para la flora de Mallorca, III. Flora Montibérica, 86, 67-73.",16
496,"Sousa F, Costa J, Ribeiro C, Varandas M, Pina-Martins F, Simões F, Matos J, Glushkova M, Miguel C, Veloso MM, Oliveira M, Pinto Ricardo C, Batista D, Paulo OS. 2022. Population structure in Quercus suber L. revealed by nuclear microsatellite markers. PeerJ 10:e13565. https://doi.org/10.7717/peerj.13565","Sousa F, Costa J, Ribeiro C, Varandas M, Pina-Martins F, Simões F, Matos J, Glushkova M, Miguel C, Veloso MM, Oliveira M, Pinto Ricardo C, Batista D, Paulo OS. 2022. Population structure in Quercus suber L. revealed by nuclear microsatellite markers. PeerJ 10:e13565. https://doi.org/10.7717/peerj.13565",16
178,"Araújo Díaz de Terán, J., López González, J., Izuzquiza Ibáñez de Aldecoa, Á., Sánchez Mata, D., Martínez Labarga, J.M. Aportaciones a la flora de la comunidad de Madrid (España). Acta Botanica Malacitana 45: 181-186. DOI: http://dx.doi.org/10.24310/abm.v45i0.7183. https://revistas.uma.es/index.php/abm/article/view/7183/11484","Araújo Díaz de Terán, J., López González, J., Izuzquiza Ibáñez de Aldecoa, Á., Sánchez Mata, D., Martínez Labarga, J.M. Aportaciones a la flora de la comunidad de Madrid (España). Acta Botanica Malacitana 45: 181-186. DOI: http://dx.doi.org/10.24310/abm.v45i0.7183. https://revistas.uma.es/index.php/abm/article/view/7183/11484",15
266,"Fos Martín, S. & M.A. Codoñer Santamans (2024). Nuevas aportaciones a la flora silvestre de Paiporta (Valencia). Flora Montiberica 89: 3-10.","Fos Martín, S. & M.A. Codoñer Santamans (2024). Nuevas aportaciones a la flora silvestre de Paiporta (Valencia). Flora Montiberica 89: 3-10.",15
349,"Luceño Garcés, M., S. Martín Bravo, R. Sánchez Villegas, J.A. Algarra, F. Casimiro Soriguer, N. Hidalgo Triana et al. (2024). Aportaciones al conocimiento de las Ciperáceas, con especial referencia a los táxones ibéricos. Flora Montiberica 89: 35-41.","Luceño Garcés, M., S. Martín Bravo, R. Sánchez Villegas, J.A. Algarra, F. Casimiro Soriguer, N. Hidalgo Triana et al. (2024). Aportaciones al conocimiento de las Ciperáceas, con especial referencia a los táxones ibéricos. Flora Montiberica 89: 35-41.",15
442,"Ramírez-Rodríguez, R., García Muñoz, J., Amich, F. 2020. Sobre la presencia del endemismo ibérico Delphinium bolosii en la provincia de Guadalajara. Flora Montiberica 78: 3-6. http://www.floramontiberica.org/FM/078/Flora_Montib_078_003-006_2020.pdf","Ramírez-Rodríguez, R., García Muñoz, J., Amich, F. 2020. Sobre la presencia del endemismo ibérico Delphinium bolosii en la provincia de Guadalajara. Flora Montiberica 78: 3-6. http://www.floramontiberica.org/FM/078/Flora_Montib_078_003-006_2020.pdf",15
232,"Crespo Villalba, M. B., Alonso Vargas, M. Ángeles, & Martínez Azorín, M. (2021). Datos sobre las comunidades ibéricas de Pinguiculion longifoliae F. Casas 1970 (Cl. Adiantetea capilli-veneris Br.-Bl. in Br.-Bl., Roussine & Nègre 1952). Acta Botanica Malacitana, 46, 13-20.. https://doi.org/10.24310/abm.v46i.10790","Crespo Villalba, M. B., Alonso Vargas, M. Ángeles, & Martínez Azorín, M. (2021). Datos sobre las comunidades ibéricas de Pinguiculion longifoliae F. Casas 1970 (Cl. Adiantetea capilli-veneris Br.-Bl. in Br.-Bl., Roussine & Nègre 1952). Acta Botanica Malacitana, 46, 13-20.. https://doi.org/10.24310/abm.v46i.10790",14
390,"Mateo, G., & Peris Figuerola, J. I. (2021). De Flora valentina, XXII. Flora Montiberica, (80), 36-39.. http://www.floramontiberica.org/FM/Flora_Montiberica80.pdf","Mateo, G., & Peris Figuerola, J. I. (2021). De Flora valentina, XXII. Flora Montiberica, (80), 36-39.. http://www.floramontiberica.org/FM/Flora_Montiberica80.pdf",14
415,"Pajarón, E., López, A., Castelo, J., Bernal, R., & Génova, M. (2024). Estado actual de los robles eurosiberianos en el Sistema Central oriental (España). Estudios Geográficos, 85(296), e156. https://doi.org/10.3989/estgeogr.2024162.162. https://doi.org/10.3989/estgeogr.2024162.162","Pajarón, E., López, A., Castelo, J., Bernal, R., & Génova, M. (2024). Estado actual de los robles eurosiberianos en el Sistema Central oriental (España). Estudios Geográficos, 85(296), e156. https://doi.org/10.3989/estgeogr.2024162.162. https://doi.org/10.3989/estgeogr.2024162.162",14
