"Taxon","UTM10x10","UTM1x1","Ref"
"Sorbus torminalis","30TWK87","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK88","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK89","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK96","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK97","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK98","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK78","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK79","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK77","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK99","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK63","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK68","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK53","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWK69","---","García Cardo et al., 2020"
"Sorbus torminalis","30TWL70","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30SWK82","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30SXK12","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30SXJ19","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TXK15","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TXK04","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK94","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK84","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK85","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK76","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK86","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK88","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK95","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK96","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK97","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK78","---","García Cardo et al., 2020"
"Spiranthes aestivalis","30TWK77","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWK02","---","García Cardo et al., 2020"
"Teucrium pumilum","30SVK92","---","García Cardo et al., 2020"
"Teucrium pumilum","30SVK82","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWK32","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWJ47","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWJ27","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWJ57","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWJ48","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWJ38","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWJ28","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWJ69","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWJ59","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWJ39","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWK60","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWK30","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWK20","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWK00","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWK31","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWK21","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWK11","---","García Cardo et al., 2020"
"Teucrium pumilum","30SVK91","---","García Cardo et al., 2020"
"Teucrium pumilum","30SWK01","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK57","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK27","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK03","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK23","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK26","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK04","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK13","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK24","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK25","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK44","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK45","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK46","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK47","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK35","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK36","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK65","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK37","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK33","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK34","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK54","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK67","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK64","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK66","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK55","---","García Cardo et al., 2020"
"Teucrium pumilum","30TWK56","---","García Cardo et al., 2020"
"Teucrium pumilum","30TVK94","---","García Cardo et al., 2020"
"Teucrium pumilum","30TVK83","---","García Cardo et al., 2020"
"Teucrium pumilum","30TVK93","---","García Cardo et al., 2020"
"Thymelaea subrepens","30SXK02","---","García Cardo et al., 2020"
"Thymelaea subrepens","30SXK12","---","García Cardo et al., 2020"
"Thymelaea subrepens","30SXK22","---","García Cardo et al., 2020"
"Thymelaea subrepens","30SWJ89","---","García Cardo et al., 2020"
"Thymelaea subrepens","30SXK10","---","García Cardo et al., 2020"
"Thymelaea subrepens","30SWK80","---","García Cardo et al., 2020"
"Thymelaea subrepens","30SXK21","---","García Cardo et al., 2020"
"Thymelaea subrepens","30SWK81","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK06","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK14","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK07","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK05","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK15","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK13","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK25","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK23","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK03","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK04","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TXK33","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK93","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK94","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK84","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK85","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK74","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK83","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK76","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK86","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK87","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK88","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK89","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK95","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK96","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK97","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK98","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK78","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK75","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK79","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK77","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK68","---","García Cardo et al., 2020"
"Thymelaea subrepens","30TWK53","---","García Cardo et al., 2020"
"Triglochin palustris","30TXK06","---","García Cardo et al., 2020"
"Triglochin palustris","30TXK14","---","García Cardo et al., 2020"
"Triglochin palustris","30TXK07","---","García Cardo et al., 2020"
"Triglochin palustris","30TXK05","---","García Cardo et al., 2020"
"Triglochin palustris","30TXK16","---","García Cardo et al., 2020"
"Triglochin palustris","30TXK15","---","García Cardo et al., 2020"
"Triglochin palustris","30TWK94","---","García Cardo et al., 2020"
"Triglochin palustris","30TWK85","---","García Cardo et al., 2020"
"Triglochin palustris","30TWK86","---","García Cardo et al., 2020"
"Triglochin palustris","30TWK87","---","García Cardo et al., 2020"
"Triglochin palustris","30TWK88","---","García Cardo et al., 2020"
"Triglochin palustris","30TWK96","---","García Cardo et al., 2020"
"Triglochin palustris","30TWK97","---","García Cardo et al., 2020"
"Triglochin palustris","30TWK98","---","García Cardo et al., 2020"
"Triglochin palustris","30TWK79","---","García Cardo et al., 2020"
"Trollius europaeus","30TXK06","---","García Cardo et al., 2020"
"Trollius europaeus","30TXK07","---","García Cardo et al., 2020"
"Trollius europaeus","30TXK05","---","García Cardo et al., 2020"
"Trollius europaeus","30TXK16","---","García Cardo et al., 2020"
"Trollius europaeus","30TXK15","---","García Cardo et al., 2020"
"Trollius europaeus","30TXK04","---","García Cardo et al., 2020"
"Trollius europaeus","30TWK85","---","García Cardo et al., 2020"
"Trollius europaeus","30TWK86","---","García Cardo et al., 2020"
"Trollius europaeus","30TWK87","---","García Cardo et al., 2020"
"Trollius europaeus","30TWK88","---","García Cardo et al., 2020"
"Trollius europaeus","30TWK89","---","García Cardo et al., 2020"
"Trollius europaeus","30TWK97","---","García Cardo et al., 2020"
"Trollius europaeus","30TWK98","---","García Cardo et al., 2020"
"Ulmus glabra","30SXK22","---","García Cardo et al., 2020"
"Ulmus glabra","30SXK30","---","García Cardo et al., 2020"
"Ulmus glabra","30SWK90","---","García Cardo et al., 2020"
"Ulmus glabra","30TXK06","---","García Cardo et al., 2020"
"Ulmus glabra","30TXK05","---","García Cardo et al., 2020"
"Ulmus glabra","30TXK24","---","García Cardo et al., 2020"
"Ulmus glabra","30TXK25","---","García Cardo et al., 2020"
"Ulmus glabra","30TXK23","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK94","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK85","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK74","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK83","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK86","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK87","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK88","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK89","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK95","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK96","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK97","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK98","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK78","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK75","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK79","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK77","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK99","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK68","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK67","---","García Cardo et al., 2020"
"Ulmus glabra","30TWK69","---","García Cardo et al., 2020"
"Ulmus glabra","30TWL70","---","García Cardo et al., 2020"
"Vaccinium myrtillus","30TXK05","---","García Cardo et al., 2020"
"Vaccinium myrtillus","30TXK04","---","García Cardo et al., 2020"
"Vaccinium myrtillus","30TWK89","---","García Cardo et al., 2020"
"Viburnum tinus","30SXK32","---","García Cardo et al., 2020"
"Viburnum tinus","30SXK52","---","García Cardo et al., 2020"
"Viburnum tinus","30SXJ26","---","García Cardo et al., 2020"
"Viburnum tinus","30SXJ27","---","García Cardo et al., 2020"
"Viburnum tinus","30SWJ77","---","García Cardo et al., 2020"
"Viburnum tinus","30SXK40","---","García Cardo et al., 2020"
"Viburnum tinus","30SXK30","---","García Cardo et al., 2020"
"Viburnum tinus","30SXJ19","---","García Cardo et al., 2020"
"Viburnum tinus","30SXK50","---","García Cardo et al., 2020"
"Viburnum tinus","30SXK51","---","García Cardo et al., 2020"
"Viburnum tinus","30SXK41","---","García Cardo et al., 2020"
"Viburnum tinus","30TWK58","---","García Cardo et al., 2020"
"Viburnum tinus","30TWK27","---","García Cardo et al., 2020"
"Viburnum tinus","30TWK17","---","García Cardo et al., 2020"
"Viburnum tinus","30TWK16","---","García Cardo et al., 2020"
"Viburnum tinus","30TWK68","---","García Cardo et al., 2020"
"Campanula latifolia","30TWK88","---","García Cardo et al., 2020"
"Euonymus latifolius","30TWK83","---","García Cardo et al., 2020"
"Euonymus latifolius","30TWK96","---","García Cardo et al., 2020"
"Euonymus latifolius","30TWK98","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TXK06","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TXK07","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TXK16","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TXK15","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TWK93","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TWK85","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TWK87","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TWK88","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TWK89","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TWK98","---","García Cardo et al., 2020"
"Euphorbia arvalis longistyla","30TWK79","---","García Cardo et al., 2020"
"Hohenackeria exscapa","30TXK06","---","García Cardo et al., 2020"
"Hohenackeria exscapa","30TXK05","---","García Cardo et al., 2020"
"Hohenackeria exscapa","30TWK96","---","García Cardo et al., 2020"
"Hohenackeria exscapa","30TWK98","---","García Cardo et al., 2020"
"Potentilla fruticosa","30TXK15","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30SXK12","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30SWJ15","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30SWJ26","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30SWJ16","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30SWJ27","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30SXJ29","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30SWK90","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30SWK21","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30TXK24","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30TXK23","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30TWK04","---","García Cardo et al., 2020"
"Puccinellia fasciculata","30TVK93","---","García Cardo et al., 2020"
"Rubus pauanus","30TXK05","---","García Cardo et al., 2020"
"Rubus pauanus","30TXK04","---","García Cardo et al., 2020"
"Rubus pauanus","30TWK95","---","García Cardo et al., 2020"
"Salsola soda","30SWJ15","---","García Cardo et al., 2020"
"Salsola soda","30SWJ16","---","García Cardo et al., 2020"
"Salsola soda","30SWK21","---","García Cardo et al., 2020"
"Sedum nevadense","30SWK82","---","García Cardo et al., 2020"
"Sedum nevadense","30SWK81","---","García Cardo et al., 2020"
"Sedum nevadense","30TXK06","---","García Cardo et al., 2020"
"Sedum nevadense","30TXK16","---","García Cardo et al., 2020"
"Sedum nevadense","30TXK15","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK93","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK94","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK84","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK85","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK74","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK83","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK86","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK88","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK89","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK95","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK96","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK97","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK98","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK78","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK75","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK79","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK77","---","García Cardo et al., 2020"
"Sedum nevadense","30TWK67","---","García Cardo et al., 2020"
"Allium guttatum sardoum","30SWJ58","---","García Cardo et al., 2020"
"Allium guttatum sardoum","30SWJ59","---","García Cardo et al., 2020"
"Anthyllis cytisoides","30SXJ27","---","García Cardo et al., 2020"
"Arabis serpillifolia","30TXK15","---","García Cardo et al., 2020"
"Asphodelus serotinus","30SXK40","---","García Cardo et al., 2020"
"Asphodelus serotinus","30TWK89","---","García Cardo et al., 2020"
"Asphodelus serotinus","30TWK79","---","García Cardo et al., 2020"
"Asphodelus serotinus","30TWK99","---","García Cardo et al., 2020"
"Astragalus austriacus","30TXK06","---","García Cardo et al., 2020"
"Astragalus austriacus","30TXK16","---","García Cardo et al., 2020"
"Astragalus austriacus","30TXK15","---","García Cardo et al., 2020"
"Astragalus austriacus","30TXK24","---","García Cardo et al., 2020"
"Campanula mollis","30TXK24","---","García Cardo et al., 2020"
"Cardamine impatiens impatiens","30TWK88","---","García Cardo et al., 2020"
"Carex depauperata","30TWK85","---","García Cardo et al., 2020"
"Carex depauperata","30TWK78","---","García Cardo et al., 2020"
"Carex pallescens","30TXK05","---","García Cardo et al., 2020"
"Carex pallescens","30TXK04","---","García Cardo et al., 2020"
"Carex pallescens","30TWK88","---","García Cardo et al., 2020"
"Carum carvi","30TXK07","---","García Cardo et al., 2020"
"Carum carvi","30TXK24","---","García Cardo et al., 2020"
"Carum carvi","30TWK88","---","García Cardo et al., 2020"
"Carum carvi","30TWK96","---","García Cardo et al., 2020"
"Carum carvi","30TWK97","---","García Cardo et al., 2020"
"Catabrosa aquatica","30TWK78","---","García Cardo et al., 2020"
"Centaurea alba aristifera","30TWK14","---","García Cardo et al., 2020"
"Centaurea alba aristifera","30TWK13","---","García Cardo et al., 2020"
"Centaurea alba aristifera","30TWK78","---","García Cardo et al., 2020"
"Centaurea argecillensis","30TWK85","---","García Cardo et al., 2020"
"Centaurea argecillensis","30TWK86","---","García Cardo et al., 2020"
"Centaurea argecillensis","30TWK96","---","García Cardo et al., 2020"
"Centaurea argecillensis","30TWK75","---","García Cardo et al., 2020"
"Centaurea argecillensis","30TWK65","---","García Cardo et al., 2020"
"Centaurea sulphurea","30SVK92","---","García Cardo et al., 2020"
"Chaerophyllum aureum","30TWK88","---","García Cardo et al., 2020"
"Cicendia filiformis","30TWK94","---","García Cardo et al., 2020"
"Cicendia filiformis","30TWK74","---","García Cardo et al., 2020"
"Cicendia filiformis","30TWK75","---","García Cardo et al., 2020"
"Cistus monspeliensis","30SWJ87","---","García Cardo et al., 2020"
"Cistus monspeliensis","30TWK25","---","García Cardo et al., 2020"
"Cistus monspeliensis","30TWK74","---","García Cardo et al., 2020"
"Cistus monspeliensis","30TWK75","---","García Cardo et al., 2020"
"Convolvulus humilis","30SWJ59","---","García Cardo et al., 2020"
"Convolvulus meonanthus","30SWJ59","---","García Cardo et al., 2020"
"Cruciata laevipes","30TXK07","---","García Cardo et al., 2020"
"Cruciata laevipes","30TWK87","---","García Cardo et al., 2020"
"Cruciata laevipes","30TWK88","---","García Cardo et al., 2020"
"Cruciata laevipes","30TWK77","---","García Cardo et al., 2020"
"Cullen americanum","30SWJ59","---","García Cardo et al., 2020"
"Cytisus fontanesii fontanesii","30SWJ46","---","García Cardo et al., 2020"
"Cytisus fontanesii fontanesii","30SWJ47","---","García Cardo et al., 2020"
"Dianthus broteri","30SXK12","---","García Cardo et al., 2020"
"Dianthus carthusianorum carthusianorum","30TWK89","---","García Cardo et al., 2020"
"Dianthus deltoides deltoides","30TXK16","---","García Cardo et al., 2020"
"Dianthus deltoides deltoides","30TXK15","---","García Cardo et al., 2020"
"Dianthus deltoides deltoides","30TWK89","---","García Cardo et al., 2020"
"Dianthus deltoides deltoides","30TWK96","---","García Cardo et al., 2020"
"Dianthus deltoides deltoides","30TWK98","---","García Cardo et al., 2020"
"Dianthus laricifolius laricifolius","30SXK30","---","García Cardo et al., 2020"
"Dianthus laricifolius laricifolius","30SWJ99","---","García Cardo et al., 2020"
"Dianthus laricifolius laricifolius","30TXK33","---","García Cardo et al., 2020"
"Dianthus laricifolius laricifolius","30TWK87","---","García Cardo et al., 2020"
"Elatine hexandra","30SXK21","---","García Cardo et al., 2020"
"Elatine macropoda","30SXJ05","---","García Cardo et al., 2020"
"Elatine macropoda","30SWJ95","---","García Cardo et al., 2020"
"Elatine macropoda","30SWJ85","---","García Cardo et al., 2020"
"Elatine macropoda","30SWJ96","---","García Cardo et al., 2020"
"Elatine macropoda","30SWJ86","---","García Cardo et al., 2020"
"Equisetum fluviatile","30TXK06","---","García Cardo et al., 2020"
"Equisetum fluviatile","30TXK07","---","García Cardo et al., 2020"
"Equisetum fluviatile","30TWK88","---","García Cardo et al., 2020"
"Equisetum fluviatile","30TWK98","---","García Cardo et al., 2020"
"Exaculum pusillum","30SXK21","---","García Cardo et al., 2020"
"Ferulago brachyloba","30SWK52","---","García Cardo et al., 2020"
"Ferulago brachyloba","30SWJ58","---","García Cardo et al., 2020"
"Fragaria viridis","30TWK89","---","García Cardo et al., 2020"
"Gagea wilczekii","30TWK85","---","García Cardo et al., 2020"
"Galium odoratum","30TXK05","---","García Cardo et al., 2020"
"Galium odoratum","30TXK15","---","García Cardo et al., 2020"
"Galium odoratum","30TXK04","---","García Cardo et al., 2020"
"Galium odoratum","30TWK88","---","García Cardo et al., 2020"
"Geranium bohemicum","30TXK05","---","García Cardo et al., 2020"
"Geranium bohemicum","30TXK04","---","García Cardo et al., 2020"
"Glinus lotoides","30SWJ68","---","García Cardo et al., 2020"
"Halimium ocymoides","30TWK74","---","García Cardo et al., 2020"
"Halimium ocymoides","30TWK75","---","García Cardo et al., 2020"
"Helianthemum marifolium molle","30TWK53","---","García Cardo et al., 2020"
"Helianthemum marifolium molle","30TWK54","---","García Cardo et al., 2020"
"Hypericum hirsutum","30TWK85","---","García Cardo et al., 2020"
"Hypericum hirsutum","30TWK78","---","García Cardo et al., 2020"
"Jasione foliosa","30SXJ27","---","García Cardo et al., 2020"
"Lathyrus linifolius","30SXK12","---","García Cardo et al., 2020"
"Lathyrus linifolius","30TXK05","---","García Cardo et al., 2020"
"Lathyrus linifolius","30TWK88","---","García Cardo et al., 2020"
"Lathyrus linifolius","30TWK89","---","García Cardo et al., 2020"
"Lathyrus pulcher","30SXK40","---","García Cardo et al., 2020"
"Lathyrus tuberosus","30TXK05","---","García Cardo et al., 2020"
"Lathyrus tuberosus","30TWK85","---","García Cardo et al., 2020"
"Lathyrus tuberosus","30TWK73","---","García Cardo et al., 2020"
"Lathyrus tuberosus","30TWK96","---","García Cardo et al., 2020"
"Lavandula angustifolia pyrenaica","30TXK14","---","García Cardo et al., 2020"
"Lavandula angustifolia pyrenaica","30TWK89","---","García Cardo et al., 2020"
"Lavandula angustifolia pyrenaica","30TWK79","---","García Cardo et al., 2020"
"Leucanthemum maestracense","30SXK40","---","García Cardo et al., 2020"
"Linaria elegans","30TWK87","---","García Cardo et al., 2020"
"Linaria elegans","30TWK88","---","García Cardo et al., 2020"
"Linaria elegans","30TWK78","---","García Cardo et al., 2020"
"Linaria elegans","30TWK79","---","García Cardo et al., 2020"
"Melampyrum pratense latifolium","30TXK06","---","García Cardo et al., 2020"
"Melampyrum pratense latifolium","30TXK05","---","García Cardo et al., 2020"
"Melampyrum pratense latifolium","30TXK04","---","García Cardo et al., 2020"
"Melampyrum pratense latifolium","30TWK95","---","García Cardo et al., 2020"
"Micromeria graeca graeca","30TWK13","---","García Cardo et al., 2020"
"Mollugo cerviana","30SXK12","---","García Cardo et al., 2020"
"Mollugo cerviana","30SXK50","---","García Cardo et al., 2020"
"Myosotis persoonii","30TWK88","---","García Cardo et al., 2020"
"Myosotis persoonii","30TWK96","---","García Cardo et al., 2020"
"Myosotis persoonii","30TWK98","---","García Cardo et al., 2020"
"Myosotis persoonii","30TWK78","---","García Cardo et al., 2020"
"Nepeta caerulea","30TWK88","---","García Cardo et al., 2020"
"Nepeta caerulea","30TWK89","---","García Cardo et al., 2020"
"Nepeta caerulea","30TWK98","---","García Cardo et al., 2020"
"Nepeta caerulea","30TWK99","---","García Cardo et al., 2020"
"Orchis collina","30SWJ17","---","García Cardo et al., 2020"
"Orchis militaris","30TWK85","---","García Cardo et al., 2020"
"Peucedanum hispanicum","30SXK42","---","García Cardo et al., 2020"
"Peucedanum hispanicum","30TXK14","---","García Cardo et al., 2020"
"Phelipanche lavandulaceoides","30SXK40","---","García Cardo et al., 2020"
"Phelipanche lavandulaceoides","30SXK10","---","García Cardo et al., 2020"
"Phelipanche lavandulaceoides","30TWK83","---","García Cardo et al., 2020"
"Plantago alpina","30TWK98","---","García Cardo et al., 2020"
"Polygala alpina","30TXK06","---","García Cardo et al., 2020"
"Polygala alpina","30TXK07","---","García Cardo et al., 2020"
"Polygala alpina","30TWK98","---","García Cardo et al., 2020"
"Potamogeton gramineus","30SXK50","---","García Cardo et al., 2020"
"Potamogeton gramineus","30TVK93","---","García Cardo et al., 2020"
"Potamogeton polygonifolius","30TWK88","---","García Cardo et al., 2020"
"Potamogeton polygonifolius","30TWK98","---","García Cardo et al., 2020"
"Potentilla sterilis","30TXK04","---","García Cardo et al., 2020"
"Potentilla sterilis","30TWK88","---","García Cardo et al., 2020"
"Pterocephalidium diandrum","30TWK74","---","García Cardo et al., 2020"
"Pterocephalidium diandrum","30TWK75","---","García Cardo et al., 2020"
"Pterocephalidium diandrum","30TWK63","---","García Cardo et al., 2020"
"Pulmonaria longifolia","30SXK12","---","García Cardo et al., 2020"
"Pulmonaria longifolia","30SXK22","---","García Cardo et al., 2020"
"Quercus orocantabrica","30TWK88","---","García Cardo et al., 2020"
"Ranunculus longipes","30TWK79","---","García Cardo et al., 2020"
"Rosa glauca","30TXK06","---","García Cardo et al., 2020"
"Rosa glauca","30TWK96","---","García Cardo et al., 2020"
"Rosa glauca","30TWK78","---","García Cardo et al., 2020"
"Rosa glauca","30TWK79","---","García Cardo et al., 2020"
"Salvia lavandulifolia vellerea","30SWK40","---","García Cardo et al., 2020"
"Salvia lavandulifolia vellerea","30SWK31","---","García Cardo et al., 2020"
"Scrophularia crithmifolia","30SXK42","---","García Cardo et al., 2020"
"Scrophularia crithmifolia","30TXK07","---","García Cardo et al., 2020"
"Scrophularia crithmifolia","30TXK05","---","García Cardo et al., 2020"
"Scrophularia crithmifolia","30TXK15","---","García Cardo et al., 2020"
"Sedum maireanum","30SXK12","---","García Cardo et al., 2020"
"Sedum maireanum","30TWK93","---","García Cardo et al., 2020"
"Sedum maireanum","30TWK85","---","García Cardo et al., 2020"
"Sedum maireanum","30TWK78","---","García Cardo et al., 2020"
"Sedum maireanum","30TWK79","---","García Cardo et al., 2020"
"Sedum mucizonia","30SXK40","---","García Cardo et al., 2020"
"Senecio nebrodensis","30SXK41","---","García Cardo et al., 2020"
"Sideritis spinulosa","30TXK05","---","García Cardo et al., 2020"
"Silene almolae","30TWK15","---","García Cardo et al., 2020"
"Silene almolae","30TWK85","---","García Cardo et al., 2020"
"Sorbus intermedia","30TXK06","---","García Cardo et al., 2020"
"Sorbus intermedia","30TWK85","---","García Cardo et al., 2020"
"Sorbus intermedia","30TWK89","---","García Cardo et al., 2020"
"Stellaria graminea","30TXK05","---","García Cardo et al., 2020"
