"Resultados de pesquisa Flora-On";"3503 taxa"
"Data de consulta:";"18/02/2025"
"Território:";"Portugal Continental"
"Citação:";". 2025. Todas as espécies existentes em Portugal Continental - elenco florístico. Flora-On: Flora de Portugal interactiva. Sociedade Portuguesa de Botânica.";"Recurso em http://www.flora-on.pt/#1todas.";"Acedido em 18/02/2025"
"Por favor cite o Flora-On sempre que usar os dados"
"Link para esta pesquisa:";"https://flora-on.pt/#1todas"

"Pesquisa realizada:";"Todas as espécies existentes em Portugal Continental"
"Colaboradores que forneceram dados:";""

"Taxa correspondentes à pesquisa"
"Família";"Taxon";"Grau de endemismo";"Naturalidade";"Anexos DL 49/2005";"Categoria IUCN de risco de extinção";"Tipo biológico";"Nº de quadrículas";"Observadores na área"
"Poaceae";"Molineriella laevis";"Autóctone";"";"";"";"Terófito";72;""
"Poaceae";"Molineriella minuta subsp. australis";"Autóctone";"";"";"";"Terófito";2;""
"Poaceae";"Molineriella minuta subsp. minuta";"Autóctone";"";"";"";"Terófito";2;""
"Poaceae";"Molineriella minuta";"";"";"";"";"Terófito";5;""
"Poaceae";"Molinia caerulea";"Autóctone";"";"";"";"Hemicriptófito";161;""
"Poaceae";"Narduroides salzmannii";"Autóctone";"";"";"";"Terófito";11;""
"Poaceae";"Nardus stricta";"Autóctone";"";"";"";"Hemicriptófito";47;""
"Poaceae";"Panicum capillare";"Introduzida";"Exótica";"";"";"Terófito";4;""
"Poaceae";"Panicum repens";"Autóctone";"";"";"";"Hemicriptófito";100;""
"Poaceae";"Parapholis filiformis";"Autóctone";"";"";"";"Terófito";9;""
"Poaceae";"Parapholis incurva";"Autóctone";"";"";"";"Terófito";29;""
"Poaceae";"Parapholis strigosa";"Autóctone";"";"";"";"Terófito";2;""
"Poaceae";"Paspalum dilatatum";"Introduzida";"Exótica";"";"";"Hemicriptófito";128;""
"Poaceae";"Paspalum distichum";"Introduzida";"Exótica";"";"";"Hemicriptófito";197;""
"Poaceae";"Paspalum urvillei";"Introduzida";"Exótica";"";"";"";24;""
"Poaceae";"Paspalum vaginatum";"Introduzida";"Exótica";"";"";"Hemicriptófito";16;""
"Poaceae";"Pennisetum villosum";"Introduzida";"Exótica";"";"";"Hemicriptófito";16;""
"Poaceae";"Periballia involucrata";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";30;""
"Poaceae";"Phalaris aquatica";"Autóctone";"";"";"";"Hemicriptófito";19;""
"Poaceae";"Phalaris arundinacea subsp. arundinacea";"Autóctone";"";"";"";"Helófito";55;""
"Poaceae";"Phalaris brachystachys";"Autóctone";"";"";"";"Terófito";12;""
"Poaceae";"Phalaris canariensis";"Autóctone";"";"";"";"Hemicriptófito";10;""
"Poaceae";"Phalaris coerulescens subsp. lusitanica";"Endémica";"Endémica de Portugal continental";"";"";"Hemicriptófito";2;""
"Poaceae";"Phalaris coerulescens subsp. coerulescens";"Autóctone";"";"";"";"Hemicriptófito";19;""
"Poaceae";"Phalaris coerulescens";"";"";"";"";"Hemicriptófito";69;""
"Poaceae";"Phalaris minor";"Autóctone";"";"";"";"Terófito";32;""
"Poaceae";"Phalaris paradoxa";"Autóctone";"";"";"";"Terófito";26;""
"Poaceae";"Phleum arenarium";"Autóctone";"";"";"EN";"Terófito";4;""
"Poaceae";"Phleum phleoides";"Autóctone";"";"";"EN";"Hemicriptófito";1;""
"Poaceae";"Phleum pratense subsp. bertolonii";"Autóctone";"";"";"";"Hemicriptófito";36;""
"Poaceae";"Phleum pratense subsp. pratense";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Poaceae";"Phleum pratense";"";"";"";"";"Hemicriptófito";44;""
"Poaceae";"Phragmites australis";"Autóctone";"";"";"";"Helófito,Hidrófito";191;""
"Poaceae";"Piptatherum coerulescens";"Autóctone";"";"";"";"Hemicriptófito";4;""
"Poaceae";"Piptatherum miliaceum subsp. thomasii";"Autóctone";"";"";"";"Hemicriptófito";12;""
"Poaceae";"Piptatherum miliaceum subsp. miliaceum";"Autóctone";"";"";"";"Hemicriptófito";152;""
"Poaceae";"Piptatherum miliaceum";"";"";"";"";"Hemicriptófito";251;""
"Poaceae";"Piptatherum paradoxum";"Autóctone";"";"";"";"Hemicriptófito";6;""
"Poaceae";"Poa angustifolia";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Poaceae";"Poa annua";"Autóctone";"";"";"";"Terófito,Hemicriptófito";247;""
"Poaceae";"Poa bulbosa";"Autóctone";"";"";"";"Hemicriptófito";233;""
"Poaceae";"Poa infirma";"Autóctone";"";"";"";"Terófito";47;""
"Poaceae";"Poa nemoralis";"Autóctone";"";"";"";"Hemicriptófito";6;""
"Poaceae";"Poa pratensis";"Autóctone";"";"";"";"Hemicriptófito";21;""
"Poaceae";"Poa supina";"Autóctone";"";"";"";"Hemicriptófito";2;""
"Poaceae";"Poa trivialis subsp. sylvicola";"Autóctone";"";"";"";"Hemicriptófito";3;""
"Poaceae";"Poa trivialis subsp. trivialis";"Autóctone";"";"";"";"Hemicriptófito";64;""
"Poaceae";"Poa trivialis";"";"";"";"";"Hemicriptófito";124;""
"Poaceae";"Polypogon maritimus";"Autóctone";"";"";"";"Terófito";79;""
"Poaceae";"Polypogon monspeliensis";"Autóctone";"";"";"";"Terófito";121;""
"Poaceae";"Polypogon viridis";"Autóctone";"";"";"";"Hemicriptófito";50;""
"Poaceae";"Pseudarrhenatherum longifolium";"Autóctone";"";"";"";"Hemicriptófito";84;""
"Poaceae";"Pseudarrhenatherum pallens";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"VU";"Hemicriptófito";13;""
"Poaceae";"Psilurus incurvus";"Autóctone";"";"";"";"Terófito";73;""
"Poaceae";"Puccinellia distans";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Poaceae";"Puccinellia foucaudii";"Autóctone";"";"";"";"Helófito,Hemicriptófito";0;""
"Poaceae";"Puccinellia iberica";"Autóctone";"";"";"";"Hemicriptófito";8;""
"Poaceae";"Puccinellia maritima";"Autóctone";"";"";"";"Helófito,Hemicriptófito";2;""
"Poaceae";"Puccinellia rupestris";"Autóctone";"";"";"";"Terófito,Hemicriptófito";0;""
"Poaceae";"Puccinellia stenophylla";"Autóctone";"";"";"";"Helófito,Hemicriptófito";0;""
"Poaceae";"Rostraria cristata";"Autóctone";"";"";"";"Terófito";89;""
"Poaceae";"Setaria adhaerens";"Introduzida";"Exótica";"";"";"Terófito";17;""
"Poaceae";"Setaria faberi";"Introduzida";"Exótica";"";"";"Terófito";12;""
"Poaceae";"Setaria italica";"Introduzida";"Exótica";"";"";"Terófito";0;""
"Poaceae";"Setaria parviflora";"Introduzida";"Exótica";"";"";"Hemicriptófito";50;""
"Poaceae";"Setaria pumila";"Autóctone";"";"";"";"Terófito";40;""
"Poaceae";"Setaria verticillata";"Autóctone";"";"";"";"Terófito";15;""
"Poaceae";"Setaria viridis";"Autóctone";"";"";"";"Terófito";10;""
"Poaceae";"Sorghum halepense";"Introduzida";"Exótica";"";"";"Hemicriptófito";22;""
"Poaceae";"Spartina densiflora";"Introduzida";"Exótica";"";"";"";16;""
"Poaceae";"Spartina maritima";"Autóctone";"";"";"";"Hemicriptófito";24;""
"Poaceae";"Spartina patens";"Introduzida";"Exótica";"";"";"Hemicriptófito";14;""
"Poaceae";"Sphenopus divaricatus";"Autóctone";"";"";"";"Terófito";4;""
"Poaceae";"Sporobolus pungens";"Autóctone";"";"";"";"Hemicriptófito";12;""
"Poaceae";"Stenotaphrum secundatum";"Introduzida";"Exótica";"";"";"Hemicriptófito";34;""
"Poaceae";"Stipa bromoides";"Autóctone";"";"";"";"Hemicriptófito";5;""
"Poaceae";"Stipa capensis";"Autóctone";"";"";"";"Terófito";99;""
"Poaceae";"Stipa gigantea";"Autóctone";"";"";"";"Hemicriptófito";223;""
"Poaceae";"Stipa lagascae";"Autóctone";"";"";"";"Hemicriptófito";5;""
"Poaceae";"Stipa neesiana";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Poaceae";"Stipa offneri";"Autóctone";"";"";"NT";"Hemicriptófito";3;""
"Poaceae";"Stipa tenacissima";"Autóctone";"";"";"";"Hemicriptófito";24;""
"Poaceae";"Taeniatherum caput-medusae";"Autóctone";"";"";"";"Terófito";146;""
"Poaceae";"Triplachne nitens";"Autóctone";"";"";"VU";"Terófito";2;""
"Poaceae";"Trisetaria dufourei";"Autóctone";"Endémica da Península Ibérica";"";"EN";"Terófito";4;""
"Poaceae";"Trisetaria flavescens subsp. flavescens";"Autóctone";"";"";"";"Hemicriptófito";9;""
"Poaceae";"Trisetaria hispida";"Autóctone";"Endémica da Península Ibérica";"";"NT";"Hemicriptófito";5;""
"Poaceae";"Trisetaria ovata";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";27;""
"Poaceae";"Trisetaria panicea";"Autóctone";"";"";"";"Terófito";24;""
"Poaceae";"Trisetaria scabriuscula";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";2;""
"Poaceae";"Ventenata dubia";"Autóctone";"";"";"EN";"Terófito";1;""
"Poaceae";"Vulpia alopecuros subsp. alopecuros";"Autóctone";"";"";"";"Terófito";44;""
"Poaceae";"Vulpia bromoides";"Autóctone";"";"";"";"Terófito";74;""
"Poaceae";"Vulpia ciliata subsp. ciliata";"Autóctone";"";"";"";"Terófito";106;""
"Poaceae";"Vulpia fasciculata";"Autóctone";"";"";"";"Terófito";0;""
"Poaceae";"Vulpia fontquerana";"Autóctone";"";"";"";"Terófito";0;""
"Poaceae";"Vulpia geniculata";"Autóctone";"";"";"";"Terófito";134;""
"Poaceae";"Vulpia membranacea";"Autóctone";"";"";"";"Terófito";13;""
"Poaceae";"Vulpia muralis";"Autóctone";"";"";"";"Terófito";147;""
"Poaceae";"Vulpia myuros";"Autóctone";"";"";"";"Terófito";145;""
"Poaceae";"Vulpia unilateralis";"Autóctone";"";"";"NT";"Terófito";4;""
"Poaceae";"Wangenheimia lima";"Autóctone";"";"";"RE";"Terófito";0;""
"Polygalaceae";"Polygala microphylla";"Autóctone";"";"";"LC";"Caméfito";71;""
"Polygalaceae";"Polygala monspeliaca";"Autóctone";"";"";"";"Terófito";92;""
"Polygalaceae";"Polygala serpyllifolia";"Autóctone";"";"";"";"Caméfito";37;""
"Polygalaceae";"Polygala vulgaris";"Autóctone";"";"";"";"Caméfito";190;""
"Polygonaceae";"Emex spinosa";"Autóctone";"";"";"";"Terófito";54;""
"Polygonaceae";"Fallopia convolvulus";"Autóctone";"";"";"";"Terófito";119;""
"Polygonaceae";"Muehlenbeckia complexa";"Introduzida";"Exótica";"";"";"";0;""
"Polygonaceae";"Muehlenbeckia sagittifolia";"Introduzida";"Exótica";"";"";"Fanerófito";6;""
"Polygonaceae";"Polygonum amphibium";"Autóctone";"";"";"NT";"Hidrófito,Geófito";27;""
"Polygonaceae";"Polygonum arenastrum";"Autóctone";"";"";"";"Terófito";42;""
"Polygonaceae";"Polygonum aviculare";"Autóctone";"";"";"";"Terófito";261;""
"Polygonaceae";"Polygonum bellardii";"Autóctone";"";"";"";"Caméfito";3;""
"Polygonaceae";"Polygonum bistorta subsp. bistorta";"Autóctone";"";"";"CR";"Geófito";1;""
"Polygonaceae";"Polygonum capitatum";"Introduzida";"Exótica";"";"";"Hemicriptófito";60;""
"Polygonaceae";"Polygonum equisetiforme";"Autóctone";"";"";"";"Caméfito";69;""
"Polygonaceae";"Polygonum hydropiper";"Autóctone";"";"";"";"Terófito,Helófito";149;""
"Polygonaceae";"Polygonum lapathifolium";"Autóctone";"";"";"";"Terófito";144;""
"Polygonaceae";"Polygonum maritimum";"Autóctone";"";"";"";"Caméfito";69;""
"Polygonaceae";"Polygonum minus";"Autóctone";"";"";"";"Terófito";0;""
"Polygonaceae";"Polygonum persicaria";"Autóctone";"";"";"";"Terófito";301;""
"Polygonaceae";"Polygonum salicifolium";"Autóctone";"";"";"";"Hemicriptófito";32;""
"Polygonaceae";"Reynoutria japonica";"Introduzida";"Exótica";"";"";"";18;""
"Polygonaceae";"Rumex acetosa subsp. acetosa";"Autóctone";"";"";"";"Hemicriptófito";214;""
"Polygonaceae";"Rumex acetosella subsp. angiocarpus";"Autóctone";"";"";"";"Hemicriptófito";359;""
"Polygonaceae";"Rumex bucephalophorus subsp. hispanicus";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";6;""
"Polygonaceae";"Rumex bucephalophorus subsp. gallicus";"Autóctone";"";"";"";"Terófito";109;""
"Polygonaceae";"Rumex bucephalophorus";"";"";"";"";"Terófito";478;""
"Polygonaceae";"Rumex conglomeratus";"Autóctone";"";"";"";"Hemicriptófito";235;""
"Polygonaceae";"Rumex crispus";"Autóctone";"";"";"";"Hemicriptófito";219;""
"Polygonaceae";"Rumex induratus";"Autóctone";"";"";"";"Hemicriptófito";350;""
"Polygonaceae";"Rumex intermedius";"Autóctone";"";"";"";"Caméfito";30;""
"Polygonaceae";"Rumex longifolius";"De espontaneidade incerta";"";"";"CR";"Hemicriptófito";1;""
"Polygonaceae";"Rumex obtusifolius";"Autóctone";"";"";"";"Hemicriptófito";118;""
"Polygonaceae";"Rumex palustris";"Autóctone";"";"";"";"Terófito,Helófito";12;""
"Polygonaceae";"Rumex papillaris";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";22;""
"Polygonaceae";"Rumex pulcher subsp. woodsii";"Autóctone";"";"";"";"Hemicriptófito";99;""
"Polygonaceae";"Rumex pulcher subsp. pulcher";"Autóctone";"";"";"";"Hemicriptófito";14;""
"Polygonaceae";"Rumex pulcher";"";"";"";"";"Hemicriptófito";279;""
"Polygonaceae";"Rumex roseus";"Autóctone";"";"";"";"Hemicriptófito";11;""
"Polygonaceae";"Rumex suffruticosus";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Caméfito";2;""
"Polygonaceae";"Rumex thyrsoides";"Autóctone";"";"";"";"Caméfito";9;""
"Polypodiaceae";"Polypodium cambricum subsp. cambricum";"Autóctone";"";"";"";"Geófito,Caméfito";280;""
"Polypodiaceae";"Polypodium interjectum";"Autóctone";"";"";"";"Geófito,Caméfito";146;""
"Polypodiaceae";"Polypodium vulgare";"Autóctone";"";"";"";"Geófito,Caméfito";90;""
"Pontederiaceae";"Eichhornia crassipes";"Introduzida";"Exótica";"";"";"Hidrófito";31;""
"Pontederiaceae";"Heteranthera reniformis";"Introduzida";"Exótica";"";"";"Hidrófito";12;""
"Portulacaceae";"Montia fontana subsp. amporitana";"Autóctone";"";"";"";"Terófito,Helófito,Hidrófito";16;""
"Portulacaceae";"Montia fontana subsp. chondrosperma";"Autóctone";"";"";"";"Terófito,Helófito";1;""
"Portulacaceae";"Montia fontana";"";"";"";"";"Terófito,Helófito,Hidrófito";163;""
"Portulacaceae";"Montia perfoliata";"Introduzida";"Exótica";"";"";"Terófito";12;""
"Portulacaceae";"Portulaca oleracea subsp. granulatostellulata";"Autóctone";"";"";"";"Terófito";2;""
"Portulacaceae";"Portulaca oleracea subsp. oleracea";"Autóctone";"";"";"";"Terófito";18;""
"Portulacaceae";"Portulaca oleracea";"";"";"";"";"Terófito";280;""
"Potamogetonaceae";"Althenia filiformis";"Autóctone";"";"";"";"";2;""
"Potamogetonaceae";"Althenia orientalis";"Autóctone";"";"";"";"";0;""
"Potamogetonaceae";"Groenlandia densa";"Autóctone";"";"";"VU";"Hidrófito";11;""
"Potamogetonaceae";"Potamogeton coloratus";"Autóctone";"";"";"EN";"Hidrófito";4;""
"Potamogetonaceae";"Potamogeton crispus";"Autóctone";"";"";"";"Hidrófito";47;""
"Potamogetonaceae";"Potamogeton gramineus";"Autóctone";"";"";"EN";"Hidrófito";6;""
"Potamogetonaceae";"Potamogeton lucens";"Autóctone";"";"";"EN";"Hidrófito";5;""
"Potamogetonaceae";"Potamogeton natans";"Autóctone";"";"";"";"Hidrófito";49;""
"Potamogetonaceae";"Potamogeton nodosus var. nodosus";"Autóctone";"";"";"";"Hidrófito";3;""
"Potamogetonaceae";"Potamogeton nodosus var. typicus";"Autóctone";"";"";"";"Hidrófito";0;""
"Potamogetonaceae";"Potamogeton nodosus";"";"";"";"";"Hidrófito";39;""
"Potamogetonaceae";"Potamogeton pectinatus";"Autóctone";"";"";"";"Hidrófito";44;""
"Potamogetonaceae";"Potamogeton perfoliatus";"Autóctone";"";"";"VU";"Hidrófito";8;""
"Potamogetonaceae";"Potamogeton polygonifolius";"Autóctone";"";"";"";"Hidrófito";69;""
"Potamogetonaceae";"Potamogeton pusillus";"Autóctone";"";"";"";"Hidrófito";32;""
"Potamogetonaceae";"Potamogeton schweinfurthii";"Autóctone";"";"";"VU";"Helófito";19;""
"Potamogetonaceae";"Potamogeton trichoides";"Autóctone";"";"";"NT";"Hidrófito";41;""
"Potamogetonaceae";"Zannichellia obtusifolia";"Autóctone";"";"";"";"Hidrófito";3;""
"Potamogetonaceae";"Zannichellia palustris";"Autóctone";"";"";"";"Hidrófito";12;""
"Potamogetonaceae";"Zannichellia peltata";"Autóctone";"";"";"";"Hidrófito";2;""
"Primulaceae";"Anagallis arvensis-(1) subsp. arvensis";"Autóctone";"";"";"";"Terófito";96;""
"Primulaceae";"Anagallis arvensis-(1) subsp. parviflora";"Autóctone";"";"";"";"Terófito";7;""
"Primulaceae";"Anagallis arvensis-(1)";"Autóctone";"";"";"";"Terófito";599;""
"Primulaceae";"Anagallis crassifolia";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Primulaceae";"Anagallis foemina";"Autóctone";"";"";"";"Terófito";13;""
"Primulaceae";"Anagallis monelli";"Autóctone";"";"";"";"Hemicriptófito,Caméfito";198;""
"Primulaceae";"Asterolinon linum-stellatum";"Autóctone";"";"";"";"Terófito";307;""
"Primulaceae";"Centunculus minimus";"Autóctone";"";"";"";"Terófito";1;""
"Primulaceae";"Glaux maritima";"Autóctone";"";"";"CR";"Hemicriptófito";1;""
"Primulaceae";"Lysimachia ephemerum";"Autóctone";"";"";"VU";"Geófito";9;""
"Primulaceae";"Lysimachia nemorum";"Autóctone";"";"";"";"Caméfito";11;""
"Primulaceae";"Lysimachia tenella";"Autóctone";"";"";"";"Hemicriptófito";172;""
"Primulaceae";"Lysimachia vulgaris";"Autóctone";"";"";"";"Helófito,Hemicriptófito";155;""
"Primulaceae";"Primula acaulis subsp. acaulis";"Autóctone";"";"";"";"Hemicriptófito";148;""
"Primulaceae";"Samolus valerandi";"Autóctone";"";"";"";"Hemicriptófito";129;""
"Proteaceae";"Hakea salicifolia";"Introduzida";"Exótica";"";"";"Fanerófito";24;""
"Proteaceae";"Hakea sericea";"Introduzida";"Exótica";"";"";"Fanerófito";78;""
"Pteridaceae";"Adiantum capillus-veneris";"Autóctone";"";"";"";"Hemicriptófito";111;""
"Pteridaceae";"Anogramma leptophylla";"Autóctone";"";"";"";"Terófito";448;""
"Pteridaceae";"Cheilanthes acrostica";"Autóctone";"";"";"";"Hemicriptófito";19;""
"Pteridaceae";"Cheilanthes guanchica";"Autóctone";"";"";"EN";"Hemicriptófito";4;""
"Pteridaceae";"Cheilanthes hispanica";"Autóctone";"";"";"";"Hemicriptófito";79;""
"Pteridaceae";"Cheilanthes maderensis";"Autóctone";"";"";"";"Hemicriptófito";40;""
"Pteridaceae";"Cheilanthes tinaei";"Autóctone";"";"";"";"Hemicriptófito";94;""
"Pteridaceae";"Cosentinia vellea subsp. vellea";"Autóctone";"";"";"";"Hemicriptófito";59;""
"Pteridaceae";"Cryptogramma crispa";"Autóctone";"";"";"VU";"Hemicriptófito";1;""
"Pteridaceae";"Notholaena marantae subsp. marantae";"Autóctone";"";"";"NT";"Hemicriptófito";6;""
"Pteridaceae";"Pteris incompleta";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Pteridaceae";"Pteris tremula";"Introduzida";"Exótica";"";"";"Hemicriptófito";3;""
"Pteridaceae";"Pteris vittata";"Inexistente";"Exótica";"";"";"Hemicriptófito";4;""
"Ranunculaceae";"Aconitum napellus subsp. lusitanicum";"Autóctone";"";"";"CR";"Geófito";3;""
"Ranunculaceae";"Adonis annua";"Autóctone";"";"";"VU";"Terófito";11;""
"Ranunculaceae";"Adonis microcarpa";"Autóctone";"";"";"VU";"Terófito";8;""
"Ranunculaceae";"Anemone coronaria";"Autóctone";"";"";"";"Geófito";4;""
"Ranunculaceae";"Anemone nemorosa";"Autóctone";"";"";"VU";"Geófito";3;""
"Ranunculaceae";"Anemone palmata";"Autóctone";"";"";"";"Geófito";187;""
"Ranunculaceae";"Anemone trifolia subsp. albida";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";68;""
"Ranunculaceae";"Aquilegia vulgaris subsp. hispanica";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";0;""
"Ranunculaceae";"Aquilegia vulgaris subsp. dichroa";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";119;""
"Ranunculaceae";"Aquilegia vulgaris";"";"";"";"";"Hemicriptófito";181;""
"Ranunculaceae";"Aquilegia vulgaris subsp. vulgaris";"Autóctone";"";"";"";"Hemicriptófito";3;""
"Ranunculaceae";"Caltha palustris";"Autóctone";"";"";"";"Helófito";32;""
"Ranunculaceae";"Clematis campaniflora";"Autóctone";"Endémica da Península Ibérica";"";"";"Fanerófito";96;""
"Ranunculaceae";"Clematis cirrhosa";"Autóctone";"";"";"NT";"Fanerófito";12;""
"Ranunculaceae";"Clematis flammula";"Autóctone";"";"";"";"Fanerófito";40;""
"Ranunculaceae";"Clematis vitalba";"Autóctone";"";"";"";"Fanerófito";38;""
"Ranunculaceae";"Delphinium fissum subsp. sordidum";"Autóctone";"Endémica da Península Ibérica";"";"VU";"";1;""
"Ranunculaceae";"Delphinium gracile";"Autóctone";"";"";"";"Terófito";61;""
"Ranunculaceae";"Delphinium halteratum subsp. halteratum";"Autóctone";"";"";"";"Terófito";2;""
"Ranunculaceae";"Delphinium halteratum subsp. verdunense";"Autóctone";"";"";"";"Terófito";18;""
"Ranunculaceae";"Delphinium halteratum";"";"";"";"";"Terófito";55;""
"Ranunculaceae";"Delphinium nanum";"Autóctone";"";"";"";"Terófito";5;""
"Ranunculaceae";"Delphinium pentagynum";"Autóctone";"";"";"";"Geófito";96;""
"Ranunculaceae";"Delphinium staphisagria";"Autóctone";"";"";"";"Hemicriptófito,Terófito";18;""
"Ranunculaceae";"Helleborus foetidus";"Autóctone";"";"";"";"Caméfito";58;""
"Ranunculaceae";"Nigella damascena";"Autóctone";"";"";"";"Terófito";137;""
"Ranunculaceae";"Nigella gallica";"Autóctone";"";"";"";"Terófito";2;""
"Ranunculaceae";"Nigella papillosa subsp. papillosa";"Autóctone";"Endémica da Península Ibérica";"";"EN";"Terófito";5;""
"Ranunculaceae";"Nigella papillosa subsp. atlantica";"Autóctone";"";"";"";"Terófito";1;""
"Ranunculaceae";"Nigella papillosa";"";"";"";"EN";"Terófito";8;""
"Ranunculaceae";"Ranunculus abnormis";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Hemicriptófito";6;""
"Ranunculaceae";"Ranunculus arvensis";"Autóctone";"";"";"";"Terófito";44;""
"Ranunculaceae";"Ranunculus baudotii";"Autóctone";"";"";"";"Hidrófito";16;""
"Ranunculaceae";"Ranunculus bulbosus subsp. aleae";"Autóctone";"";"";"";"Geófito";103;""
"Ranunculaceae";"Ranunculus bulbosus subsp. bulbosus";"Autóctone";"";"";"";"Geófito";2;""
"Ranunculaceae";"Ranunculus bulbosus";"";"";"";"";"Geófito";211;""
"Ranunculaceae";"Ranunculus bullatus";"Autóctone";"";"";"";"Geófito";111;""
"Ranunculaceae";"Ranunculus bupleuroides";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";62;""
"Ranunculaceae";"Ranunculus ficaria subsp. ficaria";"Autóctone";"";"";"";"Geófito";253;""
"Ranunculaceae";"Ranunculus flammula";"Autóctone";"";"";"";"Helófito";89;""
"Ranunculaceae";"Ranunculus gramineus";"Autóctone";"";"";"";"Hemicriptófito";28;""
"Ranunculaceae";"Ranunculus gregarius";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";31;""
"Ranunculaceae";"Ranunculus hederaceus";"Autóctone";"";"";"";"Hidrófito";13;""
"Ranunculaceae";"Ranunculus henriquesii";"Endémica";"Endémica de Portugal continental";"";"VU";"Geófito";21;""
"Ranunculaceae";"Ranunculus longipes";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";20;""
"Ranunculaceae";"Ranunculus macrophyllus";"Autóctone";"";"";"VU";"Helófito,Geófito";9;""
"Ranunculaceae";"Ranunculus muricatus";"Autóctone";"";"";"";"Terófito";158;""
"Ranunculaceae";"Ranunculus nigrescens";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";56;""
"Ranunculaceae";"Ranunculus nodiflorus";"Autóctone";"";"";"";"Terófito";7;""
"Ranunculaceae";"Ranunculus ollissiponensis subsp. ollissiponensis";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";187;""
"Ranunculaceae";"Ranunculus ololeucos";"Autóctone";"";"";"";"Terófito,Hidrófito";15;""
"Ranunculaceae";"Ranunculus omiophyllus";"Autóctone";"";"";"";"Hidrófito,Helófito";80;""
"Ranunculaceae";"Ranunculus ophioglossifolius";"Autóctone";"";"";"";"Terófito,Helófito";59;""
"Ranunculaceae";"Ranunculus paludosus";"Autóctone";"";"";"";"Geófito";137;""
"Ranunculaceae";"Ranunculus parviflorus";"Autóctone";"";"";"";"Terófito";37;""
"Ranunculaceae";"Ranunculus peltatus";"Autóctone";"";"";"";"Hidrófito";98;""
"Ranunculaceae";"Ranunculus penicillatus";"Autóctone";"";"";"";"Hidrófito";4;""
"Ranunculaceae";"Ranunculus pseudofluitans";"Autóctone";"";"";"";"Hidrófito";9;""
"Ranunculaceae";"Ranunculus repens";"Autóctone";"";"";"";"Hemicriptófito";244;""
"Ranunculaceae";"Ranunculus saniculifolius";"Autóctone";"";"";"";"Hidrófito";24;""
"Ranunculaceae";"Ranunculus sceleratus";"Autóctone";"";"";"";"Terófito";19;""
"Ranunculaceae";"Ranunculus trichophyllus subsp. eradicatus";"Autóctone";"";"";"";"Hidrófito";0;""
"Ranunculaceae";"Ranunculus trichophyllus subsp. trichophyllus";"Autóctone";"";"";"";"Hidrófito";1;""
"Ranunculaceae";"Ranunculus trichophyllus";"";"";"";"";"Hidrófito";2;""
"Ranunculaceae";"Ranunculus trilobus";"Autóctone";"";"";"";"Terófito";145;""
"Ranunculaceae";"Ranunculus tripartitus";"Autóctone";"";"";"";"Hemicriptófito,Terófito";34;""
"Ranunculaceae";"Thalictrum minus subsp. matritense";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";0;""
"Ranunculaceae";"Thalictrum minus subsp. minus";"Autóctone";"";"";"";"Hemicriptófito";1;""
"Ranunculaceae";"Thalictrum minus";"";"";"";"";"Hemicriptófito";1;""
"Ranunculaceae";"Thalictrum speciosissimum";"Autóctone";"";"";"";"Hemicriptófito";172;""
"Resedaceae";"Reseda alba subsp. alba";"Autóctone";"";"";"CR";"Terófito,Hemicriptófito";1;""
"Resedaceae";"Reseda barrelieri var. barrelieri";"Autóctone";"Endémica da Península Ibérica";"";"EN";"Hemicriptófito";2;""
"Resedaceae";"Reseda gredensis";"Autóctone";"Endémica da Península Ibérica";"";"EN";"Caméfito";1;""
"Resedaceae";"Reseda lutea subsp. lutea";"Autóctone";"";"";"";"Terófito,Hemicriptófito";43;""
"Resedaceae";"Reseda luteola";"Autóctone";"";"";"";"Terófito";238;""
"Resedaceae";"Reseda media";"Autóctone";"";"";"";"Terófito";231;""
"Resedaceae";"Reseda phyteuma";"Autóctone";"";"";"";"Terófito";10;""
"Resedaceae";"Reseda virgata";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";18;""
