"Resultados de pesquisa Flora-On";"3503 taxa"
"Data de consulta:";"18/02/2025"
"Território:";"Portugal Continental"
"Citação:";". 2025. Todas as espécies existentes em Portugal Continental - elenco florístico. Flora-On: Flora de Portugal interactiva. Sociedade Portuguesa de Botânica.";"Recurso em http://www.flora-on.pt/#1todas.";"Acedido em 18/02/2025"
"Por favor cite o Flora-On sempre que usar os dados"
"Link para esta pesquisa:";"https://flora-on.pt/#1todas"

"Pesquisa realizada:";"Todas as espécies existentes em Portugal Continental"
"Colaboradores que forneceram dados:";""

"Taxa correspondentes à pesquisa"
"Família";"Taxon";"Grau de endemismo";"Naturalidade";"Anexos DL 49/2005";"Categoria IUCN de risco de extinção";"Tipo biológico";"Nº de quadrículas";"Observadores na área"
"Boraginaceae";"Echium parviflorum";"Introduzida";"";"";"";"";0;""
"Boraginaceae";"Echium plantagineum";"Autóctone";"";"";"";"Hemicriptófito";492;""
"Boraginaceae";"Echium rosulatum subsp. davaei";"Endémica";"Endémica de Portugal continental";"";"NT";"Hemicriptófito";1;""
"Boraginaceae";"Echium rosulatum subsp. rosulatum";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";105;""
"Boraginaceae";"Echium rosulatum";"";"";"";"";"Hemicriptófito";206;""
"Boraginaceae";"Echium salmanticum";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";3;""
"Boraginaceae";"Echium tuberculatum";"Autóctone";"";"";"";"Hemicriptófito";82;""
"Boraginaceae";"Echium vulgare subsp. vulgare";"Autóctone";"";"";"";"Hemicriptófito";8;""
"Boraginaceae";"Echium vulgare subsp. pustulatum";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Boraginaceae";"Echium vulgare";"";"";"";"";"Hemicriptófito";33;""
"Boraginaceae";"Heliotropium curassavicum";"Introduzida";"Exótica";"";"";"Hemicriptófito";2;""
"Boraginaceae";"Heliotropium europaeum";"Autóctone";"";"";"";"Terófito";248;""
"Boraginaceae";"Heliotropium supinum";"Autóctone";"";"";"";"Terófito";69;""
"Boraginaceae";"Lithodora prostrata subsp. lusitanica";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";149;""
"Boraginaceae";"Lithodora prostrata subsp. prostrata";"Autóctone";"";"";"";"Caméfito";203;""
"Boraginaceae";"Lithodora prostrata";"";"";"";"";"Caméfito";633;""
"Boraginaceae";"Lithospermum officinale";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Boraginaceae";"Myosotis arvensis subsp. arvensis";"Autóctone";"";"";"";"Hemicriptófito";12;""
"Boraginaceae";"Myosotis balbisiana";"Autóctone";"";"";"";"Terófito";4;""
"Boraginaceae";"Myosotis debilis";"Autóctone";"";"";"";"Terófito";81;""
"Boraginaceae";"Myosotis discolor subsp. discolor";"Autóctone";"";"";"";"Terófito";17;""
"Boraginaceae";"Myosotis discolor subsp. dubia";"Autóctone";"";"";"";"Terófito";21;""
"Boraginaceae";"Myosotis discolor";"";"";"";"";"Terófito";175;""
"Boraginaceae";"Myosotis laxa subsp. caespitosa";"Autóctone";"";"";"";"Terófito";28;""
"Boraginaceae";"Myosotis persoonii";"Autóctone";"";"";"";"Terófito";16;""
"Boraginaceae";"Myosotis ramosissima subsp. globularis";"Autóctone";"";"";"";"Terófito";10;""
"Boraginaceae";"Myosotis ramosissima subsp. ramosissima";"Autóctone";"";"";"";"Terófito";6;""
"Boraginaceae";"Myosotis ramosissima";"";"";"";"";"Terófito";67;""
"Boraginaceae";"Myosotis retusifolia";"Endémica";"Endémica de Portugal continental";"";"VU";"";5;""
"Boraginaceae";"Myosotis secunda";"Autóctone";"";"";"";"Hemicriptófito,Helófito";56;""
"Boraginaceae";"Myosotis stolonifera";"Autóctone";"Endémica da Península Ibérica";"";"";"Helófito";23;""
"Boraginaceae";"Myosotis stricta";"Autóctone";"";"";"";"Terófito";0;""
"Boraginaceae";"Myosotis welwitschii-(1)";"Autóctone";"";"";"";"";15;""
"Boraginaceae";"Neatostema apulum";"Autóctone";"";"";"";"Terófito";93;""
"Boraginaceae";"Nonea micrantha";"Autóctone";"";"";"";"";0;""
"Boraginaceae";"Nonea vesicaria";"Autóctone";"";"";"";"Terófito,Hemicriptófito";65;""
"Boraginaceae";"Omphalodes kuzinskyanae";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"CR";"Terófito";4;""
"Boraginaceae";"Omphalodes linifolia";"Autóctone";"";"";"";"Terófito";70;""
"Boraginaceae";"Omphalodes nitida";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";198;""
"Boraginaceae";"Onosma tricerosperma subsp. tricerosperma";"Autóctone";"Endémica da Península Ibérica";"";"CR";"Hemicriptófito";1;""
"Boraginaceae";"Pentaglottis sempervirens";"Autóctone";"";"";"";"Hemicriptófito";126;""
"Boraginaceae";"Pulmonaria longifolia";"Autóctone";"";"";"";"Hemicriptófito";5;""
"Boraginaceae";"Symphytum officinale";"Autóctone";"";"";"";"";2;""
"Boraginaceae";"Symphytum tuberosum";"Autóctone";"";"";"";"Geófito";2;""
"Brassicaceae";"Alliaria petiolata";"Autóctone";"";"";"";"Hemicriptófito";69;""
"Brassicaceae";"Alyssum alyssoides";"Autóctone";"";"";"";"Terófito";0;""
"Brassicaceae";"Alyssum granatense";"Autóctone";"";"";"";"Terófito";34;""
"Brassicaceae";"Alyssum minutum";"Autóctone";"";"";"";"Terófito";5;""
"Brassicaceae";"Alyssum serpyllifolium subsp. lusitanicum";"Autóctone";"";"Anexo V";"LC";"Caméfito";13;""
"Brassicaceae";"Alyssum simplex";"Autóctone";"";"";"";"Terófito";68;""
"Brassicaceae";"Arabidopsis thaliana var. thaliana";"Autóctone";"";"";"";"Terófito";148;""
"Brassicaceae";"Arabis beirana";"Endémica";"Endémica de Portugal continental";"";"EN";"Hemicriptófito";4;""
"Brassicaceae";"Arabis glabra";"Autóctone";"";"";"";"Hemicriptófito";10;""
"Brassicaceae";"Arabis juressi";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";15;""
"Brassicaceae";"Arabis planisiliqua";"Autóctone";"";"";"";"Hemicriptófito";41;""
"Brassicaceae";"Arabis sadina";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"LC";"Hemicriptófito";23;""
"Brassicaceae";"Arabis stenocarpa";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";17;""
"Brassicaceae";"Arabis verna";"Autóctone";"";"";"VU";"Terófito";5;""
"Brassicaceae";"Barbarea intermedia";"Autóctone";"";"";"";"Hemicriptófito";18;""
"Brassicaceae";"Barbarea verna";"Autóctone";"";"";"";"Hemicriptófito";6;""
"Brassicaceae";"Barbarea vulgaris";"Autóctone";"";"";"";"Hemicriptófito";27;""
"Brassicaceae";"Biscutella auriculata";"Autóctone";"";"";"";"Terófito";27;""
"Brassicaceae";"Biscutella baetica";"Autóctone";"";"";"";"Terófito";1;""
"Brassicaceae";"Biscutella sempervirens subsp. vicentina";"Autóctone";"Endémica da Península Ibérica";"Anexo II,Anexo IV";"NT";"Hemicriptófito";9;""
"Brassicaceae";"Biscutella valentina subsp. valentina";"Autóctone";"";"";"";"Hemicriptófito";68;""
"Brassicaceae";"Brassica barrelieri";"Autóctone";"";"";"";"Terófito";234;""
"Brassicaceae";"Brassica napus";"Introduzida";"Exótica";"";"";"Terófito";1;""
"Brassicaceae";"Brassica nigra";"Autóctone";"";"";"";"Terófito";7;""
"Brassicaceae";"Brassica oleracea";"Introduzida";"Exótica";"";"";"Hemicriptófito";22;""
"Brassicaceae";"Brassica oxyrrhina";"Autóctone";"";"";"";"Terófito";39;""
"Brassicaceae";"Brassica tournefortii";"Autóctone";"";"";"";"Terófito";5;""
"Brassicaceae";"Bunias erucago";"Autóctone";"";"";"";"Terófito";75;""
"Brassicaceae";"Cakile maritima subsp. maritima";"Autóctone";"";"";"";"Terófito";24;""
"Brassicaceae";"Cakile maritima subsp. integrifolia";"Autóctone";"";"";"";"Terófito";12;""
"Brassicaceae";"Cakile maritima";"";"";"";"";"Terófito";116;""
"Brassicaceae";"Calepina irregularis";"Autóctone";"";"";"";"Terófito";31;""
"Brassicaceae";"Camelina microcarpa";"Autóctone";"";"";"";"Terófito";1;""
"Brassicaceae";"Capsella bursa-pastoris";"Autóctone";"";"";"";"Terófito";392;""
"Brassicaceae";"Cardamine castellana";"Autóctone";"Endémica da Península Ibérica";"";"EN";"";1;""
"Brassicaceae";"Cardamine flexuosa";"Autóctone";"";"";"";"Hemicriptófito";53;""
"Brassicaceae";"Cardamine hirsuta";"Autóctone";"";"";"";"Terófito";393;""
"Brassicaceae";"Cardamine parviflora";"Autóctone";"";"";"";"Terófito";7;""
"Brassicaceae";"Cardamine pratensis subsp. pratensis";"Autóctone";"";"";"";"Hemicriptófito";41;""
"Brassicaceae";"Cardaria draba subsp. draba";"Autóctone";"";"";"";"Geófito";17;""
"Brassicaceae";"Carrichtera annua";"Autóctone";"";"";"CR";"Terófito";1;""
"Brassicaceae";"Cochlearia danica";"Autóctone";"";"";"LC";"Terófito";8;""
"Brassicaceae";"Cochlearia glastifolia";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";2;""
"Brassicaceae";"Coincya cintrana";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"NT";"Hemicriptófito";7;""
"Brassicaceae";"Coincya johnstonii";"Endémica";"Endémica de Portugal continental";"";"EN";"Hemicriptófito,Terófito";4;""
"Brassicaceae";"Coincya monensis subsp. puberula";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito,Hemicriptófito";16;""
"Brassicaceae";"Coincya monensis subsp. cheiranthos";"Autóctone";"";"";"";"Terófito,Hemicriptófito";102;""
"Brassicaceae";"Coincya monensis";"";"";"";"";"Terófito,Hemicriptófito";177;""
"Brassicaceae";"Coincya monensis subsp. orophila";"Autóctone";"";"";"";"Terófito,Hemicriptófito";6;""
"Brassicaceae";"Coincya transtagana";"Autóctone";"Endémica da Península Ibérica";"";"NT";"Terófito";15;""
"Brassicaceae";"Coronopus didymus";"Introduzida";"Exótica";"";"";"Terófito";42;""
"Brassicaceae";"Coronopus squamatus";"Autóctone";"";"";"";"Terófito";15;""
"Brassicaceae";"Crambe hispanica";"Autóctone";"";"";"";"Terófito";51;""
"Brassicaceae";"Descurainia sophia";"Autóctone";"";"";"";"Terófito";0;""
"Brassicaceae";"Diplotaxis catholica";"Autóctone";"";"";"";"Terófito";152;""
"Brassicaceae";"Diplotaxis erucoides subsp. erucoides";"Autóctone";"";"";"";"Terófito";1;""
"Brassicaceae";"Diplotaxis ilorcitana";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";0;""
"Brassicaceae";"Diplotaxis muralis subsp. muralis";"Autóctone";"";"";"";"Terófito,Hemicriptófito";5;""
"Brassicaceae";"Diplotaxis siifolia subsp. vicentina";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"VU";"Terófito";8;""
"Brassicaceae";"Diplotaxis siifolia subsp. siifolia";"Autóctone";"";"";"";"Terófito";1;""
"Brassicaceae";"Diplotaxis siifolia";"";"";"";"";"Terófito";9;""
"Brassicaceae";"Diplotaxis tenuifolia";"Autóctone";"";"";"";"Hemicriptófito";5;""
"Brassicaceae";"Diplotaxis viminea var. integrifolia";"Autóctone";"";"";"";"Terófito";0;""
"Brassicaceae";"Diplotaxis viminea var. viminea";"Autóctone";"";"";"";"Terófito";0;""
"Brassicaceae";"Diplotaxis viminea";"";"";"";"";"Terófito";2;""
"Brassicaceae";"Diplotaxis virgata subsp. virgata";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";11;""
"Brassicaceae";"Draba muralis";"Autóctone";"";"";"";"Terófito";60;""
"Brassicaceae";"Erophila verna";"Autóctone";"";"";"";"Terófito";63;""
"Brassicaceae";"Eruca vesicaria";"Autóctone";"";"";"";"Terófito";15;""
"Brassicaceae";"Erucastrum nasturtiifolium subsp. nasturtiifolium";"Autóctone";"";"";"";"Hemicriptófito,Caméfito";4;""
"Brassicaceae";"Erysimum lagascae";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Hemicriptófito";8;""
"Brassicaceae";"Erysimum linifolium";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";78;""
"Brassicaceae";"Erysimum merxmuelleri";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";5;""
"Brassicaceae";"Hesperis laciniata";"Autóctone";"";"";"NT";"Hemicriptófito";14;""
"Brassicaceae";"Hirschfeldia incana";"Autóctone";"";"";"";"Terófito,Hemicriptófito";168;""
"Brassicaceae";"Hornungia petraea subsp. petraea";"Autóctone";"";"";"";"Terófito";31;""
"Brassicaceae";"Hymenolobus procumbens subsp. procumbens";"Autóctone";"";"";"VU";"Terófito";7;""
"Brassicaceae";"Iberis ciliata subsp. welwitschii";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";22;""
"Brassicaceae";"Iberis ciliata subsp. contracta";"Autóctone";"";"";"";"Hemicriptófito";16;""
"Brassicaceae";"Iberis ciliata";"";"";"";"";"Hemicriptófito";64;""
"Brassicaceae";"Iberis pectinata";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";7;""
"Brassicaceae";"Iberis procumbens subsp. microcarpa";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"LC";"Caméfito";27;""
"Brassicaceae";"Iberis procumbens subsp. procumbens";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";38;""
"Brassicaceae";"Iberis procumbens";"";"";"";"";"Caméfito";90;""
"Brassicaceae";"Isatis platyloba";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Terófito";5;""
"Brassicaceae";"Isatis tinctoria";"Autóctone";"";"";"";"Hemicriptófito";1;""
"Brassicaceae";"Jonopsidium abulense";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";16;""
"Brassicaceae";"Jonopsidium acaule";"Endémica";"Endémica de Portugal continental";"Prioritária,Anexo IV";"LC";"Terófito";45;""
"Brassicaceae";"Lepidium campestre";"Autóctone";"";"";"";"Terófito";0;""
"Brassicaceae";"Lepidium graminifolium";"Autóctone";"";"";"";"Hemicriptófito";1;""
"Brassicaceae";"Lepidium heterophyllum";"Autóctone";"";"";"";"Hemicriptófito";152;""
"Brassicaceae";"Lepidium latifolium";"Autóctone";"";"";"";"Geófito";14;""
"Brassicaceae";"Lepidium ruderale";"Autóctone";"";"";"";"Terófito";3;""
"Brassicaceae";"Lepidium sativum";"Autóctone";"";"";"";"Terófito";1;""
"Brassicaceae";"Lepidium virginicum";"Introduzida";"";"";"";"Terófito";14;""
"Brassicaceae";"Lobularia libyca";"Autóctone";"";"";"";"Terófito";1;""
"Brassicaceae";"Lobularia maritima subsp. maritima";"Autóctone";"";"";"";"Caméfito";78;""
"Brassicaceae";"Lunaria annua";"Introduzida";"Exótica";"";"";"Hemicriptófito";27;""
"Brassicaceae";"Lunaria rediviva";"Autóctone";"";"";"DD";"Hemicriptófito";0;""
"Brassicaceae";"Malcolmia littorea";"Autóctone";"";"";"";"Caméfito";71;""
"Brassicaceae";"Malcolmia ramosissima";"Autóctone";"";"";"";"Terófito";15;""
"Brassicaceae";"Malcolmia triloba subsp. gracilima";"Endémica";"Endémica de Portugal continental";"Anexo V";"LC";"Terófito,Hemicriptófito";18;""
"Brassicaceae";"Malcolmia triloba subsp. triloba";"Autóctone";"";"";"";"Terófito,Hemicriptófito";1;""
"Brassicaceae";"Malcolmia triloba";"";"";"";"";"Terófito,Hemicriptófito";52;""
"Brassicaceae";"Malcolmia triloba subsp. patula";"Autóctone";"";"";"";"Terófito,Hemicriptófito";7;""
"Brassicaceae";"Matthiola fruticulosa subsp. fruticulosa";"Autóctone";"";"";"";"Caméfito";10;""
"Brassicaceae";"Matthiola incana subsp. incana";"Introduzida";"Exótica";"";"";"";2;""
"Brassicaceae";"Matthiola parviflora";"Autóctone";"";"";"";"Terófito";1;""
"Brassicaceae";"Matthiola sinuata";"Autóctone";"";"";"";"Hemicriptófito";10;""
"Brassicaceae";"Moricandia arvensis";"Autóctone";"";"";"";"Terófito,Hemicriptófito";3;""
"Brassicaceae";"Murbeckiella boryi";"Autóctone";"";"Anexo V";"NT";"Caméfito";7;""
"Brassicaceae";"Murbeckiella sousae";"Endémica";"Endémica de Portugal continental";"Anexo IV";"LC";"Caméfito";19;""
"Brassicaceae";"Neslia paniculata subsp. thracica";"Autóctone";"";"";"";"Terófito";1;""
"Brassicaceae";"Pritzelago alpina subsp. auerswaldii";"Autóctone";"";"";"EN";"Hemicriptófito";2;""
"Brassicaceae";"Raphanus raphanistrum subsp. raphanistrum";"Autóctone";"";"";"";"Terófito";468;""
"Brassicaceae";"Rapistrum rugosum subsp. linnaeanum";"Autóctone";"";"";"";"Terófito";47;""
"Brassicaceae";"Rapistrum rugosum subsp. rugosum";"Autóctone";"";"";"";"Terófito";23;""
"Brassicaceae";"Rapistrum rugosum";"";"";"";"";"Terófito";192;""
"Brassicaceae";"Rorippa amphibia";"Autóctone";"";"";"";"Hemicriptófito";10;""
"Brassicaceae";"Rorippa nasturtium-aquaticum";"Autóctone";"";"";"";"Hidrófito,Helófito";219;""
"Brassicaceae";"Rorippa palustris";"Autóctone";"";"";"";"Terófito,Hemicriptófito";13;""
"Brassicaceae";"Rorippa pyrenaica";"Autóctone";"";"";"";"Hemicriptófito";25;""
"Brassicaceae";"Rorippa sylvestris subsp. sylvestris";"Autóctone";"";"";"";"Hemicriptófito";36;""
"Brassicaceae";"Sinapis alba subsp. mairei";"Autóctone";"";"";"";"Terófito";119;""
"Brassicaceae";"Sinapis arvensis";"Autóctone";"";"";"";"Terófito";25;""
"Brassicaceae";"Sisymbrella aspera subsp. aspera";"Autóctone";"";"";"";"Hemicriptófito";48;""
"Brassicaceae";"Sisymbrium austriacum subsp. chrysanthum";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Brassicaceae";"Sisymbrium austriacum subsp. contortum";"Autóctone";"";"";"";"Terófito,Hemicriptófito";6;""
"Brassicaceae";"Sisymbrium austriacum";"";"";"";"";"Hemicriptófito,Terófito";7;""
"Brassicaceae";"Sisymbrium crassifolium";"Autóctone";"";"";"";"Terófito,Hemicriptófito";0;""
"Brassicaceae";"Sisymbrium irio";"Autóctone";"";"";"";"Terófito";4;""
"Brassicaceae";"Sisymbrium officinale";"Autóctone";"";"";"";"Terófito";200;""
"Brassicaceae";"Sisymbrium orientale";"Autóctone";"";"";"";"Terófito";6;""
"Brassicaceae";"Sisymbrium runcinatum";"Autóctone";"";"";"";"Terófito";1;""
"Brassicaceae";"Succowia balearica";"Autóctone";"";"";"CR";"Terófito";1;""
"Brassicaceae";"Teesdalia coronopifolia";"Autóctone";"";"";"";"Terófito";162;""
"Brassicaceae";"Teesdalia nudicaulis";"Autóctone";"";"";"";"Terófito";262;""
"Brassicaceae";"Teesdaliopsis conferta";"Autóctone";"Endémica da Península Ibérica";"";"NT";"Caméfito";3;""
"Brassicaceae";"Thlaspi perfoliatum";"Autóctone";"";"";"";"Terófito";51;""
"Butomaceae";"Butomus umbellatus";"Autóctone";"";"";"EN";"Hidrófito,Helófito";3;""
"Buxaceae";"Buxus sempervirens";"Autóctone";"";"";"EN";"Fanerófito";27;""
"Cactaceae";"Opuntia dillenii";"Introduzida";"Exótica";"";"";"Fanerófito";11;""
"Cactaceae";"Opuntia elata";"Introduzida";"Exótica";"";"";"Fanerófito";7;""
"Cactaceae";"Opuntia maxima";"Introduzida";"Exótica";"";"";"Fanerófito";59;""
"Cactaceae";"Opuntia stricta";"Introduzida";"Exótica";"";"";"Fanerófito";9;""
"Campanulaceae";"Campanula alata";"Autóctone";"";"";"VU";"Hemicriptófito";23;""
"Campanulaceae";"Campanula erinus";"Autóctone";"";"";"";"Terófito";280;""
"Campanulaceae";"Campanula herminii";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Hemicriptófito";2;""
"Campanulaceae";"Campanula lusitanica subsp. lusitanica";"Autóctone";"";"";"";"Terófito";423;""
"Campanulaceae";"Campanula rapunculus";"Autóctone";"";"";"";"Hemicriptófito";365;""
"Campanulaceae";"Jasione crispa subsp. crispa";"Autóctone";"Endémica da Península Ibérica";"";"NT";"Hemicriptófito";3;""
"Campanulaceae";"Jasione laevis subsp. gredensis";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";1;""
"Campanulaceae";"Jasione maritima var. sabularia";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"NT";"Hemicriptófito";14;""
"Campanulaceae";"Jasione montana var. bracteosa";"Autóctone";"";"";"";"Terófito";15;""
"Campanulaceae";"Jasione montana var. gracilis";"Autóctone";"";"";"";"Terófito,Hemicriptófito";6;""
"Campanulaceae";"Jasione montana";"Inexistente";"";"";"";"Terófito,Hemicriptófito";683;""
"Campanulaceae";"Jasione montana var. latifolia";"Autóctone";"";"";"";"Terófito,Hemicriptófito";0;""
"Campanulaceae";"Jasione montana var. montana";"Autóctone";"";"";"";"Terófito,Hemicriptófito";158;""
"Campanulaceae";"Jasione sessiliflora";"Autóctone";"Endémica da Península Ibérica";"";"LC";"Hemicriptófito";40;""
"Campanulaceae";"Legousia hybrida";"Autóctone";"";"";"";"Terófito";26;""
"Campanulaceae";"Legousia scabra";"Autóctone";"";"";"";"Terófito";20;""
"Campanulaceae";"Lobelia urens";"Autóctone";"";"";"";"Hemicriptófito";123;""
"Campanulaceae";"Solenopsis laurentia";"Autóctone";"";"";"";"Terófito";96;""
"Campanulaceae";"Trachelium caeruleum subsp. caeruleum";"Autóctone";"";"";"";"Caméfito";31;""
"Campanulaceae";"Wahlenbergia hederacea";"Autóctone";"";"";"";"Caméfito";166;""
"Cannabaceae";"Humulus lupulus";"Autóctone";"";"";"";"Geófito";133;""
"Capparaceae";"Capparis spinosa subsp. spinosa";"Autóctone";"";"";"";"Caméfito";0;""
"Caprifoliaceae";"Lonicera etrusca";"Autóctone";"";"";"";"Fanerófito";121;""
"Caprifoliaceae";"Lonicera implexa var. implexa";"Autóctone";"";"";"";"Fanerófito";7;""
"Caprifoliaceae";"Lonicera implexa var. valentina";"Autóctone";"";"";"";"Fanerófito";0;""
"Caprifoliaceae";"Lonicera implexa";"";"";"";"";"Fanerófito";161;""
"Caprifoliaceae";"Lonicera japonica";"Introduzida";"Exótica";"";"";"Fanerófito";10;""
"Caprifoliaceae";"Lonicera periclymenum subsp. hispanica";"Autóctone";"";"";"";"Fanerófito";260;""
"Caprifoliaceae";"Lonicera periclymenum subsp. periclymenum";"Autóctone";"";"";"";"Fanerófito";137;""
"Caprifoliaceae";"Lonicera periclymenum";"";"";"";"";"Fanerófito";621;""
"Caprifoliaceae";"Sambucus ebulus";"Autóctone";"";"";"";"Hemicriptófito";41;""
"Caprifoliaceae";"Sambucus nigra";"Autóctone";"";"";"";"Fanerófito";326;""
"Caprifoliaceae";"Viburnum lantana";"Autóctone";"";"";"CR";"Fanerófito";2;""
"Caprifoliaceae";"Viburnum opulus";"Autóctone";"";"";"VU";"Fanerófito";8;""
"Caprifoliaceae";"Viburnum tinus";"Autóctone";"";"";"";"Fanerófito";207;""
"Caryophyllaceae";"Agrostemma githago";"Introduzida";"Exótica";"";"";"Terófito";75;""
"Caryophyllaceae";"Arenaria algarbiensis";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";10;""
"Caryophyllaceae";"Arenaria conimbricensis subsp. conimbricensis";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";33;""
"Caryophyllaceae";"Arenaria emarginata subsp. emarginata";"Autóctone";"";"";"";"Terófito";11;""
"Caryophyllaceae";"Arenaria grandiflora";"Autóctone";"";"";"";"Caméfito";1;""
"Caryophyllaceae";"Arenaria leptoclados";"Autóctone";"";"";"";"Terófito";51;""
"Caryophyllaceae";"Arenaria montana subsp. montana";"Autóctone";"";"";"";"Caméfito";288;""
"Caryophyllaceae";"Arenaria querioides subsp. fontqueri";"Endémica";"Endémica de Portugal continental";"";"LC";"Caméfito";9;""
"Caryophyllaceae";"Arenaria querioides subsp. querioides";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";20;""
"Caryophyllaceae";"Arenaria querioides";"";"";"";"";"Caméfito";43;""
"Caryophyllaceae";"Arenaria serpyllifolia";"Autóctone";"";"";"";"Terófito";14;""
"Caryophyllaceae";"Bufonia macropetala subsp. willkommiana";"Autóctone";"";"";"VU";"Caméfito";23;""
"Caryophyllaceae";"Cerastium brachypetalum subsp. brachypetalum";"Autóctone";"";"";"";"Terófito";49;""
"Caryophyllaceae";"Cerastium diffusum subsp. diffusum";"Autóctone";"";"";"";"Terófito";37;""
"Caryophyllaceae";"Cerastium fontanum subsp. vulgare";"Autóctone";"";"";"";"Hemicriptófito";135;""
"Caryophyllaceae";"Cerastium glomeratum";"Autóctone";"";"";"";"Terófito";480;""
"Caryophyllaceae";"Cerastium pumilum";"Autóctone";"";"";"";"";0;""
"Caryophyllaceae";"Cerastium ramosissimum";"Autóctone";"";"";"";"Terófito";14;""
"Caryophyllaceae";"Cerastium semidecandrum";"Autóctone";"";"";"";"Terófito";10;""
"Caryophyllaceae";"Chaetonychia cymosa";"Autóctone";"";"";"";"Terófito";115;""
"Caryophyllaceae";"Corrigiola litoralis subsp. litoralis";"Autóctone";"";"";"";"Terófito,Hemicriptófito";54;""
"Caryophyllaceae";"Corrigiola litoralis subsp. perez-larae";"Autóctone";"";"";"";"Hemicriptófito";8;""
"Caryophyllaceae";"Corrigiola litoralis";"";"";"";"";"Terófito,Hemicriptófito";336;""
"Caryophyllaceae";"Corrigiola telephiifolia var. annua";"Autóctone";"";"";"";"Terófito";1;""
"Caryophyllaceae";"Corrigiola telephiifolia var. imbricata";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Caryophyllaceae";"Corrigiola telephiifolia";"";"";"";"";"Terófito,Hemicriptófito";163;""
"Caryophyllaceae";"Corrigiola telephiifolia var. telephiifolia";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Caryophyllaceae";"Cucubalus baccifer";"Autóctone";"";"";"";"Hemicriptófito";50;""
"Caryophyllaceae";"Dianthus armeria subsp. armeria";"Autóctone";"";"";"LC";"Terófito,Hemicriptófito";8;""
"Caryophyllaceae";"Dianthus broteri";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";58;""
"Caryophyllaceae";"Dianthus cintranus subsp. barbatus";"Endémica";"Endémica de Portugal continental";"";"VU";"Caméfito";12;""
"Caryophyllaceae";"Dianthus cintranus subsp. cintranus";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"EN";"Caméfito";5;""
"Caryophyllaceae";"Dianthus cintranus";"";"";"";"";"Caméfito";21;""
"Caryophyllaceae";"Dianthus crassipes";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";18;""
"Caryophyllaceae";"Dianthus hyssopifolius subsp. hyssopifolius";"Autóctone";"";"";"NT";"Caméfito";9;""
"Caryophyllaceae";"Dianthus langeanus";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";28;""
"Caryophyllaceae";"Dianthus laricifolius subsp. marizii";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"LC";"Caméfito";16;""
"Caryophyllaceae";"Dianthus laricifolius subsp. caespitosifolius";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Caméfito";5;""
"Caryophyllaceae";"Dianthus laricifolius";"";"";"";"";"Caméfito";82;""
"Caryophyllaceae";"Dianthus laricifolius subsp. laricifolius";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";44;""
"Caryophyllaceae";"Dianthus lusitanus";"Autóctone";"";"";"";"Caméfito";190;""
