"Taxon","UTM.cell"
"Centaurea_cordubensis","30SUJ92"
"Centaurea_cordubensis","30SUJ95"
"Centaurea_cordubensis","30SUJ96"
"Centaurea_cordubensis","30SVH07"
"Centaurea_cordubensis","30SVH08"
"Centaurea_cordubensis","30SVH12"
"Centaurea_cordubensis","30SVH18"
"Centaurea_cordubensis","30SVH25"
"Centaurea_cordubensis","30SVH27"
"Centaurea_cordubensis","30SVH28"
"Centaurea_cordubensis","30SVH37"
"Centaurea_cordubensis","30SVH46"
"Centaurea_cordubensis","30SVH56"
"Centaurea_cordubensis","30SVH57"
"Centaurea_carratracensis","30SUF37"
"Centaurea_carratracensis","30SUF38"
"Centaurea_carratracensis","30SUF47"
"Centaurea_carratracensis","30SUF48"
"Dianthus_langeanus","29TNE73"
"Dianthus_langeanus","29TNF72"
"Dianthus_langeanus","29TNF73"
"Dianthus_langeanus","29TNF96"
"Dianthus_langeanus","29TNF97"
"Dianthus_langeanus","29TNG09"
"Dianthus_langeanus","29TNG17"
"Dianthus_langeanus","29TNG28"
"Dianthus_langeanus","29TNG63"
"Dianthus_langeanus","29TNG64"
"Dianthus_langeanus","29TNG73"
"Dianthus_langeanus","29TNG74"
"Dianthus_langeanus","29TNG75"
"Dianthus_langeanus","29TNG76"
"Dianthus_langeanus","29TNG77"
"Dianthus_langeanus","29TNG83"
"Dianthus_langeanus","29TNH34"
"Dianthus_langeanus","29TNH43"
"Dianthus_langeanus","29TNH91"
"Dianthus_langeanus","29TPG18"
"Dianthus_langeanus","29TPG36"
"Dianthus_langeanus","29TPG37"
"Dianthus_langeanus","29TPG39"
"Dianthus_langeanus","29TPG46"
"Dianthus_langeanus","29TPG47"
"Dianthus_langeanus","29TPG56"
"Dianthus_langeanus","29TPG57"
"Dianthus_langeanus","29TPG58"
"Dianthus_langeanus","29TPG66"
"Dianthus_langeanus","29TPG72"
"Dianthus_langeanus","29TPG74"
"Dianthus_langeanus","29TPG76"
"Dianthus_langeanus","29TPG84"
"Dianthus_langeanus","29TPG87"
"Dianthus_langeanus","29TPG88"
"Dianthus_langeanus","29TPH32"
"Dianthus_langeanus","29TPH33"
