"Taxon","UTM.cell"
"Crataegus monogyna","30TXN57"
"Crataegus monogyna","30TXN67"
"Crataegus monogyna","30TXN76"
"Crataegus monogyna","30TXN77"
"Crataegus monogyna","30TXN86"
"Crataegus monogyna","30TXP00"
"Crataegus monogyna","30TXP21"
"Crataegus monogyna","30TXP70"
"Crataegus monogyna","30TYM94"
"Crataegus monogyna","30TYN36"
"Crataegus monogyna","30TYN37"
"Crataegus monogyna","30TYN38"
"Crataegus monogyna","30TYN47"
"Crataegus monogyna","30TYP41"
"Crataegus monogyna","30UUU83"
"Crataegus monogyna","30UXV40"
"Crataegus monogyna","30UXV41"
"Crataegus monogyna","30UXV50"
"Crataegus monogyna","30UXV52"
"Crataegus monogyna","30UXV59"
"Crataegus monogyna","30UXV61"
"Crataegus monogyna","30UXV62"
"Crataegus monogyna","30UXV71"
"Crataegus monogyna","30UXV72"
"Crataegus monogyna","30UXV82"
"Crataegus monogyna","30UYU18"
"Crataegus monogyna","31TBG07"
"Crataegus monogyna","31TBH68"
"Crataegus monogyna","31TBH69"
"Crataegus monogyna","31TBH79"
"Crataegus monogyna","31TBH84"
"Crataegus monogyna","31TBH85"
"Crataegus monogyna","31TBH86"
"Crataegus monogyna","31TBH87"
"Crataegus monogyna","31TBH89"
"Crataegus monogyna","31TBH98"
"Crataegus monogyna","31TBJ41"
"Crataegus monogyna","31TBJ50"
"Crataegus monogyna","31TBJ60"
"Crataegus monogyna","31TBJ61"
"Crataegus monogyna","31TCH06"
"Crataegus monogyna","31TCH16"
"Crataegus monogyna","31TCH25"
"Crataegus monogyna","31TCH39"
"Crataegus monogyna","31TCH44"
"Crataegus monogyna","31TCH73"
"Crataegus monogyna","31TCM65"
"Crataegus monogyna","31TDG69"
"Crataegus monogyna","31TDH71"
"Crepis albida","30TXN57"
"Crepis albida","30TXN96"
"Crepis albida","30TYN15"
"Crepis biennis","29SQC39"
"Crepis biennis","29SQD10"
"Crepis biennis","29SQD40"
"Crepis biennis","30STJ62"
"Crepis biennis","30SUJ61"
"Crepis biennis","30SUJ62"
"Crepis biennis","30SUJ72"
"Crepis biennis","30SUJ81"
"Crepis biennis","30TXP00"
"Crepis biennis","30TXP10"
"Crepis biennis","30TXP21"
"Crepis biennis","30TXP30"
"Crepis biennis","30TXP70"
"Crepis capillaris","30TXN48"
"Crepis capillaris","30TXP00"
"Crepis capillaris","30TXP11"
"Crepis capillaris","30TXP21"
"Crepis capillaris","30TXP41"
"Crepis foetida foetida","30TXP21"
"Crepis lampsanoides","30TXN48"
"Crepis lampsanoides","30TXN67"
"Crepis lampsanoides","30TXN76"
"Crepis lampsanoides","30TXN96"
"Crepis lampsanoides","30TXN97"
"Crepis lampsanoides","30TXP30"
"Crepis nicaeensis","29TPG96"
"Crepis nicaeensis","30TWL95"
"Crepis nicaeensis","30TXL18"
"Crepis oporinoides","29SQC53"
"Crepis oporinoides","30SUG38"
"Crepis oporinoides","30SUG65"
"Crepis paludosa","29TQG34"
"Crepis paludosa","30SUJ62"
"Crepis paludosa","30SUJ72"
"Crepis paludosa","30TVM95"
"Crepis paludosa","30TXN48"
"Crepis paludosa","30TXP10"
"Crepis paludosa","30TXP11"
"Crepis paludosa","30TXP20"
"Crepis paludosa","30TXP21"
"Crepis paludosa","30TXP31"
"Crepis paludosa","30TXP51"
"Crepis paludosa","30TYN07"
"Crepis pulchra pulchra","30TXK71"
"Crepis pyrenaica","30TXN96"
"Crepis pyrenaica","30TXN97"
"Crepis pyrenaica","30TYN06"
"Crepis pyrenaica","30TYN15"
"Crepis pyrenaica","30TYN16"
"Crepis vesicaria","30TXP00"
"Crithmum maritimum","29TNH46"
"Crithmum maritimum","29TQH19"
"Crithmum maritimum","30SUG82"
"Crithmum maritimum","30SUG92"
"Crithmum maritimum","30SVF49"
"Crithmum maritimum","30SVG41"
"Crithmum maritimum","30TVN25"
"Crithmum maritimum","30TXP00"
"Crithmum maritimum","30TXP11"
"Crithmum maritimum","30TXP12"
"Crocus clusii","29SPC46"
"Crocus clusii","29SPC59"
"Crocus clusii","29TNG49"
"Crocus clusii","30TTN64"
"Crocus clusii","30TTP73"
"Crocus clusii","30TTP81"
"Crocus clusii","30TTP92"
"Crocus clusii","30TVK45"
"Crocus nudiflorus","30TTK59"
"Crocus nudiflorus","30TTK68"
"Crocus nudiflorus","30TXN48"
"Crocus nudiflorus","30TXN68"
"Crocus nudiflorus","30TXN76"
"Crocus nudiflorus","30TXN78"
"Crocus nudiflorus","30TXP10"
"Crocus nudiflorus","30TXP11"
"Crocus nudiflorus","30TXP21"
"Crocus nudiflorus","30TXP71"
"Crocus nudiflorus","30TXP81"
"Crocus nudiflorus","30TXP91"
"Crucianella angustifolia","30TXK71"
"Crucianella angustifolia","30TXK81"
"Crucianella latifolia","30TWN24"
"Crucianella maritima","30STF35"
"Crucianella maritima","30TVN61"
"Crucianella maritima","30TXP11"
"Cruciata laevipes","30TXN48"
"Cruciata laevipes","30TXP21"
"Cruciata laevipes","30TXP31"
"Cruciata pedemontana","30TXK81"
"Crupina vulgaris","31TDH30"
"Cryptogramma crispa","30SWG39"
"Cryptogramma crispa","30TYM28"
"Cryptogramma crispa","30TYN15"
"Cryptogramma crispa","31TBH97"
"Cryptogramma crispa","31TCG00"
"Ctenopsis delicatula","29TQG49"
"Ctenopsis delicatula","30SWF87"
"Ctenopsis delicatula","30SWG69"
"Ctenopsis delicatula","30SWH10"
"Ctenopsis delicatula","30TTM69"
"Ctenopsis delicatula","30TWM27"
"Ctenopsis delicatula","31TDG28"
"Ctenopsis gypsophila","30TTK56"
"Ctenopsis gypsophila","30TUK37"
"Ctenopsis gypsophila","30TUK49"
"Ctenopsis gypsophila","30TUM97"
"Cucubalus baccifer","30TXN48"
"Cucubalus baccifer","30TXP11"
"Cucubalus baccifer","30TXP21"
"Culcita macrocarpa","28RCS85"
"Culcita macrocarpa","28RCS86"
"Culcita macrocarpa","30STF77"
"Culcita macrocarpa","30TUN50"
"Cullen americanum","30TWN20"
"Cuscuta epithymum","30TXN48"
"Cuscuta epithymum","30TXN76"
"Cuscuta epithymum","30TXP00"
"Cuscuta epithymum","30TXP11"
"Cuscuta epithymum","30TXP21"
"Cuscuta europaea","30TXP21"
"Cutandia maritima","30TXP11"
"Cutandia maritima","30TXP12"
"Cymbalaria aequitriloba","31SDD93"
"Cymodocea nodosa","31SBD41"
"Cynara humilis","31SCD62"
"Cynodon dactylon","30TXN48"
"Cynodon dactylon","30TXP00"
"Cynodon dactylon","30TXP11"
"Cynodon dactylon","30TXP12"
"Cynodon dactylon","30TXP21"
"Cynoglossum creticum","30TXN48"
"Cynoglossum creticum","30TXNTí"
"Cynoglossum creticum","30TXP11"
"Cynoglossum creticum","30TXP21"
"Cynoglossum dioscoridis","30TYN05"
"Cynoglossum officinale","30TXN48"
"Cynoglossum officinale","30TXP21"
"Cynomorium coccineum coccineum","31SDD86"
"Cynosurus cristatus","30SYH49"
"Cynosurus cristatus","30TXN48"
"Cynosurus cristatus","30TXP00"
"Cynosurus cristatus","30TXP11"
"Cynosurus cristatus","30TXP20"
"Cynosurus cristatus","30TXP30"
"Cynosurus cristatus","30TXP31"
"Cynosurus cristatus","30TXP41"
"Cynosurus echinatus","30TXN48"
"Cynosurus echinatus","30TXP00"
"Cynosurus echinatus","30TXP11"
"Cynosurus echinatus","30TXP21"
"Cynosurus echinatus","30TXP22"
"Cynosurus echinatus","30TXP61"
"Cyperus capitatus","29SPB96"
"Cyperus capitatus","30SWG63"
"Cyperus capitatus","30SYH09"
"Cyperus capitatus","30TXP21"
"Cyperus esculentus","30TXP41"
"Cyperus fuscus","30TXN48"
"Cyperus fuscus","30TXP10"
"Cyperus fuscus","30TXP11"
"Cyperus fuscus","30TXP21"
"Cyperus fuscus","30TXP61"
"Cyperus longus","30TXN48"
"Cyperus longus","30TXP00"
"Cyperus longus","30TXP11"
"Cyperus longus","30TXP20"
"Cyperus longus","30TXP21"
"Cyperus longus","30TXP41"
"Cyperus longus","30TXP61"
"Cyperus longus","30TXP81"
"Cyperus rotundus","30TXP21"
"Cyperus serotinus","30TXP00"
"Cyperus serotinus","30TXP21"
"Cyperus serotinus","30TXP31"
"Cypripedium calceolus","30TXM02"
"Cypripedium calceolus","31TBG05"
"Cypripedium calceolus","31TCG09"
"Cystopteris fragilis","30TXN67"
"Cystopteris fragilis","30TXN76"
"Cystopteris fragilis","30TXN86"
"Cystopteris fragilis","30TXP00"
"Cystopteris fragilis","30TXP11"
"Cystopteris fragilis","30TXP21"
"Cystopteris montana","29TQE48"
"Cystopteris montana","30TUN34"
"Cystopteris montana","30TWN16"
"Cystopteris montana","30TWN55"
"Cystopteris montana","30TXN66"
"Cystopteris montana","30TXN75"
"Cystopteris montana","30TXN84"
"Cystopteris montana","30TXN85"
"Cystopteris montana","30TXN86"
"Cystopteris montana","30TXN96"
"Cystopteris montana","30TYN33"
"Cystopteris montana","30TYN34"
"Cystopteris montana","30TYN43"
"Cystopteris montana","31TBH53"
"Cystopteris montana","31TBH63"
"Cystopteris montana","31TBH73"
"Cystopteris montana","31TBH93"
"Cystopteris montana","31TCG87"
"Cystopteris montana","31TCH01"
"Cystopteris montana","31TCH02"
"Cystopteris montana","31TCH03"
"Cystopteris montana","31TCH11"
"Cystopteris montana","31TCH14"
"Cystopteris montana","31TCH20"
"Cystopteris montana","31TCH21"
"Cystopteris montana","31TCH23"
"Cystopteris montana","31TCH30"
"Cystopteris montana","31TCH41"
"Cystopteris montana","31TCH42"
"Cystopteris montana","31TCH53"
"Cystopteris montana","31TCH63"
"Cystopteris montana","31TCH91"
"Cystopteris montana","31TDG29"
"Cystopteris montana","31TDG39"
"Cytinus ruber","30TWM93"
"Cytinus ruber","30TWN52"
"Cytisus commutatus","30SUF76"
"Cytisus commutatus","30TWM54"
"Cytisus commutatus","30TWN94"
"Cytisus commutatus","30TXN12"
"Cytisus fontanesii fontanesii","30TXM02"
"Cytisus galianoi","30SVG28"
"Cytisus grandiflorus cabezudoi","29SQD00"
"Cytisus malacitanus","29SNB80"
"Cytisus malacitanus","29SQC53"
"Cytisus malacitanus","30TUL75"
"Cytisus malacitanus","30TVN06"
"Cytisus malacitanus","31TCF99"
"Cytisus malacitanus","31TCG84"
"Cytisus malacitanus","31TCG90"
"Cytisus malacitanus","31TDF07"
"Cytisus malacitanus","31TDF09"
"Cytisus malacitanus","31TDF17"
"Cytisus malacitanus","31TDF18"
"Cytisus malacitanus","31TDF27"
"Cytisus malacitanus","31TDF28"
"Cytisus malacitanus","31TDF38"
"Cytisus malacitanus","31TDF39"
"Cytisus malacitanus","31TDF49"
"Cytisus malacitanus","31TDF59"
"Cytisus malacitanus","31TDG18"
"Cytisus malacitanus","31TDG40"
"Cytisus malacitanus","31TDG41"
"Cytisus malacitanus","31TDG50"
"Cytisus malacitanus","31TDG51"
"Cytisus malacitanus","31TDG52"
"Cytisus malacitanus","31TDG57"
"Cytisus malacitanus","31TDG60"
"Cytisus malacitanus","31TDG61"
"Cytisus malacitanus","31TDG62"
"Cytisus malacitanus","31TDG63"
"Cytisus malacitanus","31TDG70"
"Cytisus malacitanus","31TDG71"
"Cytisus malacitanus","31TDG72"
"Cytisus malacitanus","31TDG73"
"Cytisus malacitanus","31TDG79"
"Cytisus malacitanus","31TDG81"
"Cytisus malacitanus","31TDG82"
"Cytisus malacitanus","31TDG83"
"Cytisus malacitanus","31TDG88"
"Cytisus malacitanus","31TDG89"
"Cytisus malacitanus","31TDG92"
"Cytisus malacitanus","31TDG93"
"Cytisus malacitanus","31TDG98"
"Cytisus malacitanus","31TDG99"
"Cytisus malacitanus","31TDH90"
"Cytisus malacitanus","31TEG03"
"Cytisus malacitanus","31TEG07"
"Cytisus malacitanus","31TEG08"
"Cytisus malacitanus","31TEG14"
"Cytisus malacitanus","31TEG17"
"Cytisus malacitanus","31TEG18"
"Cytisus malacitanus","31TEG19"
"Cytisus malacitanus","31TEG28"
"Cytisus malacitanus","31TEH00"
"Cytisus multiflorus","30TUL75"
"Cytisus multiflorus","30TUL86"
"Cytisus multiflorus","30TUM50"
"Cytisus multiflorus","30TUN86"
"Cytisus multiflorus","30TVN04"
"Cytisus multiflorus","30TVN07"
"Cytisus multiflorus","30TVN23"
"Cytisus multiflorus","30TVN24"
"Cytisus multiflorus","30TVP00"
"Cytisus multiflorus","30TWN44"
"Cytisus multiflorus","30TWN55"
"Cytisus multiflorus","30TWN78"
"Cytisus scoparius reverchonii","29SQC02"
"Cytisus scoparius reverchonii","29SQD00"
"Cytisus striatus","30TXK88"
"Cytisus striatus","31TBE59"
"Cytisus striatus","31TCG39"
"Cytisus striatus","31TDG79"
"Cytisus villosus","30TVM96"
"Cytisus villosus","31TCG38"
"Daboecia cantabrica","30TXN48"
"Daboecia cantabrica","30TXN57"
"Daboecia cantabrica","30TXN76"
"Daboecia cantabrica","30TXN77"
"Daboecia cantabrica","30TXN78"
"Daboecia cantabrica","30TXN86"
"Daboecia cantabrica","30TXN87"
"Daboecia cantabrica","30TXN96"
"Daboecia cantabrica","30TYK06"
"Dactylis glomerata hispanica","30TXP00"
"Dactylis glomerata hispanica","30TXP11"
"Dactylis glomerata hispanica","30TXP21"
"Dactylis glomerata hispanica","30TXP22"
"Dactylis glomerata hispanica","30TYM86"
"Dactylis glomerata hispanica","30TYM87"
"Dactylorhiza elata","29SNB49"
"Dactylorhiza elata","29SNC34"
"Dactylorhiza fuchsii","30TW64N"
"Dactylorhiza incarnata","29TPE87"
"Dactylorhiza incarnata","29TPE98"
"Dactylorhiza incarnata","29TPG85"
"Dactylorhiza incarnata","29TPG86"
"Dactylorhiza incarnata","30SWH72"
"Dactylorhiza incarnata","30SWH73"
"Dactylorhiza incarnata","30SWH93"
"Dactylorhiza incarnata","30TTK57"
"Dactylorhiza incarnata","30TTK77"
"Dactylorhiza incarnata","30TUK06"
"Dactylorhiza incarnata","30TUK07"
"Dactylorhiza incarnata","30TUK15"
"Dactylorhiza incarnata","30TUK26"
"Dactylorhiza incarnata","30TUK27"
"Dactylorhiza incarnata","30TUK28"
"Dactylorhiza incarnata","30TUK45"
"Dactylorhiza incarnata","30TUK67"
"Dactylorhiza incarnata","30TVL17"
"Dactylorhiza incarnata","30TVL45"
"Dactylorhiza incarnata","30TVL48"
"Dactylorhiza incarnata","30TVM78"
"Dactylorhiza incarnata","30TVM82"
"Dactylorhiza incarnata","30TVM91"
"Dactylorhiza incarnata","30TVM92"
"Dactylorhiza incarnata","30TWM02"
"Dactylorhiza incarnata","30TWM03"
"Dactylorhiza incarnata","30TWM15"
"Dactylorhiza incarnata","30TWM25"
"Dactylorhiza incarnata","30TWM34"
"Dactylorhiza incarnata","30TWM44"
"Dactylorhiza incarnata","30TWM93"
"Dactylorhiza incarnata","30TXP21"
"Dactylorhiza incarnata","30TXP31"
"Dactylorhiza incarnata","30TXP32"
"Dactylorhiza incarnata","31TBH00"
"Dactylorhiza irenica","31TCH23"
"Dactylorhiza maculata","30TXN48"
"Dactylorhiza maculata","30TXN68"
"Dactylorhiza maculata","30TXN76"
"Dactylorhiza maculata","30TXP00"
"Dactylorhiza maculata","30TXP11"
"Dactylorhiza maculata","30TXP21"
"Dactylorhiza maculata","30TXP30"
"Dactylorhiza majalis","29TQH25"
"Dactylorhiza majalis","29TQH26"
"Dactylorhiza majalis","29TQH36"
"Dactylorhiza majalis","30TTL64"
"Dactylorhiza majalis","30TTL74"
"Dactylorhiza majalis","30TTL75"
"Dactylorhiza majalis","30TTN65"
"Dactylorhiza majalis","30TTN75"
"Dactylorhiza majalis","30TUL57"
"Dactylorhiza majalis","30TUL67"
"Dactylorhiza majalis","30TUN16"
"Dactylorhiza majalis","30TVL46"
"Dactylorhiza majalis","30TVM59"
"Dactylorhiza majalis","30TWN24"
"Dactylorhiza majalis","30TWN69"
"Dactylorhiza majalis","30TXK87"
"Dactylorhiza majalis","30TXK97"
"Dactylorhiza majalis","30TXL31"
"Dactylorhiza majalis","30TXL55"
"Dactylorhiza majalis","30TXL73"
"Dactylorhiza majalis","30TXP21"
"Dactylorhiza majalis","30TYK06"
"Dactylorhiza majalis","30TYK07"
"Dactylorhiza majalis","30TYK18"
"Dactylorhiza majalis","30TYK19"
"Dactylorhiza majalis","30TYL00"
"Dactylorhiza majalis","30TYL31"
"Dactylorhiza majalis","31TBH00"
"Dactylorhiza majalis","31TBH64"
"Dactylorhiza sambucina","30SVG52"
"Dactylorhiza sambucina","31TBH99"
"Danthonia decumbens","30TXN48"
"Danthonia decumbens","30TXN76"
"Danthonia decumbens","30TXP00"
"Danthonia decumbens","30TXP10"
"Danthonia decumbens","30TXP11"
"Danthonia decumbens","30TXP21"
"Danthonia decumbens","30TXP30"
"Danthonia decumbens","30TXP41"
"Daphne cneorum","30TXP11"
"Daphne cneorum","30TYN15"
"Daphne gnidium","30TYM87"
"Daphne laureola","30TVL12"
"Daphne laureola","30TWP39"
"Daphne laureola","30TXN48"
"Daphne laureola","30TXN76"
"Daphne laureola","30TXN86"
"Daphne laureola","30TXN89"
"Daphne laureola","30TXN97"
"Daphne laureola","30TXP21"
"Daphne laureola","30TXP30"
"Daphne laureola","30TXP31"
"Daphne laureola","30TXP51"
"Daphne laureola","30TXP61"
"Daphne laureola","30TXP70"
"Daphne laureola","30TXP81"
"Daphne laureola","31TDH30"
"Daphne mezereum","30TUN57"
"Daphne mezereum","30TVL12"
"Daphne mezereum","30TWN09"
"Daphne mezereum","30TWN16"
"Daphne mezereum","30TWN26"
"Daphne mezereum","30TYN05"
"Daphne mezereum","31TDH20"
"Daucus carota carota","30TXN68"
"Daucus carota carota","30TXP00"
"Daucus carota carota","30TXP11"
"Daucus carota carota","30TXP81"
"Daucus carota gummifer","30TXP00"
"Daucus carota gummifer","30TXP11"
"Daucus carota halophilus","29TNE04"
"Daucus carota halophilus","29TNF24"
"Daucus carota halophilus","29TNF34"
"Daucus carota hispanicus","31SDD94"
"Daucus carota maximus","30TXP11"
"Delphinium montanum","31TDH20"
"Delphinium pentagynum formenteranum","31SCD41"
"Deschampsia cespitosa","29SND69"
"Deschampsia cespitosa","30TXN48"
"Deschampsia cespitosa","30TXP20"
"Deschampsia cespitosa","30TXP21"
"Deschampsia cespitosa","30TXP30"
"Deschampsia cespitosa","30TXP71"
"Descurainia sophia","30TXP11"
"Descurainia sophia","30TXP21"
"Descurainia sophia","30TXP22"
"Dethawia splendens cantabrica","30TXN86"
"Dianthus algetanus algetanus","31TCG14"
"Dianthus algetanus turolensis","30TXK81"
"Dianthus barbatus barbatus","29TQF47"
"Dianthus barbatus barbatus","30TTK77"
"Dianthus barbatus barbatus","30TUN51"
"Dianthus barbatus barbatus","30TVL19"
"Dianthus barbatus barbatus","30TVN03"
"Dianthus barbatus barbatus","31TCG00"
"Dianthus benearnensis","30TXN77"
"Dianthus benearnensis","30TXN79"
"Dianthus benearnensis","30TXN87"
"Dianthus benearnensis","30TXN97"
"Dianthus benearnensis","30TXN98"
"Dianthus boissieri","30STJ96"
"Dianthus boissieri","30SVH55"
"Dianthus boissieri","30SVH79"
"Dianthus boissieri","30TUM66"
"Dianthus broteri","30TXK71"
"Dianthus carthusianorum carthusianorum","29TPH84"
"Dianthus cintranus cintranus","29TQH37"
"Dianthus cintranus cintranus","30STF87"
"Dianthus cintranus cintranus","30STF96"
"Dianthus cintranus cintranus","30SUF35"
"Dianthus cintranus cintranus","30SUF48"
"Dianthus cintranus cintranus","30SUH25"
"Dianthus cintranus cintranus","30SVG99"
"Dianthus cintranus cintranus","30TTM57"
"Dianthus cintranus cintranus","30TTM58"
"Dianthus cintranus cintranus","30TTM68"
"Dianthus cintranus cintranus","30TTN64"
"Dianthus cintranus cintranus","30TTN80"
"Dianthus cintranus cintranus","30TTN92"
"Dianthus costae","30SWJ42"
"Dianthus costae","30SXJ61"
"Dianthus costae","30SXK60"
"Dianthus costae","30SXK71"
"Dianthus costae","30SXK81"
"Dianthus costae","30SXK82"
"Dianthus costae","30SXK91"
"Dianthus costae","30SXK92"
"Dianthus costae","30TVN49"
"Dianthus costae","30TWM32"
"Dianthus costae","30TXK24"
"Dianthus costae","30TXK26"
"Dianthus costae","30TXK72"
"Dianthus costae","30TXK82"
"Dianthus costae","30TXM35"
"Dianthus crassipes","30TTK86"
"Dianthus crassipes","30TVL11"
"Dianthus crassipes","30TVL23"
"Dianthus crassipes","30TVL68"
"Dianthus gredensis","29TPG87"
"Dianthus gredensis","30TUL33"
"Dianthus gredensis","30TUL51"
"Dianthus gredensis","30TVL33"
"Dianthus hyssopifolius gallicus","30TXP10"
"Dianthus hyssopifolius gallicus","30TXP11"
"Dianthus hyssopifolius gallicus","30TXP12"
"Dianthus hyssopifolius hyssopifolius","30TXN48"
"Dianthus hyssopifolius hyssopifolius","30TXN78"
"Dianthus hyssopifolius hyssopifolius","30TXN86"
"Dianthus hyssopifolius hyssopifolius","30TXP21"
"Dianthus hyssopifolius hyssopifolius","30TXP70"
"Dianthus hyssopifolius hyssopifolius","30TYN06"
"Dianthus langeanus","29TPE26"
"Dianthus langeanus","29TPE77"
"Dianthus langeanus","30SUF28"
"Dianthus langeanus","30TTK66"
"Dianthus langeanus","30TTK75"
"Dianthus langeanus","30TTK76"
"Dianthus langeanus","30TTK77"
"Dianthus langeanus","30TTK85"
"Dianthus langeanus","30TTK86"
"Dianthus langeanus","30TUK04"
"Dianthus langeanus","30TUK14"
"Dianthus legionensis","29TPH05"
"Dianthus seguieri requienii","30TXN62"
"Dianthus seguieri requienii","31TBH73"
"Dianthus toletanus","30STF34"
"Dianthus toletanus","30STF80"
"Dianthus toletanus","30STF87"
"Dianthus toletanus","30TXK75"
"Digitalis lutea lutea","31TDH30"
"Digitalis lutea lutea","31TDH31"
"Digitalis lutea lutea","31TDH41"
"Digitalis lutea lutea","31TDH42"
"Digitalis lutea lutea","31TDH50"
"Digitalis lutea lutea","31TDH51"
"Digitalis mariana mariana","29TQF28"
"Digitalis mariana mariana","30TUL75"
"Digitalis mariana mariana","30TVK45"
"Digitalis minor","31SCD51"
"Digitalis obscura obscura","30TXK71"
"Digitalis obscura obscura","30TXK81"
"Digitalis parviflora","29SPD74"
"Digitalis parviflora","30SVH91"
"Digitalis purpurea purpurea","30TXN86"
"Digitalis thapsi","29SQB65"
"Digitalis thapsi","29TNH17"
"Digitalis thapsi","29TNH37"
"Digitalis thapsi","29TQH13"
"Digitalis thapsi","29TQH26"
"Digitalis thapsi","30SVH55"
"Digitalis thapsi","30TXL86"
"Digitalis thapsi","31SDE80"
"Digitaria ischaemum","29TQE19"
"Digitaria ischaemum","30TXN48"
"Digitaria ischaemum","30TXP21"
"Digitaria sanguinalis","30TXN48"
"Digitaria sanguinalis","30TXP00"
"Digitaria sanguinalis","30TXP11"
"Digitaria sanguinalis","30TXP21"
"Digitaria sanguinalis","30TXP22"
"Digitaria sanguinalis","30TXP81"
"Dipcadi serotinum serotinum","31SDD86"
"Diplotaxis harra lagascana","29SQA54"
"Diplotaxis harra lagascana","30SUF57"
"Diplotaxis harra lagascana","30TXN42"
"Diplotaxis ibicensis","30SWG91"
"Diplotaxis ibicensis","31SCD25"
"Diplotaxis ibicensis","31SCD68"
"Diplotaxis ibicensis","31SDD05"
"Diplotaxis ibicensis","31SDD94"
"Diplotaxis ibicensis","31SFE10"
"Diplotaxis siifolia vicentina","29SQB20"
"Diplotaxis tenuifolia","30TXP10"
"Diplotaxis tenuifolia","30TXP11"
"Diplotaxis tenuifolia","30TXP21"
"Diplotaxis tenuifolia","30TXP22"
"Diplotaxis viminea","30TXP10"
"Diplotaxis viminea","30TXP11"
"Diplotaxis viminea","30TXP21"
"Dipsacus comosus","30TXK47"
"Dipsacus comosus","30TXL47"
"Dipsacus fullonum","30TXN48"
"Dipsacus fullonum","30TXP21"
"Dipsacus fullonum","31TBH69"
"Distichoselinum tenuifolium","29SNB02"
"Dittrichia graveolens","30TXP21"
"Dittrichia graveolens","30TXP22"
"Dittrichia graveolens","30TXP31"
"Dittrichia viscosa revoluta","29SMC79"
"Doronicum austriacum","30TXN48"
"Doronicum carpetanum diazii","29TNH34"
"Doronicum carpetanum diazii","29TNJ71"
"Doronicum carpetanum diazii","29TPG36"
"Doronicum carpetanum diazii","30TTK66"
"Doronicum carpetanum diazii","30TTK67"
"Doronicum carpetanum diazii","30TTK76"
"Doronicum carpetanum diazii","30TUK18"
"Doronicum carpetanum diazii","30TUK46"
"Doronicum carpetanum diazii","30TVL12"
"Doronicum carpetanum diazii","31TDF28"
"Doronicum grandiflorum","30TVL12"
"Doronicum grandiflorum","30TXN86"
"Doronicum plantagineum","30TXP21"
"Dorycnium fulgurans","31SDD58"
"Dorycnium fulgurans","31SDD68"
"Dorycnium fulgurans","31SDD78"
"Dorycnium fulgurans","31SDD93"
"Dorycnium fulgurans","31SED15"
"Dorycnium fulgurans","31SED38"
"Dorycnium fulgurans","31SEE01"
"Dorycnium fulgurans","31SEE82"
"Dorycnium fulgurans","31TEE73"
"Dorycnium hirsutum","30TXP11"
"Dorycnium pentaphyllum pentaphyllum","30TXN58"
"Dorycnium pentaphyllum pentaphyllum","30TXN69"
"Dorycnium pentaphyllum pentaphyllum","30TXP70"
"Dorycnium pentaphyllum pentaphyllum","30TYN08"
"Dorycnium pentaphyllum pentaphyllum","30TYP12"
"Dorycnium rectum","30TXP11"
"Dorycnopsis gerardi","30TXM62"
"Dorycnopsis gerardi","30TXN14"
"Draba aizoides cantabriae","30SWH82"
"Draba aizoides cantabriae","30TXN73"
"Draba fladnizensis","31TBH94"
"Draba incana","30TVN35"
"Draba incana","30TWN34"
"Draba muralis","30TXP21"
"Draba tomentosa ciliigera","31TBH97"
"Drosera intermedia","30TXN48"
"Drosera intermedia","30TXP11"
"Drosera intermedia","30TXP21"
"Drosera intermedia","31TCF99"
"Drosera intermedia","31TCH92"
"Drosera intermedia","31TDG00"
"Drosera rotundifolia","30TXN48"
"Drosera rotundifolia","30TXP11"
"Drosera rotundifolia","30TXP21"
"Dryas octopetala octopetala","31TCG00"
"Dryas octopetala octopetala","31TDF38"
"Dryas octopetala octopetala","31TDG77"
"Dryopteris aemula","31TCH72"
"Dryopteris aemula","31TDG39"
"Dryopteris affinis affinis","30TWP98"
"Dryopteris affinis affinis","30TXN58"
"Dryopteris affinis affinis","30TXN86"
"Dryopteris affinis affinis","30TXN96"
"Dryopteris carthusiana","30TXN48"
"Dryopteris carthusiana","30TXN86"
"Dryopteris carthusiana","30TXP10"
"Dryopteris carthusiana","30TXP11"
"Dryopteris carthusiana","30TXP21"
"Dryopteris carthusiana","30TXP22"
"Dryopteris carthusiana","30TXP70"
"Dryopteris carthusiana","31TCG86"
"Dryopteris carthusiana","31TCG87"
"Dryopteris carthusiana","31TCG99"
"Dryopteris carthusiana","31TCH24"
"Dryopteris carthusiana","31TCH34"
"Dryopteris carthusiana","31TCH42"
"Dryopteris carthusiana","31TCH52"
"Dryopteris carthusiana","31TCH53"
"Dryopteris carthusiana","31TCH62"
"Dryopteris carthusiana","31TCH63"
"Dryopteris carthusiana","31TCH92"
"Dryopteris carthusiana","31TDG18"
"Dryopteris carthusiana","31TDG19"
"Dryopteris carthusiana","31TDG27"
"Dryopteris carthusiana","31TDG47"
"Dryopteris carthusiana","31TDG59"
"Dryopteris carthusiana","31TDG82"
"Dryopteris carthusiana","31TDG89"
"Dryopteris carthusiana","31TDH00"
"Dryopteris carthusiana","31TDH01"
"Dryopteris carthusiana","31TDH10"
"Dryopteris carthusiana","31TDH90"
"Dryopteris corleyi","30TVP60"
"Dryopteris dilatata","30TXN96"
"Dryopteris dilatata","30TXP21"
"Dryopteris dilatata","30TXP81"
"Dryopteris expansa","30TXP10"
"Dryopteris expansa","30TXP11"
"Dryopteris expansa","30TXP21"
"Dryopteris expansa","30TYN05"
