Taxon,Scientific_Name,Endemic,Genus,Species,Subspecies,Class,Order,Family,GBIF_id,POW_Name
Cathissa villasina,"Cathissa villasina C.Salazar, Tercero & Mart.-Azorín",TRUE,Cathissa,villasina,,Magnoliopsida,Asparagaceae,Asparagales,,
