Taxon,UTM10x10,UTM1x1,Ref
Muscari comosum,30SVJ16,30SVJ1863,https://www.doi.org/10.15470/akznrb
Margotia gummifera,30SVJ16,30SVJ1865,https://www.doi.org/10.15470/akznrb
Vicia lutea lutea,30SVJ16,30SVJ1865,https://www.doi.org/10.15470/akznrb
Agrostis stolonifera,30SVJ16,30SVJ1865,https://www.doi.org/10.15470/akznrb
Verbascum blattaria,30SVJ16,30SVJ1865,https://www.doi.org/10.15470/akznrb
Astragalus incanus nummularioides,30SVJ16,30SVJ1963,https://www.doi.org/10.15470/akznrb
Calluna vulgaris,30SVJ25,30SVJ2359,https://www.doi.org/10.15470/akznrb
Trifolium cherleri,30SVJ27,30SVJ2470,https://www.doi.org/10.15470/akznrb
Lotus conimbricensis,30SVJ27,30SVJ2470,https://www.doi.org/10.15470/akznrb
Logfia gallica,30SVJ27,30SVJ2470,https://www.doi.org/10.15470/akznrb
Filago pyramidata,30SVJ27,30SVJ2470,https://www.doi.org/10.15470/akznrb
Trifolium gemellum,30SVJ27,30SVJ2470,https://www.doi.org/10.15470/akznrb
Trifolium arvense,30SVJ27,30SVJ2470,https://www.doi.org/10.15470/akznrb
Trifolium scabrum,30SVJ27,30SVJ2470,https://www.doi.org/10.15470/akznrb
Trifolium glomeratum,30SVJ27,30SVJ2470,https://www.doi.org/10.15470/akznrb
Taeniatherum caput-medusae,30SVJ25,30SVJ2756,https://www.doi.org/10.15470/akznrb
Cistus salviifolius,30SVJ26,30SVJ2763,https://www.doi.org/10.15470/akznrb
Bryonia dioica,30SVJ26,30SVJ2765,https://www.doi.org/10.15470/akznrb
Conopodium marianum,30SVJ26,30SVJ2765,https://www.doi.org/10.15470/akznrb
Thapsia minor,30SVJ26,30SVJ2765,https://www.doi.org/10.15470/akznrb
Inula montana,30SVJ26,30SVJ2765,https://www.doi.org/10.15470/akznrb
Brachypodium phoenicoides,30SVJ26,30SVJ2765,https://www.doi.org/10.15470/akznrb
Lythrum portula,30SVJ27,30SVJ2871,https://www.doi.org/10.15470/akznrb
Scolymus hispanicus,30SVJ26,30SVJ2969,https://www.doi.org/10.15470/akznrb
Rumex acetosella angiocarpus,30SVJ16,30SVJ1563,https://www.doi.org/10.15470/akznrb
Viola kitaibeliana,30SVJ17,30SVJ1971,https://www.doi.org/10.15470/akznrb
Halimium ocymoides,30SVJ16,30SVJ1563,https://www.doi.org/10.15470/akznrb
Arbutus unedo,30SVJ16,30SVJ1563,https://www.doi.org/10.15470/akznrb
Rumex acetosella angiocarpus,30SVJ16,30SVJ1862,https://www.doi.org/10.15470/akznrb
Thapsia minor,30SVJ16,30SVJ1865,https://www.doi.org/10.15470/akznrb
Rumex acetosella angiocarpus,30SVJ16,30SVJ1963,https://www.doi.org/10.15470/akznrb
Rubia peregrina,30SVJ17,30SVJ1971,https://www.doi.org/10.15470/akznrb
Neatostema apulum,30SVJ17,30SVJ1971,https://www.doi.org/10.15470/akznrb
Asterolinon linum-stellatum,30SVJ17,30SVJ1971,https://www.doi.org/10.15470/akznrb
Erodium cicutarium,30SVJ17,30SVJ1971,https://www.doi.org/10.15470/akznrb
Tamus communis,30SVJ17,30SVJ1971,https://www.doi.org/10.15470/akznrb
Helianthemum aegyptiacum,30SVJ17,30SVJ1971,https://www.doi.org/10.15470/akznrb
Lonicera implexa,30SVJ25,30SVJ2259,https://www.doi.org/10.15470/akznrb
Centaurea melitensis,30sVJ26,30sVJ2969,https://www.doi.org/10.15470/akznrb
Petrorhagia prolifera,30SVJ16,30SVJ1561,https://www.doi.org/10.15470/akznrb
Chamaemelum fuscatum,30TUK63,30TUK6131,https://www.doi.org/10.15470/akznrb
Tribulus terrestris,30SVJ56,30SVJ5667,https://www.doi.org/10.15470/akznrb
Nonea micrantha,30SVJ56,30SVJ5568,https://www.doi.org/10.15470/akznrb
Malcolmia africana,30SVJ56,30SVJ5568,https://www.doi.org/10.15470/akznrb
Plantago albicans,30SVJ26,30SVJ2965,https://www.doi.org/10.15470/akznrb
Helianthemum ledifolium,30SVJ26,30SVJ2965,https://www.doi.org/10.15470/akznrb
Hedypnois cretica,30SVJ26,30SVJ2965,https://www.doi.org/10.15470/akznrb
Tolpis umbellata,30SVJ26,30SVJ2965,https://www.doi.org/10.15470/akznrb
Salsola kali,30SVJ56,30SVJ5667,https://www.doi.org/10.15470/akznrb
Arbutus unedo,30SVJ16,---,https://www.doi.org/10.15470/akznrb
Ephedra nebrodensis nebrodensis,30SVK22,30SVK2227,https://www.doi.org/10.15470/akznrb
Narcissus rupicola,30SVJ18,---,https://www.doi.org/10.15470/akznrb
Avena barbata barbata,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Stellaria media,30TUK33,30TUK3035,https://www.doi.org/10.15470/akznrb
Senecio vulgaris,30TUK33,30TUK3132,https://www.doi.org/10.15470/akznrb
Plantago lanceolata,30TUK33,30TUK3132,https://www.doi.org/10.15470/akznrb
Urtica pilulifera,30SUK80,30SUK8201,https://www.doi.org/10.15470/akznrb
Biscutella auriculata,30SVK22,30SVK2222,https://www.doi.org/10.15470/akznrb
Erica australis,30TUK34,30TUK3240,https://www.doi.org/10.15470/akznrb
Paeonia broteri,30SVJ26,30SVJ2562,https://www.doi.org/10.15470/akznrb
Helianthemum hirtum,30SVJ27,30SVJ2475,https://www.doi.org/10.15470/akznrb
Cytisus scoparius scoparius,30SVJ27,30SVJ2874,https://www.doi.org/10.15470/akznrb
Jasminum fruticans,30SVJ27,30SVJ2874,https://www.doi.org/10.15470/akznrb
Plantago lagopus,30SVJ38,30SVJ3684,https://www.doi.org/10.15470/akznrb
Geranium molle,30SVJ36,30SVJ3065,https://www.doi.org/10.15470/akznrb
Asterolinon linum-stellatum,30SVJ26,30SVJ2562,https://www.doi.org/10.15470/akznrb
Verbascum rotundifolium haenseleri,30SVJ39,30SVJ3992,https://www.doi.org/10.15470/akznrb
Umbilicus rupestris,30SVJ39,30SVJ3992,https://www.doi.org/10.15470/akznrb
Helianthemum aegyptiacum,30SVJ38,30SVJ3684,https://www.doi.org/10.15470/akznrb
Torilis leptophylla,30SVJ38,30SVJ3684,https://www.doi.org/10.15470/akznrb
Crambe hispanica,30SVJ39,30SVJ3792,https://www.doi.org/10.15470/akznrb
Crambe hispanica,30SVJ39,30SVJ3792,https://www.doi.org/10.15470/akznrb
Limonium dichotomum,30SVJ49,30SVJ4090,https://www.doi.org/10.15470/akznrb
Geranium molle,30SVJ38,30SVJ3487,https://www.doi.org/10.15470/akznrb
Salsola kali,30SVJ38,30SVJ3684,https://www.doi.org/10.15470/akznrb
Melilotus sulcatus,30SVJ38,30SVJ3984,https://www.doi.org/10.15470/akznrb
Rumex roseus,30SVK40,30SVK4609,https://www.doi.org/10.15470/akznrb
Umbilicus rupestris,30SVJ38,30SVJ3984,https://www.doi.org/10.15470/akznrb
Santolina canescens,30SVJ39,30SVJ3791,https://www.doi.org/10.15470/akznrb
Lathyrus angulatus,30SUJ38,30SUJ3984,https://www.doi.org/10.15470/akznrb
Astragalus hamosus,30SVJ39,30SVJ3491,https://www.doi.org/10.15470/akznrb
Erodium ciconium,30SVJ39,30SVJ3491,https://www.doi.org/10.15470/akznrb
Carduus bourgeanus,30SVJ39,30SVJ3491,https://www.doi.org/10.15470/akznrb
Linaria hirta,30SVJ39,30SVJ3491,https://www.doi.org/10.15470/akznrb
Anchusa azurea,30SVJ39,30SVJ3491,https://www.doi.org/10.15470/akznrb
Filago pygmaea,30SVJ38,30SVJ3984,https://www.doi.org/10.15470/akznrb
Trigonella monspeliaca,30SVJ38,30SVJ3984,https://www.doi.org/10.15470/akznrb
Helianthemum salicifolium,30SVJ38,30SVJ3984,https://www.doi.org/10.15470/akznrb
Vulpia unilateralis,30SVJ38,30SVJ3984,https://www.doi.org/10.15470/akznrb
Campanula erinus,30SVJ38,30SVJ3984,https://www.doi.org/10.15470/akznrb
Senecio gallicus,30SVJ38,30SVJ3984,https://www.doi.org/10.15470/akznrb
Anacyclus clavatus,30SVJ38,30SVJ3984,https://www.doi.org/10.15470/akznrb
Linaria arvensis,30SVJ38,30SVJ3984,https://www.doi.org/10.15470/akznrb
Onobrychis stenorhiza,30SVJ49,30SVJ4894,https://www.doi.org/10.15470/akznrb
Onobrychis saxatilis,30SVJ49,30SVJ4894,https://www.doi.org/10.15470/akznrb
Campanula erinus,30SVJ39,30SVJ3992,https://www.doi.org/10.15470/akznrb
Osyris alba,30SVJ39,30SVJ3992,https://www.doi.org/10.15470/akznrb
Parentucellia latifolia,30SVJ38,30SVJ3684,https://www.doi.org/10.15470/akznrb
Glyceria declinata,30SUJ78,30SUJ7488,https://www.doi.org/10.15470/akznrb
Polycnemum arvense,30SUJ69,30SUJ6792,https://www.doi.org/10.15470/akznrb
Polygala microphylla,30SUJ78,---,https://www.doi.org/10.15470/akznrb
Heliotropium europaeum,30TUK23,30TUK2137,https://www.doi.org/10.15470/akznrb
Cardamine hirsuta,30TUK14,30TUK1240,https://www.doi.org/10.15470/akznrb
Myriophyllum alterniflorum,30TUK13,30TUK1735,https://www.doi.org/10.15470/akznrb
Cytinus hypocistis hypocistis,30TUK54,30TUK5041,https://www.doi.org/10.15470/akznrb
Aristolochia paucinervis,30TUK54,30TUK5245,https://www.doi.org/10.15470/akznrb
Montia fontana amporitana,30TUK54,30TUK5245,https://www.doi.org/10.15470/akznrb
Sedum maireanum,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Alyssum minutum,30TUK54,30TUK5245,https://www.doi.org/10.15470/akznrb
Callitriche stagnalis,30TUK54,30TUK5245,https://www.doi.org/10.15470/akznrb
Aristolochia paucinervis,30TUK54,30TUK5246,https://www.doi.org/10.15470/akznrb
Narcissus rupicola,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Knautia arvensis,30TUK54,30TUK5246,https://www.doi.org/10.15470/akznrb
Alyssum granatense,30TUK54,30TUK5246,https://www.doi.org/10.15470/akznrb
Linaria elegans,30TUK54,30TUK5246,https://www.doi.org/10.15470/akznrb
Bryonia dioica,30TUK54,30TUK5045,https://www.doi.org/10.15470/akznrb
Ornithopus compressus,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Linum bienne,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Bellis perennis,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Genista falcata,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Thlaspi perfoliatum,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Lepidium heterophyllum,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Centaurea graminifolia,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Vicia lathyroides,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Doronicum plantagineum,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Fumaria reuteri,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Sanguisorba verrucosa,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Geranium columbinum,30TUK55,30TUK5154,https://www.doi.org/10.15470/akznrb
Parentucellia latifolia,30TUK54,30TUK5045,https://www.doi.org/10.15470/akznrb
Tulipa sylvestris sylvestris,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Alyssum minutum,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Teesdalia nudicaulis,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Centaurea graminifolia,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Sedum caespitosum,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Dictamnus albus,30TUK54,30TUK5041,https://www.doi.org/10.15470/akznrb
Alliaria petiolata,30TUK54,30TUK5245,https://www.doi.org/10.15470/akznrb
Narcissus triandrus pallidulus,30TUK54,30TUK5245,https://www.doi.org/10.15470/akznrb
Cardamine hirsuta,30TUK54,30TUK5245,https://www.doi.org/10.15470/akznrb
Ilex aquifolium,30TUK54,30TUK5247,https://www.doi.org/10.15470/akznrb
Hedera helix helix,30TUK54,30TUK5247,https://www.doi.org/10.15470/akznrb
Athyrium filix-femina,30TUK54,30TUK5247,https://www.doi.org/10.15470/akznrb
Arrhenatherum album album,30TUK54,30TUK5246,https://www.doi.org/10.15470/akznrb
Aphanes microcarpa,30TUK54,30TUK5245,https://www.doi.org/10.15470/akznrb
Helianthemum aegyptiacum,30TUK54,30TUK5045,https://www.doi.org/10.15470/akznrb
Helianthemum apenninum apenninum,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Cerastium glomeratum,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Scleranthus annuus,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Geum sylvaticum,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Milium vernale,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Bromus rigidus,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Bromus tectorum,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Bromus hordeaceus hordeaceus,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Nardus stricta,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Koeleria crassipes,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Veronica arvensis,30TUK54,30TUK5846,https://www.doi.org/10.15470/akznrb
Stellaria media,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Geum sylvaticum,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Helianthemum apenninum apenninum,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Herniaria lusitanica lusitanica,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Scleranthus annuus,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Arenaria querioides,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Bufonia macropetala,30TUK54,30TUK5146,https://www.doi.org/10.15470/akznrb
Aconitum napellus vulgare,30TUK54,30TUK5247,https://www.doi.org/10.15470/akznrb
Anthoxanthum odoratum,30TUK54,30TUK5145,https://www.doi.org/10.15470/akznrb
Ceratophyllum demersum,30TUK74,30TUK7442,https://www.doi.org/10.15470/akznrb
Ruppia drepanensis,30TVK43,30TVK4630,https://www.doi.org/10.15470/akznrb
Ziziphora hispanica,30TVK53,30TVK5030,https://www.doi.org/10.15470/akznrb
Iberis saxatilis cinerea,30TVK53,30TVK5030,https://www.doi.org/10.15470/akznrb
Limonium cofrentanum,30SXJ64,30SXJ6446,https://www.doi.org/10.15470/akznrb
Tamarix gallica,30SYJ34,---,https://www.doi.org/10.15470/akznrb
Festuca capillifolia,30SXJ73,---,https://www.doi.org/10.15470/akznrb
Teucrium homotrichum,30SXJ73,---,https://www.doi.org/10.15470/akznrb
Pistacia lentiscus,30SYJ26,---,https://www.doi.org/10.15470/akznrb
Phillyrea angustifolia,30SYJ26,---,https://www.doi.org/10.15470/akznrb
Ulex parviflorus parviflorus,30SYJ05,30SYJ0155,https://www.doi.org/10.15470/akznrb
Adiantum capillus-veneris,30SYJ06,---,https://www.doi.org/10.15470/akznrb
Helianthemum squamatum,30SXJ63,---,https://www.doi.org/10.15470/akznrb
Genista valentina,30SXJ63,---,https://www.doi.org/10.15470/akznrb
Limonium cofrentanum,30SXJ63,30SXJ6639,https://www.doi.org/10.15470/akznrb
Fumana ericoides,30SXJ63,30SXJ6834,https://www.doi.org/10.15470/akznrb
Euphorbia flavicoma flavicoma,30SXJ63,30SXJ6834,https://www.doi.org/10.15470/akznrb
Anthyllis cytisoides,30SXJ63,30SXJ6834,https://www.doi.org/10.15470/akznrb
Plantago albicans,30SXJ63,30SXJ6834,https://www.doi.org/10.15470/akznrb
Moricandia arvensis,30SXJ63,30SXJ6834,https://www.doi.org/10.15470/akznrb
Ononis tridentata angustifolia,30SXJ63,30SXJ6834,https://www.doi.org/10.15470/akznrb
Hippocrepis squamata,30SXJ63,30SXJ6834,https://www.doi.org/10.15470/akznrb
Dianthus pungens hispanicus,30SYJ12,30SYJ1223,https://www.doi.org/10.15470/akznrb
Teucrium edetanum,30SYJ09,30SYJ0490,https://www.doi.org/10.15470/akznrb
Ceratonia siliqua,30SYJ05,30SYJ0951,https://www.doi.org/10.15470/akznrb
Stipa offneri,30SXJ65,---,https://www.doi.org/10.15470/akznrb
Linum suffruticosum suffruticosum,30SXJ65,---,https://www.doi.org/10.15470/akznrb
Teucrium capitatum gracillimum,30SYJ29,30SYJ2091,https://www.doi.org/10.15470/akznrb
Saxifraga latepetiolata,30SXJ73,---,https://www.doi.org/10.15470/akznrb
Potamogeton coloratus,30SXJ67,---,https://www.doi.org/10.15470/akznrb
Helianthemum syriacum,30SXJ93,30SXJ9134,https://www.doi.org/10.15470/akznrb
Linum suffruticosum suffruticosum,30SXJ75,---,https://www.doi.org/10.15470/akznrb
Genista valentina,30SXJ86,30SXJ8169,https://www.doi.org/10.15470/akznrb
Teucrium buxifolium,30SYJ32,---,https://www.doi.org/10.15470/akznrb
Equisetum ramosissimum,30SYJ34,---,https://www.doi.org/10.15470/akznrb
Equisetum telmateia,30SYJ34,---,https://www.doi.org/10.15470/akznrb
Helianthemum syriacum,30SXJ73,30SXJ7032,https://www.doi.org/10.15470/akznrb
Dorycnium hirsutum,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Euphorbia exigua exigua,30SXJ73,30SXJ7032,https://www.doi.org/10.15470/akznrb
Matthiola fruticulosa fruticulosa,30SXJ73,30SXJ7032,https://www.doi.org/10.15470/akznrb
Vicia cracca,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Amelanchier ovalis,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Hedera helix helix,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Saponaria ocymoides,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Aristolochia pistolochia,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Fumana scoparia,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Cytinus ruber,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Saxifraga latepetiolata,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Lathyrus pulcher,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Armeria alliacea alliacea,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Allium moly,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Erysimum nevadense,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Conopodium arvense,30SXJ82,30SXJ8029,https://www.doi.org/10.15470/akznrb
Asplenium fontanum fontanum,30SXK51,---,https://www.doi.org/10.15470/akznrb
Samolus valerandi,30SYK20,---,https://www.doi.org/10.15470/akznrb
Adiantum capillus-veneris,30SXK61,---,https://www.doi.org/10.15470/akznrb
Brachypodium phoenicoides,30TUM85,30TUM8358,https://www.doi.org/10.15470/akznrb
Ononis minutissima,30SYJ11,30SYJ1616,https://www.doi.org/10.15470/akznrb
Arenaria valentina,30SYJ32,30SYJ3621,https://www.doi.org/10.15470/akznrb
Helianthemum marifolium marifolium,30SYJ32,30SYJ3621,https://www.doi.org/10.15470/akznrb
Apium nodiflorum,30TUM30,30TUM3702,https://www.doi.org/10.15470/akznrb
Galium palustre,30TUM30,30TUM3702,https://www.doi.org/10.15470/akznrb
Elymus hispidus,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Salsola kali,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Vaccaria hispanica,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Rumex pulcher woodsii,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Bombycilaena discolor,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Centaurea solstitialis solstitialis,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Cuscuta approximata approximata,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Atriplex rosea,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Cerastium perfoliatum,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Nigella gallica,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Nigella gallica,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Caucalis platycarpos,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Eryngium campestre,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Hypecoum pendulum,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Ammoides pusilla,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Turgenia latifolia,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Scandix pecten-veneris,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Senecio vulgaris,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Picnomon acarna,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Xeranthemum inapertum,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Chondrilla juncea,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Centaurea melitensis,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Centaurea graminifolia,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Centaurea aspera aspera,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Papaver rhoeas,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Bromus rubens,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Biscutella auriculata,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Conringia orientalis,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Sisymbrium crassifolium,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Thlaspi perfoliatum,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Vulpia unilateralis,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Vicia peregrina,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Veronica praecox,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Valerianella discoidea,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Plantago albicans,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Centaurea solstitialis solstitialis,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Sisymbrium crassifolium,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Scandix australis microcarpa,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Medicago lupulina,30TUL67,30TUL6275,https://www.doi.org/10.15470/akznrb
Retama sphaerocarpa,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Elymus hispidus,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Cerastium perfoliatum,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Adonis aestivalis squarrosa,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Thapsia villosa,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Bupleurum rotundifolium,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Caucalis platycarpos,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Scorzonera angustifolia,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Lactuca serriola,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Mantisalca salmantica,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Camelina microcarpa,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Echinaria capitata,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Brachypodium distachyon,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Aegilops geniculata,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Rapistrum rugosum rugosum,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Salvia verbenaca,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Echium asperrimum,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Buglossoides arvensis arvensis,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Anchusa azurea,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Anchusa azurea,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Veronica praecox,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Reseda phyteuma,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Polygonum aviculare,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Sinapis arvensis,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Althaea hirsuta,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Silene vulgaris vulgaris,30TVL67,30TVL6275,https://www.doi.org/10.15470/akznrb
Pterocephalidium diandrum,30TUL67,30TUL6473,https://www.doi.org/10.15470/akznrb
Rhaponticum coniferum,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Alyssum simplex,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Veronica hederifolia,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Alyssum simplex,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Phleum arenarium,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Cerastium perfoliatum,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Consolida mauritanica,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Bupleurum rotundifolium,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Papaver argemone,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Papaver hybridum,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Hypecoum imberbe,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Hypecoum pendulum,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Papaver argemone,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Anacyclus clavatus,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Centaurea aspera aspera,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Bombycilaena erecta,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Taraxacum obovatum,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Dactylis glomerata hispanica,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Camelina microcarpa,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Camelina microcarpa,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Thlaspi perfoliatum,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Biscutella auriculata,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Vulpia unilateralis,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Sisymbrium crassifolium,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Hippocrepis commutata,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Dorycnium pentaphyllum pentaphyllum,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Medicago minima,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Vicia peregrina,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Helianthemum hirtum,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Trigonella monspeliaca,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
Scabiosa atropurpurea,30TUL68,30TUL6689,https://www.doi.org/10.15470/akznrb
