Taxon,UTM10x10,UTM1x1,Ref
Daphne gnidium,30TVK29,30TVK2091,https://www.doi.org/10.15470/akznrb
Rubia peregrina,30TVK29,30TVK2091,https://www.doi.org/10.15470/akznrb
Narcissus rupicola,30TVK29,30TVK2091,https://www.doi.org/10.15470/akznrb
Solanum dulcamara,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Ranunculus penicillatus,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Borago officinalis,30TVK29,30TVK2392,https://www.doi.org/10.15470/akznrb
Alisma lanceolatum,30TVK29,30TVK2392,https://www.doi.org/10.15470/akznrb
Hymenocarpos cornicina,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Retama sphaerocarpa,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Herniaria glabra,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Cucubalus baccifer,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Antirrhinum majus,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Asparagus acutifolius,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Elymus repens repens,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Glyceria declinata,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Aegilops triuncialis,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Agrostis castellana,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Carex divulsa,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Micropyrum tenellum,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Avena barbata lusitanica,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Lathyrus clymenum,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Trifolium tomentosum,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Tribulus terrestris,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Myosotis discolor dubia,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Solanum nigrum,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Ranunculus paludosus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Stellaria media,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Malva sylvestris,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Sinapis arvensis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Urtica dioica,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Urtica urens,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Anagallis monelli,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Salix salviifolia,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Polypogon monspeliensis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Phillyrea angustifolia,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Linaria spartea,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Parentucellia latifolia,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Plantago coronopus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Calendula arvensis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Centranthus calcitrapae,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Valerianella coronata,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Anacyclus clavatus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Andryala integrifolia,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Anacyclus clavatus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Polypogon viridis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Allium ampeloprasum,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Allium sphaerocephalon,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Orchis mascula,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Sherardia arvensis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Lolium rigidum,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Cyperus longus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Cynodon dactylon,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Bromus tectorum,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Bromus rubens,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Dactylis glomerata hispanica,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Polypogon viridis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Polypogon monspeliensis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Dorycnium pentaphyllum pentaphyllum,30TVK29,30TVK2592,https://www.doi.org/10.15470/akznrb
Juniperus oxycedrus oxycedrus,30TVK29,30TVK2592,https://www.doi.org/10.15470/akznrb
Malva hispanica,30TVK29,30TVK2592,https://www.doi.org/10.15470/akznrb
Agrostis castellana,30TVK29,30TVK2592,https://www.doi.org/10.15470/akznrb
Ruta montana,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Tordylium maximum,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Anchusa azurea,30TVK29,30TVK2592,https://www.doi.org/10.15470/akznrb
Lythrum salicaria,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Linaria saxatilis,30TVK29,30TVK2292,https://www.doi.org/10.15470/akznrb
Daphne gnidium,30TVK29,30TVK2392,https://www.doi.org/10.15470/akznrb
Ranunculus parviflorus,30TVK29,30TVK2393,https://www.doi.org/10.15470/akznrb
Viola kitaibeliana,30TVK29,30TVK2393,https://www.doi.org/10.15470/akznrb
Artemisia campestris,30TVK29,30TVK2393,https://www.doi.org/10.15470/akznrb
Ortegia hispanica,30TVK29,30TVK2493,https://www.doi.org/10.15470/akznrb
Hyacinthoides hispanica,30TVK29,30TVK2493,https://www.doi.org/10.15470/akznrb
Aira caryophyllea caryophyllea,30TVL29,30TVL2393,https://www.doi.org/10.15470/akznrb
Aristolochia paucinervis,30TVK29,30TVK2493,https://www.doi.org/10.15470/akznrb
Allium roseum,30TVK29,30TVK2493,https://www.doi.org/10.15470/akznrb
Rumex induratus,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Agrostis castellana,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Lonicera etrusca,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Antirrhinum graniticum,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Campanula rapunculus,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Misopates orontium,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Briza maxima,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Tamus communis,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Cynosurus echinatus,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Mercurialis annua,30TVK29,30TVK2192,https://www.doi.org/10.15470/akznrb
Cystopteris fragilis,30TVK29,30TVK2192,https://www.doi.org/10.15470/akznrb
Andryala integrifolia,30TVK29,30TVK2193,https://www.doi.org/10.15470/akznrb
Digitalis thapsi,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Allium guttatum sardoum,30TVL29,30TVL2193,https://www.doi.org/10.15470/akznrb
Taeniatherum caput-medusae,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Lythrum borysthenicum,30TVK29,30TVK2192,https://www.doi.org/10.15470/akznrb
Lythrum borysthenicum,30TVK29,30TVK2193,https://www.doi.org/10.15470/akznrb
Ortegia hispanica,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Papaver hybridum,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Juniperus oxycedrus oxycedrus,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Cystopteris fragilis,30TVK29,30TVK2193,https://www.doi.org/10.15470/akznrb
Asplenium billotii,30TVK29,---,https://www.doi.org/10.15470/akznrb
Salix salviifolia,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Ruta montana,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Sedum villosum villosum,30TVK19,30TVK1991,https://www.doi.org/10.15470/akznrb
Briza maxima,30TVK19,30TVK1991,https://www.doi.org/10.15470/akznrb
Lapsana communis,30TVK19,30TVK1991,https://www.doi.org/10.15470/akznrb
Elymus caninus,30TVK19,30TVK1991,https://www.doi.org/10.15470/akznrb
Alliaria petiolata,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Convolvulus arvensis,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Plantago afra,30TVK29,30TVK2190,https://www.doi.org/10.15470/akznrb
Centaurea ornata,30TVK29,30TVK2091,https://www.doi.org/10.15470/akznrb
Ortegia hispanica,30TVK19,30TVK1991,https://www.doi.org/10.15470/akznrb
Coronilla glauca,30TVK29,30TVK2091,https://www.doi.org/10.15470/akznrb
Arctium minus,30TVK29,30TVK2091,https://www.doi.org/10.15470/akznrb
Lythrum salicaria,30TVK19,30TVK1991,https://www.doi.org/10.15470/akznrb
Rorippa nasturtium-aquaticum,30TVK29,30TVK2392,https://www.doi.org/10.15470/akznrb
Paronychia argentea,30TVK29,30TVK2392,https://www.doi.org/10.15470/akznrb
Geranium dissectum,30TVK29,30TVK2091,https://www.doi.org/10.15470/akznrb
Silybum marianum,30TVK29,30TVK2091,https://www.doi.org/10.15470/akznrb
Scolymus hispanicus,30TVK29,30TVK2091,https://www.doi.org/10.15470/akznrb
Dianthus lusitanus,30TVK19,30TVK1991,https://www.doi.org/10.15470/akznrb
Cichorium intybus,30TVK29,30TVK2391,https://www.doi.org/10.15470/akznrb
Scandix pecten-veneris,30TVK29,30TVK2391,https://www.doi.org/10.15470/akznrb
Senecio jacobaea,30TVK29,30TVK2391,https://www.doi.org/10.15470/akznrb
Lactuca virosa,30TVK29,30TVK2391,https://www.doi.org/10.15470/akznrb
Medicago lupulina,30TVK29,30TVK2392,https://www.doi.org/10.15470/akznrb
Rumex conglomeratus,30TVK29,30TVK2392,https://www.doi.org/10.15470/akznrb
Pistorinia hispanica,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Vicia benghalensis,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Vincetoxicum nigrum,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Silene latifolia,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Cardamine hirsuta,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Lepidium heterophyllum,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Rumex acetosa acetosa,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Halimium umbellatum viscosum,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Plantago major,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Muscari comosum,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Astragalus pelecinus pelecinus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Trifolium tomentosum,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Juncus effusus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Sagina sabuletorum,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Fumaria reuteri,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Sedum album,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Coronilla scorpioides,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Astragalus hamosus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Trifolium angustifolium,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Trifolium glomeratum,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Trigonella polyceratia,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Vicia lathyroides,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Epilobium palustre,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Ornithopus compressus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Melilotus indicus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Medicago littoralis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Lupinus angustifolius,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Lamium amplexicaule,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Rosmarinus officinalis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Echium plantagineum,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Spergula arvensis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Spergularia purpurea,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Spergularia purpurea,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Stellaria pallida,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Silene gallica,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Ortegia hispanica,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Petrorhagia nanteuilii,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Fumaria capreolata,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Cardamine hirsuta,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Cardamine hirsuta,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Diplotaxis virgata virgata,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Lobularia maritima maritima,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Polygonum lapathifolium,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Rumex crispus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Rumex papillaris,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Rumex papillaris,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Salsola kali,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Alyssum granatense,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Brassica barrelieri,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Hypochaeris glabra,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Lactuca tenerrima,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Callitriche brutia,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Plantago lanceolata,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Centaurea melitensis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Chamaemelum nobile,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Crepis vesicaria,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Carduus pycnocephalus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Orobanche minor,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Calepina irregularis,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Aira cupaniana,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Senecio gallicus,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Senecio vulgaris,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Sonchus asper,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Tanacetum vulgare,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Tolpis barbata,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Juncus bufonius,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Mantisalca salmantica,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Hypericum humifusum,30TVK29,30TVK2592,https://www.doi.org/10.15470/akznrb
Polygonum arenastrum,30TVK29,30TVK2592,https://www.doi.org/10.15470/akznrb
Juncus effusus,30TVK29,30TVK2592,https://www.doi.org/10.15470/akznrb
Picnomon acarna,30TVK29,30TVK2592,https://www.doi.org/10.15470/akznrb
Galium palustre,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Rubus ulmifolius,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Polygonum bellardii,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Rumex pulcher woodsii,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Coronilla repanda dura,30TVK29,30TVK2393,https://www.doi.org/10.15470/akznrb
Lonicera etrusca,30TVK29,30TVK2393,https://www.doi.org/10.15470/akznrb
Mentha suaveolens,30TVK29,30TVK2493,https://www.doi.org/10.15470/akznrb
Trifolium campestre,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Trifolium hirtum,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Petrorhagia nanteuilii,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Pterocephalidium diandrum,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Helichrysum stoechas,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Tolpis barbata,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Rumex conglomeratus,30TVK29,30TVK2192,https://www.doi.org/10.15470/akznrb
Arbutus unedo,30TVK29,30TVK2193,https://www.doi.org/10.15470/akznrb
Lonicera etrusca,30TVK29,30TVK2193,https://www.doi.org/10.15470/akznrb
Quercus ilex ballota,30TVK29,30TVK2194,https://www.doi.org/10.15470/akznrb
Dianthus lusitanus,30TVK29,30TVK2092,https://www.doi.org/10.15470/akznrb
Sedum brevifolium,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Sedum hirsutum,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Ornithopus compressus,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Phagnalon saxatile,30TVK29,30TVK2093,https://www.doi.org/10.15470/akznrb
Pistacia terebinthus,30TVK29,30TVK2193,https://www.doi.org/10.15470/akznrb
Jasminum fruticans,30TVK29,30TVK2193,https://www.doi.org/10.15470/akznrb
Malva tournefortiana,30TVK19,30TVK1991,https://www.doi.org/10.15470/akznrb
Lysimachia vulgaris,30TVK19,30TVK1991,https://www.doi.org/10.15470/akznrb
Agrostis castellana,30TVK29,30TVK2492,https://www.doi.org/10.15470/akznrb
Teucrium gnaphalodes,30TVK67,---,https://www.doi.org/10.15470/akznrb
Rumex pulcher woodsii,30TVK29,30TVK2491,https://www.doi.org/10.15470/akznrb
Sedum gypsicola,30TVK56,---,https://www.doi.org/10.15470/akznrb
Melilotus indicus,30TVK56,30TVK5564,https://www.doi.org/10.15470/akznrb
Prangos trifida,30TVK56,30TVK5464,https://www.doi.org/10.15470/akznrb
Conium maculatum,30TVK56,30TVK5464,https://www.doi.org/10.15470/akznrb
Thymus zygis sylvestris,30TVK56,30TVK5465,https://www.doi.org/10.15470/akznrb
Ammi majus,30TVK56,30TVK5465,https://www.doi.org/10.15470/akznrb
Ortegia hispanica,30TVK18,---,https://www.doi.org/10.15470/akznrb
Geranium dissectum,30TVK18,30TVK1282,https://www.doi.org/10.15470/akznrb
Echinaria capitata,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Neatostema apulum,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Reseda phyteuma,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Astragalus sesameus,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Androsace maxima,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Diplotaxis virgata virgata,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Helianthemum cinereum rotundifolium,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Hordeum murinum leporinum,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Hirschfeldia incana,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Sedum caespitosum,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Alyssum simplex,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Biscutella auriculata,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Descurainia sophia,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Buglossoides arvensis arvensis,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Euphorbia serrata,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Senecio vulgaris,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Calendula arvensis,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Stellaria media,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Hypecoum pendulum,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Eruca vesicaria,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Minuartia hybrida hybrida,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Lamium amplexicaule,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Erodium cicutarium,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Trifolium sylvaticum,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Trifolium campestre,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Bromus madritensis,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Trifolium retusum,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Medicago orbicularis,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Melilotus indicus,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Astragalus hamosus,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Chrozophora tinctoria,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Chamaesyce canescens canescens,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Phlomis herba-venti,30TVK45,30TVK4452,https://www.doi.org/10.15470/akznrb
Vulpia ciliata ciliata,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Filago pygmaea,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Helminthotheca echioides,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Elymus campestris,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Vulpia unilateralis,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Echinaria capitata,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Bromus madritensis,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Helianthemum salicifolium,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Silene colorata,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Eruca vesicaria,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Valerianella coronata,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Parentucellia viscosa,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Hippocrepis ciliata,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Hedypnois cretica,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Plantago afra,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Neatostema apulum,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Herniaria cinerea,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Minuartia hybrida hybrida,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Adonis microcarpa,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Alyssum alyssoides,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Asterolinon linum-stellatum,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Erodium ciconium,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Cerastium semidecandrum,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Diplotaxis virgata virgata,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Matthiola fruticulosa fruticulosa,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Lepidium subulatum,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Cardaria draba draba,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Sanguisorba verrucosa,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Stipa lagascae,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Chaenorhinum rubrifolium rubrifolium,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Daucus carota maximus,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Gypsophila struthium struthium,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Cichorium intybus,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Senecio jacobaea,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Ammi visnaga,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Lactuca serriola,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Althaea officinalis,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Verbascum sinuatum,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Sonchus crassifolius,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Limonium toletanum,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Reseda stricta stricta,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Cynodon dactylon,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Agrostis stolonifera,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Elymus repens repens,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Verbena officinalis,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Medicago orbicularis,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Linaria amethystea amethystea,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Gypsophila tomentosa,30TVK44,30TVK4447,https://www.doi.org/10.15470/akznrb
Tetragonolobus maritimus,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Cirsium vulgare,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Elymus repens repens,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Melica ciliata,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Convolvulus arvensis,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Anacyclus clavatus,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Cichorium intybus,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Centaurea melitensis,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Hordeum marinum,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Tragopogon porrifolius,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Tragopogon porrifolius,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Juncus maritimus,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Bromus sterilis,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Bromus madritensis,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Geranium dissectum,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Cynodon dactylon,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Sonchus crassifolius,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Marrubium vulgare,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
