Taxon,UTM10x10,UTM1x1,References
Chenopodium chenopodioides,30SYH29,30SYH2697,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-9"
Ziziphora aragonensis,30SYH19,30SYH1296,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-12"
Festuca paniculata paui,30SXJ75,30SXJ7555,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-18"
Festuca plicata,30SXJ75,30SXJ7555,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-19"
Filago fuscescens,30SYK32,30SYK3820,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-20"
Heliotropium supinum,30SXH87,30SXH8178,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-25"
Heliotropium supinum,30SYH29,30SYH2697,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-26"
Heliotropium supinum,30SYH29,30SYH2596,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-27"
Heliotropium supinum,30SYH29,30SYH2696,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-28"
Hieracium bourgaei,30TYK03,30TYK0337,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-29"
Micropus supinus,30SXJ91,30SXJ9312,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-31"
Microcnemum coralloides coralloides,30SXH87,30SXH8570,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-32"
Microcnemum coralloides coralloides,30SXH87,30SXH8670,"Mateo-Sanz, G., & Peris-Figuerola, J. I. (2023) De flora valentina, XXV. Flora Montibérica 86, 3-33"
