Taxon,UTM10x10,UTM1x1,Ref,References
Quercus robur broteroana,29TQE16,29TQE1567,NA,https://doi.org/10.15470/j3rugb
Silene inaperta,29TQE16,29TQE1567,NA,https://doi.org/10.15470/j3rugb
Dactyloctenium aegyptium,29SQD50,29SQD5209,NA,https://doi.org/10.15470/j3rugb
Dittrichia revoluta,29SNB43,29SNB4432,NA,https://doi.org/10.15470/j3rugb
Muscari comosum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Scorzonera hispanica crispatula,30TXN91,30TXN9916,NA,https://doi.org/10.15470/j3rugb
Coronilla minima minima,NA,NA,NA,https://doi.org/10.15470/j3rugb
Dianthus hyssopifolius hyssopifolius,NA,NA,NA,https://doi.org/10.15470/j3rugb
Antirrhinum braun-blanquetii,NA,NA,NA,https://doi.org/10.15470/j3rugb
Koeleria vallesiana vallesiana,29SND06,29SND0766,NA,https://doi.org/10.15470/j3rugb
Avenula sulcata occidentalis,29SND06,29SND0664,NA,https://doi.org/10.15470/j3rugb
Centaurium erythraea,29TPG56,29TPG5867,NA,https://doi.org/10.15470/j3rugb
Agrostis nebulosa,30TWN23,30TWN2731,NA,https://doi.org/10.15470/j3rugb
Carex sylvatica sylvatica,30TWN24,30TWN2741,NA,https://doi.org/10.15470/j3rugb
Pimpinella peregrina,30TWN24,30TWN2342,NA,https://doi.org/10.15470/j3rugb
Trisetum loeflingianum,30SWJ91,30SWJ9114,NA,https://doi.org/10.15470/j3rugb
Abutilon theophrasti,30TVL81,30TVL8610,NA,https://doi.org/10.15470/j3rugb
Lamarckia aurea,30T0444,30T044248,NA,https://doi.org/10.15470/j3rugb
Reseda stricta stricta,NA,NA,NA,https://doi.org/10.15470/j3rugb
Odontites vernus,30T0455,30T045252,NA,https://doi.org/10.15470/j3rugb
Centaurea alba alba,30T0465,30T046454,NA,https://doi.org/10.15470/j3rugb
Sideritis leucantha leucantha,30SYH13,30SYH1535,NA,https://doi.org/10.15470/j3rugb
Hoffmannseggia glauca,30SYH14,30SYH1849,NA,https://doi.org/10.15470/j3rugb
Cheilanthes acrostica,30TWN93,30TWN9839,NA,https://doi.org/10.15470/j3rugb
Hordeum hystrix,30TXN03,30TXN0234,NA,https://doi.org/10.15470/j3rugb
Poa trivialis feratiana,NA,NA,NA,https://doi.org/10.15470/j3rugb
Galium parisiense parisiense,NA,NA,NA,https://doi.org/10.15470/j3rugb
Nassella neesiana,30TVN99,30TVN9994,NA,https://doi.org/10.15470/j3rugb
Anthoxanthum amarum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Epilobium hirsutum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Paspalum distichum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Bupleurum gerardi,NA,NA,NA,https://doi.org/10.15470/j3rugb
Filago gallica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Acer monspessulanum,30TWN25,30TWN2453,NA,https://doi.org/10.15470/j3rugb
Ludwigia grandiflora,NA,NA,NA,https://doi.org/10.15470/j3rugb
Impatiens parviflora,NA,NA,NA,https://doi.org/10.15470/j3rugb
Prunus lusitanica,30TWN52,30TWN5724,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWN23,30TWN2836,NA,https://doi.org/10.15470/j3rugb
Quercus rubra,30TWN33,30TWN3036,NA,https://doi.org/10.15470/j3rugb
Primula elatior,30TWN23,30TWN2337,NA,https://doi.org/10.15470/j3rugb
Primula acaulis,30TWN33,30TWN3036,NA,https://doi.org/10.15470/j3rugb
Quercus subpyrenaica,31TBE56,31TBE5965,NA,https://doi.org/10.15470/j3rugb
Helianthemum croceum,30TWM86,30TWM8365,NA,https://doi.org/10.15470/j3rugb
Helianthemum cinereum,30TWL80,30TWL8202,NA,https://doi.org/10.15470/j3rugb
Cistus clusii,30SVG77,NA,NA,https://doi.org/10.15470/j3rugb
Quercus canariensis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Genista hispanica,30TWN52,30TWN5821,NA,https://doi.org/10.15470/j3rugb
Genista eliassennenii,30TVN94,30TVN9943,NA,https://doi.org/10.15470/j3rugb
Genista hispanica,30TYN01,30TYN0011,NA,https://doi.org/10.15470/j3rugb
Betula pendula,30TWN24,30TWN2241,NA,https://doi.org/10.15470/j3rugb
Betula papyrifera,30TWN24,30TWN2241,NA,https://doi.org/10.15470/j3rugb
Thuja orientalis,30TWN24,30TWN2645,NA,https://doi.org/10.15470/j3rugb
Juglans regia,30TWN24,30TWN2341,NA,https://doi.org/10.15470/j3rugb
Robinia pseudoacacia,30TWN24,30TWN2241,NA,https://doi.org/10.15470/j3rugb
Picea smithiana,30TWN24,30TWN2341,NA,https://doi.org/10.15470/j3rugb
Genista hispanica,30TXN50,30TXN5604,NA,https://doi.org/10.15470/j3rugb
Acer negundo,30TWN24,30TWN2341,NA,https://doi.org/10.15470/j3rugb
Sorbus mougeotii,30TYN01,30TYN0210,NA,https://doi.org/10.15470/j3rugb
Salix salviifolia,NA,NA,NA,https://doi.org/10.15470/j3rugb
Pterocarya rehderiana,30TWN08,30TWN0688,NA,https://doi.org/10.15470/j3rugb
Eragrostis curvula,30TWN06,30TWN0668,NA,https://doi.org/10.15470/j3rugb
Eleusine tristachya,30TXP21,NA,NA,https://doi.org/10.15470/j3rugb
Eleusine indica,30TXP22,NA,NA,https://doi.org/10.15470/j3rugb
Helianthemum oelandicum,30TXN75,30TXN7758,NA,https://doi.org/10.15470/j3rugb
Rapistrum rugosum,30TXM13,NA,NA,https://doi.org/10.15470/j3rugb
Salix alba,30TXP41,NA,NA,https://doi.org/10.15470/j3rugb
Genista umbellata,30SVF69,NA,NA,https://doi.org/10.15470/j3rugb
Salix atrocinerea,30TXN78,NA,NA,https://doi.org/10.15470/j3rugb
Agropyron cristatum pectinatum,30TXM17,30TXM1076,NA,https://doi.org/10.15470/j3rugb
Raphanus raphanistrum maritimus,30TXP41,NA,NA,https://doi.org/10.15470/j3rugb
Helianthemum apenninum,30SWG42,NA,NA,https://doi.org/10.15470/j3rugb
Hieracium carroceranum,30TTN55,30TTN5551,NA,https://doi.org/10.15470/j3rugb
Hieracium paleoscense,31TBH61,31TBH6012,NA,https://doi.org/10.15470/j3rugb
Hieracium megalaniferum,31TBH61,31TBH6012,NA,https://doi.org/10.15470/j3rugb
Hieracium solsonense,31TCG76,31TCG7765,NA,https://doi.org/10.15470/j3rugb
Hieracium queraltense,31TCG96,31TCG9865,NA,https://doi.org/10.15470/j3rugb
Hieracium olivaceum,31TCG96,31TCG9865,NA,https://doi.org/10.15470/j3rugb
Hieracium beudense,31TDG77,31TDG7578,NA,https://doi.org/10.15470/j3rugb
Hieracium olivaceum,31TDG77,31TDG7677,NA,https://doi.org/10.15470/j3rugb
Hieracium fortunatense,31TBH71,31TBH7015,NA,https://doi.org/10.15470/j3rugb
Hieracium laricense,31TDG39,31TDG3093,NA,https://doi.org/10.15470/j3rugb
Hieracium levicaule,30TTN95,30TTN9153,NA,https://doi.org/10.15470/j3rugb
Hieracium lividum,31TCH43,31TCH4335,NA,https://doi.org/10.15470/j3rugb
Hieracium gymnerosulum,30TXN93,30TXN9935,NA,https://doi.org/10.15470/j3rugb
Hieracium levicaule,30TTN86,30TTN8764,NA,https://doi.org/10.15470/j3rugb
Hieracium lividum,31TCH43,31TCH4532,NA,https://doi.org/10.15470/j3rugb
Hieracium paleoscense,31TBG78,31TBG7087,NA,https://doi.org/10.15470/j3rugb
Hieracium paleoscense,31TBH71,31TBH7016,NA,https://doi.org/10.15470/j3rugb
Hieracium paleoscense,31TBH61,31TBH6111,NA,https://doi.org/10.15470/j3rugb
Hieracium aemilianense,29TQH45,29TQH4053,NA,https://doi.org/10.15470/j3rugb
Hieracium abelganum,29TQH45,29TQH4053,NA,https://doi.org/10.15470/j3rugb
Hieracium boixolense,31TCG46,31TCG4869,NA,https://doi.org/10.15470/j3rugb
Hieracium escalantiae,30TVN12,30TVN1127,NA,https://doi.org/10.15470/j3rugb
Hieracium escalantiae,30TVN12,30TVN1127,NA,https://doi.org/10.15470/j3rugb
Hieracium escalantiae,30TVN02,30TVN0229,NA,https://doi.org/10.15470/j3rugb
Hieracium escalantiae,30TVN02,30TVN0228,NA,https://doi.org/10.15470/j3rugb
Hieracium olivaceum,31TDG06,31TDG0262,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM06,30TWM0668,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM06,30TWM0669,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM06,30TWM0668,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TVM84,30TVM8942,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM44,30TWM4345,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM44,NA,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM44,30TWM4147,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM44,NA,NA,https://doi.org/10.15470/j3rugb
Cyperus longus badius,30TVL25,30TVL2952,NA,https://doi.org/10.15470/j3rugb
Legousia castellana,30TVL35,30TVL3052,NA,https://doi.org/10.15470/j3rugb
Alyssum _,30TVN31,30TVN3611,NA,https://doi.org/10.15470/j3rugb
Festuca ampla,30TVL04,30TVL0942,NA,https://doi.org/10.15470/j3rugb
Hieracium bowlesianum,31TCG18,31TCG1389,NA,https://doi.org/10.15470/j3rugb
Hieracium sahunianum,31TDG39,31TDG3092,NA,https://doi.org/10.15470/j3rugb
Hieracium langei thlaspiifolium,31TCH62,31TCH6720,NA,https://doi.org/10.15470/j3rugb
Hieracium cerinthoides,31TCH43,31TCH4335,NA,https://doi.org/10.15470/j3rugb
Hieracium palatosilense,31TCH43,31TCH4335,NA,https://doi.org/10.15470/j3rugb
Hieracium phlomoides,31TCG18,31TCG1389,NA,https://doi.org/10.15470/j3rugb
Hieracium olivaceum,31TBH71,31TBH7016,NA,https://doi.org/10.15470/j3rugb
Hieracium orteganum,31TCG46,31TCG4269,NA,https://doi.org/10.15470/j3rugb
Hieracium areuense,31TCH62,31TCH6720,NA,https://doi.org/10.15470/j3rugb
Hieracium leioscense,31TBH61,31TBH6012,NA,https://doi.org/10.15470/j3rugb
Hieracium mansanetianum pyrenaicum,31TCG96,31TCG9865,NA,https://doi.org/10.15470/j3rugb
Hieracium rocauroense,31TCG96,31TCG9865,NA,https://doi.org/10.15470/j3rugb
Hieracium vegacerveranum,30TTN95,30TTN9153,NA,https://doi.org/10.15470/j3rugb
Hieracium valirense canaldense,31TCG46,31TCG4869,NA,https://doi.org/10.15470/j3rugb
Hieracium valirense canaldense,31TCG47,31TCG4970,NA,https://doi.org/10.15470/j3rugb
Hieracium escalonense,31TBH61,31TBH6012,NA,https://doi.org/10.15470/j3rugb
Hieracium pseudofortunatense,31TBH71,31TBH7015,NA,https://doi.org/10.15470/j3rugb
Hieracium sericoscense,31TBH61,31TBH6111,NA,https://doi.org/10.15470/j3rugb
Hieracium dermophyllum,29TQH45,29TQH4451,NA,https://doi.org/10.15470/j3rugb
Hieracium osejense,30TUN37,30TUN3474,NA,https://doi.org/10.15470/j3rugb
Veronica anagallis-aquatica,30SVJ60,30SVJ6909,NA,https://doi.org/10.15470/j3rugb
Delphinium obcordatum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ammi majus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Sisymbrium crassifolium laxiflorum,30SVG13,30SVG1831,NA,https://doi.org/10.15470/j3rugb
Vicia lutea,30SVG61,30SVG6410,NA,https://doi.org/10.15470/j3rugb
Arthrocnemum macrostachyum,31TDH95,31TDH9957,NA,https://doi.org/10.15470/j3rugb
Casuarina cunninghamiana,30SYH15,30SYH1751,NA,https://doi.org/10.15470/j3rugb
Eragrostis barrelieri,30SYH25,30SYH2351,NA,https://doi.org/10.15470/j3rugb
Inula crithmoides,30SYH14,30SYH1640,NA,https://doi.org/10.15470/j3rugb
Persicaria amphibia,30TVN26,30TVN2261,NA,https://doi.org/10.15470/j3rugb
Myriolimon ferulaceum,29SNB50,29SNB5906,NA,https://doi.org/10.15470/j3rugb
Suaeda vera,29SVJ33,29SVJ3832,NA,https://doi.org/10.15470/j3rugb
Cachrys sicula,29SVJ33,29SVJ3833,NA,https://doi.org/10.15470/j3rugb
Triticum aestivum,30SYH14,30SYH1646,NA,https://doi.org/10.15470/j3rugb
Setaria adherens,30SYH25,30SYH2451,NA,https://doi.org/10.15470/j3rugb
Guizotia abyssinica,30SYH25,30SYH2551,NA,https://doi.org/10.15470/j3rugb
Heliotropium curassavicum,30SXG01,30SXG0316,NA,https://doi.org/10.15470/j3rugb
Tamarix aphylla,30SYH24,30SYH2548,NA,https://doi.org/10.15470/j3rugb
Spergularia diandra,30SQB21,30SQB2312,NA,https://doi.org/10.15470/j3rugb
Sideritis sericea,30SXJ81,30SXJ8610,NA,https://doi.org/10.15470/j3rugb
Digitalis obscura,30SYJ01,30SYJ0118,NA,https://doi.org/10.15470/j3rugb
Carthamus lanatus,30SYH25,30SYH2452,NA,https://doi.org/10.15470/j3rugb
Anthyllis tejedensis,30SVF18,30SVF1186,NA,https://doi.org/10.15470/j3rugb
Datura innoxia,30SYH25,30SYH2050,NA,https://doi.org/10.15470/j3rugb
Ipomoea purpurea,30SYH24,30SYH2648,NA,https://doi.org/10.15470/j3rugb
Rhaponticum repens,30SYH25,30SYH2452,NA,https://doi.org/10.15470/j3rugb
Vulpia alopecurus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Arenaria grandiflora,NA,NA,NA,https://doi.org/10.15470/j3rugb
Nigella hispanica,30TVN73,30TVN7734,NA,https://doi.org/10.15470/j3rugb
Berberis vulgaris seroi,NA,NA,NA,https://doi.org/10.15470/j3rugb
Linum suffruticosum appressum,30TWN25,30TWN2652,NA,https://doi.org/10.15470/j3rugb
Festuca picoeuropeana,30TVN48,30TVN4980,NA,https://doi.org/10.15470/j3rugb
Euphrasia alpina,31TBH72,31TBH7728,NA,https://doi.org/10.15470/j3rugb
Reseda valentina,30SXH95,30SXH9658,NA,https://doi.org/10.15470/j3rugb
Kickxia lanigera,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cymbalaria muralis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Althernanthera philoxeroides,30TWN93,30TWN9430,NA,https://doi.org/10.15470/j3rugb
Pilosella _,29TQH35,29TQH3854,NA,https://doi.org/10.15470/j3rugb
Hieracium valirense,31TCG77,31TCG7874,NA,https://doi.org/10.15470/j3rugb
Hieracium viscosum,30TUN95,30TUN9253,NA,https://doi.org/10.15470/j3rugb
Hieracium alatum pyrenaeojurassicum,30TUN37,30TUN3473,NA,https://doi.org/10.15470/j3rugb
Hieracium vestitum,30TTK77,30TTK7270,NA,https://doi.org/10.15470/j3rugb
Hieracium vestitum,30TTK66,30TTK6868,NA,https://doi.org/10.15470/j3rugb
Hieracium aragonense aragonense,30TWN52,30TWN5220,NA,https://doi.org/10.15470/j3rugb
Hieracium aragonense aragonense,30TWN11,30TWN1918,NA,https://doi.org/10.15470/j3rugb
Mimulus moschatus,30TTK67,30TTK6772,NA,https://doi.org/10.15470/j3rugb
Mimulus moschatus,30TTK67,30TTK6772,NA,https://doi.org/10.15470/j3rugb
Gentiana verna verna,NA,NA,NA,https://doi.org/10.15470/j3rugb
Valeriana apula,NA,NA,NA,https://doi.org/10.15470/j3rugb
Gentiana angustifolia corbariensis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Polystichum lonchitis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Reseda glauca,NA,NA,NA,https://doi.org/10.15470/j3rugb
Linaria alpina,NA,NA,NA,https://doi.org/10.15470/j3rugb
Petrocoptis pyrenaica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Minuartia villarii,NA,NA,NA,https://doi.org/10.15470/j3rugb
Erigeron alpinus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Helictotrichon sedenense,NA,NA,NA,https://doi.org/10.15470/j3rugb
Brassica repanda cantabrica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Astragalus hypoglottis hypoglottis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Astragalus hypoglottis hypoglottis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Salix atrocinerea,NA,NA,NA,https://doi.org/10.15470/j3rugb
Genista pilosa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Genista legionensis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Argyrolobium zanonii zanonii,NA,NA,NA,https://doi.org/10.15470/j3rugb
Thymelaea ruizii,NA,NA,NA,https://doi.org/10.15470/j3rugb
Convolvulus lineatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Viola arvensis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Jasione crispa brevisepala,NA,NA,NA,https://doi.org/10.15470/j3rugb
Helictotrichon sedenense sedenense,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lamarckia aurea,NA,NA,NA,https://doi.org/10.15470/j3rugb
Anthyllis vulneraria,NA,NA,NA,https://doi.org/10.15470/j3rugb
Anchusa undulata undulata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Biserrula pelecinus,30TVL35,30TVL3353,NA,https://doi.org/10.15470/j3rugb
Vicia sativa cordata,30TVL25,30TVL2850,NA,https://doi.org/10.15470/j3rugb
Vicia sativa nigra,30TVL12,30TVL1426,NA,https://doi.org/10.15470/j3rugb
Isoetes setaceum,30TVL24,30TVL2046,NA,https://doi.org/10.15470/j3rugb
Stachys officinalis officinalis,30TVL34,30TVL3449,NA,https://doi.org/10.15470/j3rugb
Astragalus incanus macrorhizus,30TVL05,30TVL0550,NA,https://doi.org/10.15470/j3rugb
Omphalodes linifolia,30TVL45,30TVL4456,NA,https://doi.org/10.15470/j3rugb
Myosotis discolor,30TVL13,30TVL1337,NA,https://doi.org/10.15470/j3rugb
Gladiolus illyricus,30TVL24,30TVL2046,NA,https://doi.org/10.15470/j3rugb
Bupleurum baldense baldense,30TVL25,30TVL2153,NA,https://doi.org/10.15470/j3rugb
Valerianella carinata,30TVL35,30TVL3252,NA,https://doi.org/10.15470/j3rugb
Carex divulsa leersii,30TVL35,30TVL3254,NA,https://doi.org/10.15470/j3rugb
Cyperus longus badius,30TVL25,30TVL2952,NA,https://doi.org/10.15470/j3rugb
Trifolium pratense,30TVL34,30TVL3448,NA,https://doi.org/10.15470/j3rugb
Carex cuprina,30TVL25,30TVL2952,NA,https://doi.org/10.15470/j3rugb
Legousia castellana,30TVL35,30TVL3052,NA,https://doi.org/10.15470/j3rugb
Jasione montana,30TVL02,30TVL0724,NA,https://doi.org/10.15470/j3rugb
Carex elata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Teucrium dunense dunense,30SYJ39,30SYJ3997,NA,https://doi.org/10.15470/j3rugb
Rhinanthus serotinus,29TQJ31,29TQJ3117,NA,https://doi.org/10.15470/j3rugb
Plantago maritima,30TTP62,30TTP6029,NA,https://doi.org/10.15470/j3rugb
Arctium minus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Torilis arvensis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Astragalus alopecuroides,30TUM84,30TUM8443,NA,https://doi.org/10.15470/j3rugb
Polypodium cambricum cambricum,29TPF96,29TPF9260,NA,https://doi.org/10.15470/j3rugb
Simethis mattiazzi,30TWN53,30TWN5537,NA,https://doi.org/10.15470/j3rugb
Eryngium dilatatum,30S0554,30S055943,NA,https://doi.org/10.15470/j3rugb
Polycnemum arvense,30T0536,30T053463,NA,https://doi.org/10.15470/j3rugb
Pentaglottis sempervirens,30T0465,30T046055,NA,https://doi.org/10.15470/j3rugb
Macrosyringion longiflorum,30S0643,30S064534,NA,https://doi.org/10.15470/j3rugb
Chaenorhinum rubrifolium,NA,NA,NA,https://doi.org/10.15470/j3rugb
Arenaria conimbricensis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Geranium pusillum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lagoecia cuminoides,30T0474,30T047748,NA,https://doi.org/10.15470/j3rugb
Salsola tragus,30TVK43,30TVK4930,NA,https://doi.org/10.15470/j3rugb
Glycyrrhiza glabra,NA,NA,NA,https://doi.org/10.15470/j3rugb
Minuartia hybrida,30SXJ21,30SXJ2419,NA,https://doi.org/10.15470/j3rugb
Thymus mastichina,NA,NA,NA,https://doi.org/10.15470/j3rugb
Rumex induratus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lemna minor,NA,NA,NA,https://doi.org/10.15470/j3rugb
Myriophyllum spicatum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hieracium calcimoncayense,30TXM01,30TXM0219,NA,https://doi.org/10.15470/j3rugb
Hieracium maculatum,30TYK07,30TYK0173,NA,https://doi.org/10.15470/j3rugb
Hieracium maculatum,30TYK07,30TYK0173,NA,https://doi.org/10.15470/j3rugb
Hieracium bicolor,31TCH30,31TCH3507,NA,https://doi.org/10.15470/j3rugb
Hieracium bicolor,30TCH30,30TCH3505,NA,https://doi.org/10.15470/j3rugb
Hieracium arguisianum,30TYM18,30TYM1286,NA,https://doi.org/10.15470/j3rugb
Hieracium hozense,30TXK96,30TXK9168,NA,https://doi.org/10.15470/j3rugb
Hieracium vellereum maladettae,31TCG47,31TCG4778,NA,https://doi.org/10.15470/j3rugb
Hieracium cerinthoides cerinthoides,31TBH92,31TBH9823,NA,https://doi.org/10.15470/j3rugb
Hieracium hirsutum,29TPH58,29TPH5881,NA,https://doi.org/10.15470/j3rugb
Hieracium nigrolegionense,30TTN74,30TTN7743,NA,https://doi.org/10.15470/j3rugb
Hieracium murlainzii,30TTN74,30TTN7743,NA,https://doi.org/10.15470/j3rugb
Hieracium aurigeranum,31TDG22,31TDG2829,NA,https://doi.org/10.15470/j3rugb
Hieracium nobile nobile,31TDG54,31TDG5243,NA,https://doi.org/10.15470/j3rugb
Hieracium adenocerinthoides,31TCG47,31TCG4578,NA,https://doi.org/10.15470/j3rugb
Hieracium cerinthoides cerinthoides,31TCH02,31TCH0628,NA,https://doi.org/10.15470/j3rugb
Hieracium laniferum hastile,31TCG96,31TCG9865,NA,https://doi.org/10.15470/j3rugb
Hieracium planchonianum,31TDG29,31TDG2399,NA,https://doi.org/10.15470/j3rugb
Hieracium glaucinum,31TDH50,31TDH5109,NA,https://doi.org/10.15470/j3rugb
Hieracium alatum,31TCH84,31TCH8247,NA,https://doi.org/10.15470/j3rugb
Hieracium langei,30TWN16,30TWN1765,NA,https://doi.org/10.15470/j3rugb
Hieracium murlainzii,30TUN34,30TUN3048,NA,https://doi.org/10.15470/j3rugb
Hieracium murlainzii,30TTN74,30TTN7244,NA,https://doi.org/10.15470/j3rugb
Hieracium murlainzii,30TTN74,30TTN7744,NA,https://doi.org/10.15470/j3rugb
Hieracium concadaltense,31TCG28,31TCG2781,NA,https://doi.org/10.15470/j3rugb
