Taxon,UTM10x10,UTM1x1,Ref,References
Narcissus major,30TWN34,30TWN3644,NA,https://doi.org/10.15470/j3rugb
Hieracium viride,31TCH90,31TCH9901,NA,https://doi.org/10.15470/j3rugb
Hieracium incisoides,31TDH00,31TDH0002,NA,https://doi.org/10.15470/j3rugb
Hieracium incisoides,31TCG66,31TCG6969,NA,https://doi.org/10.15470/j3rugb
Ludwigia grandiflora,30TXP42,NA,NA,https://doi.org/10.15470/j3rugb
Luzula nutans,30TXN84,NA,NA,https://doi.org/10.15470/j3rugb
Hydrocharis morsus-ranae,30TXP32,NA,NA,https://doi.org/10.15470/j3rugb
Conyza sumatrensis,30TXP21,NA,NA,https://doi.org/10.15470/j3rugb
Holcus lanatus,30TXP61,NA,NA,https://doi.org/10.15470/j3rugb
Erodium cicutarium cicutarium,30TWN02,30TWN0526,NA,https://doi.org/10.15470/j3rugb
Myosotis lamottiana,30TVN67,30TVN6576,NA,https://doi.org/10.15470/j3rugb
Stipa iberica pauneroana,30TWM95,30TWM9059,NA,https://doi.org/10.15470/j3rugb
Lotus corniculatus,30TXP22,NA,NA,https://doi.org/10.15470/j3rugb
Lotus creticus creticus,30SWF16,NA,NA,https://doi.org/10.15470/j3rugb
Lotus tenuis,30TWN24,30TWN2143,NA,https://doi.org/10.15470/j3rugb
Lolium multiflorum,30TWN24,30TWN2743,NA,https://doi.org/10.15470/j3rugb
Lepidium virginicum,30TVP70,NA,NA,https://doi.org/10.15470/j3rugb
Ophrys picta,30TUN94,30TUN9944,NA,https://doi.org/10.15470/j3rugb
Ophrys picta,30TUN84,30TUN8243,NA,https://doi.org/10.15470/j3rugb
Ophrys picta,30TVN03,30TVN0032,NA,https://doi.org/10.15470/j3rugb
Serratula tinctoria seoanei,29TQJ23,29TQJ2230,NA,https://doi.org/10.15470/j3rugb
Daphne gnidium,30SUD08,30SUD0183,NA,https://doi.org/10.15470/j3rugb
Thymus munbyanus mastigophorus,30TWN34,30TWN3448,NA,https://doi.org/10.15470/j3rugb
Aegilops cylindrica,30SYH48,30SYH4282,NA,https://doi.org/10.15470/j3rugb
Crepis alpina,30TVK89,30TVK8599,NA,https://doi.org/10.15470/j3rugb
Euphorbia nicaeensis,30TVK99,30TVK9392,NA,https://doi.org/10.15470/j3rugb
Sporobolus indicus,30SYH25,30SYH2050,NA,https://doi.org/10.15470/j3rugb
Centaurea diffusa,30SXJ60,30SXJ6503,NA,https://doi.org/10.15470/j3rugb
Scandix pecten-veneris,30S0292,30S029727,NA,https://doi.org/10.15470/j3rugb
Chamaesyce maculata,29TQG06,29TQG0861,NA,https://doi.org/10.15470/j3rugb
Setaria pumila,30TTP62,30TTP6822,NA,https://doi.org/10.15470/j3rugb
Koeleria glauca,30TTP63,30TTP6230,NA,https://doi.org/10.15470/j3rugb
Elytrigia atherica,30TTP62,30TTP6129,NA,https://doi.org/10.15470/j3rugb
Myrrhoides nodosa,30T0517,30T051774,NA,https://doi.org/10.15470/j3rugb
Bromus inermis,30TWN24,30TWN2642,NA,https://doi.org/10.15470/j3rugb
Spergularia rubra,30S0272,30S027825,NA,https://doi.org/10.15470/j3rugb
Arrhenatherum album,30S0311,30S031219,NA,https://doi.org/10.15470/j3rugb
Papaver dubium,30S0311,30S031119,NA,https://doi.org/10.15470/j3rugb
Linum strictum strictum,31T0405,31T040659,NA,https://doi.org/10.15470/j3rugb
Tribulus terrestris,30S0510,30S051206,NA,https://doi.org/10.15470/j3rugb
Chamaesyce serpens,30S0510,30S051206,NA,https://doi.org/10.15470/j3rugb
Adonis aestivalis squarrosa,30S0500,30S050808,NA,https://doi.org/10.15470/j3rugb
Heliotropium europaeum,30S0510,30S051206,NA,https://doi.org/10.15470/j3rugb
Aegilops ventricosa,30TWK72,30TWK7227,NA,https://doi.org/10.15470/j3rugb
Myricaria germanica,30TYN35,30TYN3653,NA,https://doi.org/10.15470/j3rugb
Centaurea cyanus,30TXL24,30TXL2645,NA,https://doi.org/10.15470/j3rugb
Genista hispanica occidentalis,30T0267,30T026675,NA,https://doi.org/10.15470/j3rugb
Murbeckiella boryi,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ajuga reptans,29T0527,29T052674,NA,https://doi.org/10.15470/j3rugb
Achillea filipendulina,30TVM41,30TVM4012,NA,https://doi.org/10.15470/j3rugb
Montia perfoliata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hypochaeris radicata,30TVP31,NA,NA,https://doi.org/10.15470/j3rugb
Phalacrocarpum hoffmannseggii,29TPG86,29TPG8663,NA,https://doi.org/10.15470/j3rugb
Isoetes setaceum,29TQG36,29TQG3768,NA,https://doi.org/10.15470/j3rugb
Salix atrocinerea,30TYH48,30TYH4384,NA,https://doi.org/10.15470/j3rugb
Echinospartum ibericum,29T0706,29T070867,NA,https://doi.org/10.15470/j3rugb
Crepis vesicaria taraxacifolia,30TUM85,30TUM8354,NA,https://doi.org/10.15470/j3rugb
Reseda lutea,30TVN93,30TVN9631,NA,https://doi.org/10.15470/j3rugb
Filaginella uliginosa,30TUN53,30TUN5136,NA,https://doi.org/10.15470/j3rugb
Isoetes velatum,30TUN53,30TUN5136,NA,https://doi.org/10.15470/j3rugb
Isoetes velatum,30TUN53,30TUN5136,NA,https://doi.org/10.15470/j3rugb
Sedum villosum,30TUN53,30TUN5136,NA,https://doi.org/10.15470/j3rugb
Myosotis balbisiana,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cuscuta approximata,29TPG96,29TPG9065,NA,https://doi.org/10.15470/j3rugb
Polygala edmundii,NA,NA,NA,https://doi.org/10.15470/j3rugb
Poa bulbosa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex pilulifera,NA,NA,NA,https://doi.org/10.15470/j3rugb
Sisymbrella aspera aspera,NA,NA,NA,https://doi.org/10.15470/j3rugb
X Orchidactylorhiza atacina,30TUN54,30TUN5345,NA,https://doi.org/10.15470/j3rugb
Narcissus triandrus,30TUN34,30TUN3241,NA,https://doi.org/10.15470/j3rugb
Sambucus nigra,NA,NA,NA,https://doi.org/10.15470/j3rugb
Aegilops neglecta,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cistus ladanifer,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ulex europaeus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Scilla verna,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lamium galeobdolon,NA,NA,NA,https://doi.org/10.15470/j3rugb
Veronica chamaedrys,NA,NA,NA,https://doi.org/10.15470/j3rugb
Orchis mascula,NA,NA,NA,https://doi.org/10.15470/j3rugb
Fumaria reuteri,NA,NA,NA,https://doi.org/10.15470/j3rugb
Fumaria muralis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Primula vulgaris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Aquilegia vulgaris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Anthyllis vulneraria,NA,NA,NA,https://doi.org/10.15470/j3rugb
Alnus glutinosa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Polygala microphylla,NA,NA,NA,https://doi.org/10.15470/j3rugb
Alliaria petiolata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Scirpus fluitans,29TQF21,NA,NA,https://doi.org/10.15470/j3rugb
Bromus willdenowii,29TNJ40,NA,NA,https://doi.org/10.15470/j3rugb
Lolium multiflorum,29TNG78,NA,NA,https://doi.org/10.15470/j3rugb
Pseudarrhenatherum longifolium,29TNG78,NA,NA,https://doi.org/10.15470/j3rugb
Hypericum ericoides,30SYH09,NA,NA,https://doi.org/10.15470/j3rugb
Populus euphratica,30SYH03,NA,NA,https://doi.org/10.15470/j3rugb
Digitalis purpurea,29TPG09,NA,NA,https://doi.org/10.15470/j3rugb
Veronica beccabunga,31TCH32,NA,NA,https://doi.org/10.15470/j3rugb
Firmiana simplex,31TDF38,NA,NA,https://doi.org/10.15470/j3rugb
Lippia nodiflora,30SYJ51,NA,NA,https://doi.org/10.15470/j3rugb
Trollius europaeus,30TUK00,30TUK0303,NA,https://doi.org/10.15470/j3rugb
Populus simonii,29TPE97,29TPE9072,NA,https://doi.org/10.15470/j3rugb
Jasione montana echinata,30SUJ09,30SUJ0199,NA,https://doi.org/10.15470/j3rugb
Cytisus baeticus,29SQC02,29SQC0226,NA,https://doi.org/10.15470/j3rugb
Eragrostis virescens,29TPH81,NA,NA,https://doi.org/10.15470/j3rugb
Anethum graveolens,30TXK55,30TXK5752,NA,https://doi.org/10.15470/j3rugb
Isoetes setaceum,30STJ84,30STJ8442,NA,https://doi.org/10.15470/j3rugb
Corydalis claviculata,30TUN16,30TUN1567,NA,https://doi.org/10.15470/j3rugb
Centaurea paniculata cossosiana,30TTK56,30TTK5662,NA,https://doi.org/10.15470/j3rugb
Arctotheca calendula,30TTK56,30TTK5662,NA,https://doi.org/10.15470/j3rugb
Leucanthemum ircutianum pseudosylvaticum,30TTK55,30TTK5651,NA,https://doi.org/10.15470/j3rugb
Chrysanthemum segetum,30TTK56,30TTK5662,NA,https://doi.org/10.15470/j3rugb
Hieracium murorum exotericum,30TTK56,30TTK5662,NA,https://doi.org/10.15470/j3rugb
Chaerophyllum aureum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Prunus lusitanica,30TVN77,30TVN7578,NA,https://doi.org/10.15470/j3rugb
Coleostephus myconis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Taraxacum officinale,30TUM75,30TUM7451,NA,https://doi.org/10.15470/j3rugb
Diplotaxis virgata,30TUM75,30TUM7451,NA,https://doi.org/10.15470/j3rugb
Capsella rubella,30TUM75,30TUM7452,NA,https://doi.org/10.15470/j3rugb
Diplotaxis erucoides,30TUM75,30TUM7451,NA,https://doi.org/10.15470/j3rugb
Cardaria draba,30TUM75,30TUM7351,NA,https://doi.org/10.15470/j3rugb
Sinapis alba,30TUM75,30TUM7451,NA,https://doi.org/10.15470/j3rugb
Sisymbrium austriacum,30TUM75,30TUM7451,NA,https://doi.org/10.15470/j3rugb
Cerastium fontanum,30TUM75,30TUM7351,NA,https://doi.org/10.15470/j3rugb
Euphorbia helioscopia,30TUM75,30TUM7550,NA,https://doi.org/10.15470/j3rugb
Trifolium pratense,30TUM75,30TUM7352,NA,https://doi.org/10.15470/j3rugb
Vicia sativa,30TUM75,30TUM7351,NA,https://doi.org/10.15470/j3rugb
Vicia monantha,30TUM75,30TUM7452,NA,https://doi.org/10.15470/j3rugb
Ornithogalum umbellatum,30TUM75,30TUM7452,NA,https://doi.org/10.15470/j3rugb
Hordeum murinum,30TUM75,30TUM7350,NA,https://doi.org/10.15470/j3rugb
Adonis aestivalis,30TUM75,30TUM7454,NA,https://doi.org/10.15470/j3rugb
Romulea bulbocodium,NA,NA,NA,https://doi.org/10.15470/j3rugb
Narcissus bulbocodium,NA,NA,NA,https://doi.org/10.15470/j3rugb
Gagea spathacea,NA,NA,NA,https://doi.org/10.15470/j3rugb
Primula vulgaris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Saxifraga granulata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Paronychia argentea,NA,NA,NA,https://doi.org/10.15470/j3rugb
Genista falcata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ranunculus ficaria,30TTN82,30TTN8321,NA,https://doi.org/10.15470/j3rugb
Fragaria vesca,30TTN82,30TTN8321,NA,https://doi.org/10.15470/j3rugb
Anthyllis vulneraria,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ranunculus acris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Genistella tridentata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Genista anglica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Saxifraga granulata,NA,NA,NA,https://doi.org/10.15470/j3rugb
Rumex acetosella,NA,NA,NA,https://doi.org/10.15470/j3rugb
Papaver rhoeas,NA,NA,NA,https://doi.org/10.15470/j3rugb
Vinca major,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cornus sanguinea,NA,NA,NA,https://doi.org/10.15470/j3rugb
Aquilegia vulgaris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Polygala vulgaris,NA,NA,NA,https://doi.org/10.15470/j3rugb
Allium roseum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Allium triquetrum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Euphorbia portlandica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Euphorbia paralias,NA,NA,NA,https://doi.org/10.15470/j3rugb
Rosa pouzinii,NA,NA,NA,https://doi.org/10.15470/j3rugb
Fragaria vesca,NA,NA,NA,https://doi.org/10.15470/j3rugb
Eryngium maritimum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Serapias lingua,NA,NA,NA,https://doi.org/10.15470/j3rugb
Cakile maritima,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ajuga reptans,NA,NA,NA,https://doi.org/10.15470/j3rugb
Glechoma hederacea,NA,NA,NA,https://doi.org/10.15470/j3rugb
Helichrysum stoechas,NA,NA,NA,https://doi.org/10.15470/j3rugb
Lotus corniculatus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Robinia pseudoacacia,NA,NA,NA,https://doi.org/10.15470/j3rugb
Medicago lupulina,NA,NA,NA,https://doi.org/10.15470/j3rugb
Medicago littoralis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Syringa vulgaris,29TQH24,29TQH2948,NA,https://doi.org/10.15470/j3rugb
Gentiana verna,29TQH34,29TQH3041,NA,https://doi.org/10.15470/j3rugb
Narcissus triandrus,NA,NA,NA,https://doi.org/10.15470/j3rugb
Bidens subalternans,31TDG50,NA,NA,https://doi.org/10.15470/j3rugb
Galinsoga parviflora,29TNG78,NA,NA,https://doi.org/10.15470/j3rugb
Senecio inaequidens,31TCH70,NA,NA,https://doi.org/10.15470/j3rugb
Dorycnium pentaphyllum,30TWK96,30TWK9968,NA,https://doi.org/10.15470/j3rugb
Scrophularia canina,30TWK96,30TWK9968,NA,https://doi.org/10.15470/j3rugb
Polystichum setiferum,29TBH80,NA,NA,https://doi.org/10.15470/j3rugb
Quercus rubra,29TPG27,NA,NA,https://doi.org/10.15470/j3rugb
Genista cinerea ausetana,30TWM47,30TWM4376,NA,https://doi.org/10.15470/j3rugb
Sorghum halepense,29TNH60,NA,NA,https://doi.org/10.15470/j3rugb
Anacamptis coriophora,30TUN94,30TUN9946,NA,https://doi.org/10.15470/j3rugb
Ophrys speculum,30TUN94,30TUN9745,NA,https://doi.org/10.15470/j3rugb
Gymnadenia pyrenaica,30TUN86,30TUN8267,NA,https://doi.org/10.15470/j3rugb
Gymnadenia pyrenaica,30TVN57,30TVN5377,NA,https://doi.org/10.15470/j3rugb
Rhinanthus minor,31TDE07,31TDE0570,NA,https://doi.org/10.15470/j3rugb
Galium estebanii,31TDE07,31TDE0570,NA,https://doi.org/10.15470/j3rugb
Ranunculus peltatus peltatus,31TDE08,31TDE0982,NA,https://doi.org/10.15470/j3rugb
Phyteuma orbiculare,31TDE07,31TDE0570,NA,https://doi.org/10.15470/j3rugb
Digitalis obscura,30TWK96,30TWK9968,NA,https://doi.org/10.15470/j3rugb
Euphrasia hirtella,31TDE07,31TDE0570,NA,https://doi.org/10.15470/j3rugb
Carduncellus monspelliensium,31TDE07,31TDE0570,NA,https://doi.org/10.15470/j3rugb
Rorippa sylvestris,30TTN62,30TTN6529,NA,https://doi.org/10.15470/j3rugb
Rorippa sylvestris,30TTN62,30TTN6825,NA,https://doi.org/10.15470/j3rugb
Rorippa sylvestris,30TUL08,30TUL0986,NA,https://doi.org/10.15470/j3rugb
Rorippa sylvestris,30TUL29,30TUL2291,NA,https://doi.org/10.15470/j3rugb
Chamaemelum fuscatum,30TTH83,30TTH8131,NA,https://doi.org/10.15470/j3rugb
Bromus racemosus,29TPH80,29TPH8206,NA,https://doi.org/10.15470/j3rugb
Hieracium hirsutum,29TPG75,29TPG7455,NA,https://doi.org/10.15470/j3rugb
Hieracium lycopifolium,29TPG75,29TPG7455,NA,https://doi.org/10.15470/j3rugb
Hieracium lanceolatum,29TPG74,29TPG7948,NA,https://doi.org/10.15470/j3rugb
Hieracium norvegicum,29TPG74,29TPG7348,NA,https://doi.org/10.15470/j3rugb
Cyperus eragrostis,29TPH81,29TPH8211,NA,https://doi.org/10.15470/j3rugb
Minuartia rubra,30TXK16,30TXK1064,NA,https://doi.org/10.15470/j3rugb
Alyssum montanum,30TXK06,30TXK0769,NA,https://doi.org/10.15470/j3rugb
Juncus bufonius,31TDE07,31TDE0570,NA,https://doi.org/10.15470/j3rugb
Sisymbrella aspera,30TXK16,30TXK1064,NA,https://doi.org/10.15470/j3rugb
Sedum andegavense,31TDE07,31TDE0570,NA,https://doi.org/10.15470/j3rugb
Potamogeton polygonifolius,31TDE08,31TDE0982,NA,https://doi.org/10.15470/j3rugb
Carex davalliana,NA,NA,NA,https://doi.org/10.15470/j3rugb
Hieracium souliei,31TBH53,31TBH5838,NA,https://doi.org/10.15470/j3rugb
Hieracium lividum,31TBH53,31TBH5839,NA,https://doi.org/10.15470/j3rugb
Hieracium cerinthoides,31TBH53,31TBH5837,NA,https://doi.org/10.15470/j3rugb
Hieracium cerinthoides,30TUN06,30TUN0469,NA,https://doi.org/10.15470/j3rugb
Hieracium loretii,30TUN06,30TUN0469,NA,https://doi.org/10.15470/j3rugb
Hieracium asturicum,30TUN06,30TUN0469,NA,https://doi.org/10.15470/j3rugb
Hieracium cerinthoides,30TUN06,30TUN0469,NA,https://doi.org/10.15470/j3rugb
Hieracium umbrosum,30TUN36,30TUN3062,NA,https://doi.org/10.15470/j3rugb
Hieracium divisum,30TUN26,30TUN2962,NA,https://doi.org/10.15470/j3rugb
Hieracium jurassicum,30TUN26,30TUN2861,NA,https://doi.org/10.15470/j3rugb
Hieracium alatum,30TYN43,30TYN4436,NA,https://doi.org/10.15470/j3rugb
Hieracium phlomoides,30TYN43,30TYN4336,NA,https://doi.org/10.15470/j3rugb
Hieracium cerleri,30TYN43,30TYN4134,NA,https://doi.org/10.15470/j3rugb
Hieracium phlomoides,31TBH53,31TBH5837,NA,https://doi.org/10.15470/j3rugb
Hieracium lamprophyllum,31TBH63,31TBH6236,NA,https://doi.org/10.15470/j3rugb
Hieracium alatum,31TBH63,31TBH6236,NA,https://doi.org/10.15470/j3rugb
Hieracium loretii,30TTN75,30TTN7757,NA,https://doi.org/10.15470/j3rugb
Hieracium lusitanicum,30TTN74,30TTN7846,NA,https://doi.org/10.15470/j3rugb
Hieracium divisum,30TUN86,30TUN8166,NA,https://doi.org/10.15470/j3rugb
Hieracium legionense,30TTN91,30TTN9219,NA,https://doi.org/10.15470/j3rugb
Hieracium legionense,30TTN91,30TTN9219,NA,https://doi.org/10.15470/j3rugb
Pilosella tricholepia,30TUN87,30TUN8676,NA,https://doi.org/10.15470/j3rugb
Hieracium asturicum,30TTN65,30TTN6955,NA,https://doi.org/10.15470/j3rugb
Hieracium urbionicum,29TQH36,29TQH3168,NA,https://doi.org/10.15470/j3rugb
Hieracium asturicum,29TQH36,29TQH3168,NA,https://doi.org/10.15470/j3rugb
Pilosella nordhispanica urduliziana,30TWP00,30TWP0303,NA,https://doi.org/10.15470/j3rugb
Hieracium cerinthoides,31TYN43,31TYN4436,NA,https://doi.org/10.15470/j3rugb
Hieracium phlomoides,31TYN43,31TYN4336,NA,https://doi.org/10.15470/j3rugb
Hieracium cerleri,31TYN43,31TYN4532,NA,https://doi.org/10.15470/j3rugb
Hieracium lamprophyllum,31TYN43,31TYN4532,NA,https://doi.org/10.15470/j3rugb
Silene pusilla,31TYN43,31TYN4032,NA,https://doi.org/10.15470/j3rugb
Pilosella hypeurocinerea microvasconica,30TWN09,30TWN0691,NA,https://doi.org/10.15470/j3rugb
Pilosella hypeurocinerea,30TUP59,30TUP5999,NA,https://doi.org/10.15470/j3rugb
Pilosella hypeurocinerea microvasconica,30TWN28,30TWN2284,NA,https://doi.org/10.15470/j3rugb
Lastrea limbosperma,30TTN75,30TTN7159,NA,https://doi.org/10.15470/j3rugb
Hieracium phlomoides,31TBH53,31TBH5836,NA,https://doi.org/10.15470/j3rugb
Hieracium phlomoides,31TBH63,31TBH6236,NA,https://doi.org/10.15470/j3rugb
Hieracium alatum,31TBH63,31TBH6236,NA,https://doi.org/10.15470/j3rugb
Hieracium lamprophyllum,31TBH63,31TBH6236,NA,https://doi.org/10.15470/j3rugb
Hieracium subcaesium,31TBH63,31TBH6236,NA,https://doi.org/10.15470/j3rugb
Hieracium divisum,30TYN43,30TYN4436,NA,https://doi.org/10.15470/j3rugb
Hieracium phlomoides,30TYN33,30TYN3738,NA,https://doi.org/10.15470/j3rugb
Carex demissa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex demissa,30T2745,30T274451,NA,https://doi.org/10.15470/j3rugb
Carex demissa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex canescens,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex brevicollis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex binervis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex asturica,NA,NA,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TVM84,30TVM8943,NA,https://doi.org/10.15470/j3rugb
Quercus faginea,30TWM04,30TWM0546,NA,https://doi.org/10.15470/j3rugb
Quercus faginea,30T0537,30T053270,NA,https://doi.org/10.15470/j3rugb
Quercus robur,NA,NA,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM38,30TWM3185,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM38,30TWM3185,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM38,30TWM3185,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM23,30TWM2635,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM23,30TWM2635,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM23,30TWM2635,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM46,30TWM4366,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TVM96,30TVM9264,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TVM96,30TVM9264,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM92,30TWM9528,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM45,30TWM4051,NA,https://doi.org/10.15470/j3rugb
Quercus petraea,30TWM45,30TWM4052,NA,https://doi.org/10.15470/j3rugb
Quercus orocantabrica xpetraea,30TWN04,30TWN0547,NA,https://doi.org/10.15470/j3rugb
Quercus faginea,30TWM38,30TWM3380,NA,https://doi.org/10.15470/j3rugb
Quercus orocantabrica xpyrenai,30TVM77,30TVM7371,NA,https://doi.org/10.15470/j3rugb
Quercus orocantabrica xpetraea,30TWM92,30TWM9529,NA,https://doi.org/10.15470/j3rugb
Quercus orocantabrica xpetraea,30TVM59,30TVM5195,NA,https://doi.org/10.15470/j3rugb
Quercus orocantabrica xfaginea,30TVM59,30TVM5195,NA,https://doi.org/10.15470/j3rugb
Quercus faginea,30TVM59,30TVM5195,NA,https://doi.org/10.15470/j3rugb
Hieracium langei,30TYN33,30TYN3837,NA,https://doi.org/10.15470/j3rugb
Eryngium viviparum,NA,NA,NA,https://doi.org/10.15470/j3rugb
Odontites viscosus australis,NA,NA,NA,https://doi.org/10.15470/j3rugb
Euphorbia flavicoma mariolensis,31TDF08,NA,NA,https://doi.org/10.15470/j3rugb
Euphorbia polygalifolia mariolensis,30TXL28,NA,NA,https://doi.org/10.15470/j3rugb
Erigeron annuus septentrionalis,31TDG44,NA,NA,https://doi.org/10.15470/j3rugb
Erigeron annuus septentrionalis,31TDG19,NA,NA,https://doi.org/10.15470/j3rugb
Dianthus pungens ruscionensis,31TEG09,NA,NA,https://doi.org/10.15470/j3rugb
Erigeron annuus,31TDG37,NA,NA,https://doi.org/10.15470/j3rugb
Diplotaxis crassifolia,30SWF99,NA,NA,https://doi.org/10.15470/j3rugb
Chaenorhinum origanifolium crassifolium,30SXH65,NA,NA,https://doi.org/10.15470/j3rugb
Centranthus ruber ruber,31TDF18,NA,NA,https://doi.org/10.15470/j3rugb
Centaurea pectinata pectinata,31TDG52,NA,NA,https://doi.org/10.15470/j3rugb
Carex flacca flacca,31TDG07,NA,NA,https://doi.org/10.15470/j3rugb
Campanula persicifolia subpyrenaica,31TCF48,NA,NA,https://doi.org/10.15470/j3rugb
Campanula persicifolia subpyrenaica,31TDG47,NA,NA,https://doi.org/10.15470/j3rugb
Campanula patula costae,31TCH60,NA,NA,https://doi.org/10.15470/j3rugb
Bupleurum ranunculoides gramineum,31TCH11,NA,NA,https://doi.org/10.15470/j3rugb
Bupleurum falcatum falcatum,31TCG86,31TCG8167,NA,https://doi.org/10.15470/j3rugb
Carex flacca,NA,NA,NA,https://doi.org/10.15470/j3rugb
Carex halleriana,30T5108,30T510786,NA,https://doi.org/10.15470/j3rugb
Hieracium sanisidroanum,30TUN06,30TUN0469,NA,https://doi.org/10.15470/j3rugb
Hieracium urdialesianum,30TTN74,30TTN7845,NA,https://doi.org/10.15470/j3rugb
Hieracium hirtoaragonense,31TCG57,31TCG5574,NA,https://doi.org/10.15470/j3rugb
Hieracium osormortianum,31TDG43,31TDG4839,NA,https://doi.org/10.15470/j3rugb
Hieracium boixolense,31TCG47,31TCG4973,NA,https://doi.org/10.15470/j3rugb
Hieracium sahunianum,31TBH53,31TBH5837,NA,https://doi.org/10.15470/j3rugb
Hieracium langei,30TYN43,30TYN4436,NA,https://doi.org/10.15470/j3rugb
Hieracium asturicum,30TUN36,30TUN3061,NA,https://doi.org/10.15470/j3rugb
Hieracium ramosissimum,29TQH26,29TQH2968,NA,https://doi.org/10.15470/j3rugb
Avenula pratensis iberica,31TBF73,NA,NA,https://doi.org/10.15470/j3rugb
Astragalus sempervirens catalaunicus,31TCH00,NA,NA,https://doi.org/10.15470/j3rugb
Antirrhinum majus majus,31TDF07,NA,NA,https://doi.org/10.15470/j3rugb
Anthyllis vulneraria boscii,31TCH01,NA,NA,https://doi.org/10.15470/j3rugb
Androsace elongata breistofferii,31TCF27,31TCF2277,NA,https://doi.org/10.15470/j3rugb
Alyssum montanum montanum,31TCG19,NA,NA,https://doi.org/10.15470/j3rugb
Allium senescens montanum,31TCH21,NA,NA,https://doi.org/10.15470/j3rugb
Satureja acinos meridionalis,31TCF37,31TCF3278,NA,https://doi.org/10.15470/j3rugb
Achillea monticola,NA,NA,NA,https://doi.org/10.15470/j3rugb
Achillea monticola,NA,NA,NA,https://doi.org/10.15470/j3rugb
Achillea monticola,NA,NA,NA,https://doi.org/10.15470/j3rugb
Achillea monticola,NA,NA,NA,https://doi.org/10.15470/j3rugb
Ursinia nana nana,31TCF15,NA,NA,https://doi.org/10.15470/j3rugb
Veronica austriaca vahlii,31TCF14,NA,NA,https://doi.org/10.15470/j3rugb
Scandix pecten-veneris pecten-veneris,31TDF17,31TDF1077,NA,https://doi.org/10.15470/j3rugb
Saxifraga granulata granulata,31TCG89,NA,NA,https://doi.org/10.15470/j3rugb
Saxifraga callosa catalaunica,31TDG00,NA,NA,https://doi.org/10.15470/j3rugb
Santolina chamaecyparissus pecten,31TCG76,31TCG7767,NA,https://doi.org/10.15470/j3rugb
Polygala vulgaris gerundensis,31TCG38,NA,NA,https://doi.org/10.15470/j3rugb
Pedicularis pyrenaica praetermissa,NA,NA,NA,https://doi.org/10.15470/j3rugb
Peucedanum officinale stenocarpum,31TCG96,31TCG9262,NA,https://doi.org/10.15470/j3rugb
Ononis tridentata,31TCG19,NA,NA,https://doi.org/10.15470/j3rugb
Minuartia recurva condensata,31TDH90,NA,NA,https://doi.org/10.15470/j3rugb
Minuartia laricifolia diomedis,31TDG18,NA,NA,https://doi.org/10.15470/j3rugb
